GarantyID,NameGaranty,Duration,PriceGaranty,DescriptionGaranty
2107,Full manufacturer's warranty,93,80.91,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis
2108,Standard Manufacturer's,365,97.51,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices
2109,Standard Manufacturer's,183,83.2,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum
2110,Additional reseller's warranty,125,69.94,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
2111,Standard Manufacturer's,93,92.9,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam
2112,Standard Manufacturer's,125,97.12,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed
2113,Standard Manufacturer's,93,89.36,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit
2114,Manufacturer's special warranty,93,67.75,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
2115,Standard Manufacturer's,125,87.99,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis
2116,Standard Manufacturer's,548,79.33,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non
2117,Additional reseller's warranty,125,95.61,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero
2118,Manufacturer's special warranty,548,79.34,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
2119,Manufacturer's special warranty,548,96.12,suscipit a feugiat et eros vestibulum ac est lacinia nisi
2120,Standard Manufacturer's,93,68.98,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis
2121,Full manufacturer's warranty,548,68.46,convallis tortor risus dapibus augue vel accumsan tellus nisi eu
2122,Full manufacturer's warranty,365,68.93,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla
2123,Standard Manufacturer's,548,76.42,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque
2124,Full manufacturer's warranty,183,63.41,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis
2125,Full manufacturer's warranty,365,72.85,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
2126,Additional reseller's warranty,365,72.96,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede
2127,Full manufacturer's warranty,365,68.09,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla
2128,Manufacturer's special warranty,548,78.02,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
2129,Standard Manufacturer's,548,75.49,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
2130,Standard Manufacturer's,93,78.96,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien
2131,Standard Manufacturer's,365,84.94,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
2132,Manufacturer's special warranty,125,97.29,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
2133,Additional reseller's warranty,365,68.67,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu
2134,Additional reseller's warranty,548,78.3,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis
2135,Standard Manufacturer's,365,92.04,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
2136,Full manufacturer's warranty,365,76.04,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget
2137,Full manufacturer's warranty,93,73.25,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam
2138,Manufacturer's special warranty,548,68.67,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam
2139,Full manufacturer's warranty,125,80.07,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit
2140,Additional reseller's warranty,93,68.07,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus
2141,Manufacturer's special warranty,183,77.5,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio
2142,Full manufacturer's warranty,365,99.39,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan
2143,Standard Manufacturer's,365,76.2,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum
2144,Manufacturer's special warranty,125,62.25,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet
2145,Additional reseller's warranty,548,64.11,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
2146,Additional reseller's warranty,548,94.4,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
2147,Additional reseller's warranty,365,99.95,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit
2148,Standard Manufacturer's,365,85.3,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie
2149,Standard Manufacturer's,93,90.42,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
2150,Full manufacturer's warranty,365,89.03,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti
2151,Additional reseller's warranty,365,92.98,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst
2152,Manufacturer's special warranty,125,67.48,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum
2153,Standard Manufacturer's,548,71.05,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse
2154,Full manufacturer's warranty,183,71.06,ultrices posuere cubilia curae nulla dapibus dolor vel est donec
2155,Full manufacturer's warranty,548,75.57,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo
2156,Additional reseller's warranty,548,63.47,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
2157,Additional reseller's warranty,183,92.54,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel
2158,Standard Manufacturer's,365,96.23,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
2159,Manufacturer's special warranty,548,78.95,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla
2160,Standard Manufacturer's,93,99.91,eget nunc donec quis orci eget orci vehicula condimentum curabitur
2161,Standard Manufacturer's,93,98.24,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a
2162,Standard Manufacturer's,183,98.51,at velit eu est congue elementum in hac habitasse platea dictumst morbi
2163,Full manufacturer's warranty,125,71.78,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
2164,Standard Manufacturer's,183,66.08,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut
2165,Standard Manufacturer's,548,92.13,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum
2166,Additional reseller's warranty,125,91.26,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
2167,Manufacturer's special warranty,548,84.07,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse
2168,Additional reseller's warranty,93,94.94,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi
2169,Manufacturer's special warranty,93,89.05,ligula nec sem duis aliquam convallis nunc proin at turpis a pede
2170,Additional reseller's warranty,125,90.48,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est
2171,Additional reseller's warranty,183,87.6,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor
2172,Manufacturer's special warranty,183,73.59,suscipit a feugiat et eros vestibulum ac est lacinia nisi
2173,Standard Manufacturer's,365,87.06,odio in hac habitasse platea dictumst maecenas ut massa quis
2174,Manufacturer's special warranty,93,79.77,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo
2175,Standard Manufacturer's,365,99.4,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam
2176,Standard Manufacturer's,183,60.82,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus
2177,Manufacturer's special warranty,548,88.65,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate
2178,Full manufacturer's warranty,183,78.75,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis
2179,Full manufacturer's warranty,548,66.91,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor
2180,Full manufacturer's warranty,548,92.09,aliquam quis turpis eget elit sodales scelerisque mauris sit amet
2181,Full manufacturer's warranty,183,74.51,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non
2182,Standard Manufacturer's,365,76.12,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
2183,Standard Manufacturer's,548,96.26,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero
2184,Full manufacturer's warranty,365,64.25,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
2185,Full manufacturer's warranty,125,85.43,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus
2186,Additional reseller's warranty,548,60.29,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi
2187,Standard Manufacturer's,183,93.52,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
2188,Additional reseller's warranty,125,99.08,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin
2189,Additional reseller's warranty,183,81.65,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet
2190,Additional reseller's warranty,365,73.53,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
2191,Full manufacturer's warranty,183,88.93,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam
2192,Standard Manufacturer's,125,85.46,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus
2193,Additional reseller's warranty,93,87.42,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu
2194,Standard Manufacturer's,183,75.27,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla
2195,Manufacturer's special warranty,93,61.72,eget massa tempor convallis nulla neque libero convallis eget eleifend
2196,Full manufacturer's warranty,125,62.58,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
2197,Additional reseller's warranty,183,85.42,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa
2198,Additional reseller's warranty,183,81.5,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing
2199,Standard Manufacturer's,548,79.05,blandit mi in porttitor pede justo eu massa donec dapibus
2200,Standard Manufacturer's,183,82.24,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu
2201,Additional reseller's warranty,365,97.08,nunc purus phasellus in felis donec semper sapien a libero nam
2202,Standard Manufacturer's,125,71.37,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget
2203,Additional reseller's warranty,183,74.56,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus
2204,Full manufacturer's warranty,93,76.37,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
2205,Additional reseller's warranty,125,80.03,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante
2206,Full manufacturer's warranty,93,83.3,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget
2207,Manufacturer's special warranty,365,81.51,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam
2208,Full manufacturer's warranty,183,66.46,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus
2209,Full manufacturer's warranty,365,89.43,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac
2210,Standard Manufacturer's,365,77.76,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi
2211,Standard Manufacturer's,365,99.58,in est risus auctor sed tristique in tempus sit amet sem
2212,Standard Manufacturer's,93,68.63,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
2213,Manufacturer's special warranty,183,87.54,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet
2214,Standard Manufacturer's,548,87.43,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis
2215,Additional reseller's warranty,365,76.15,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper
2216,Full manufacturer's warranty,548,64.76,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis
2217,Standard Manufacturer's,365,76.84,nulla sed accumsan felis ut at dolor quis odio consequat varius
2218,Additional reseller's warranty,125,61.87,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec
2219,Standard Manufacturer's,365,83.51,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus
2220,Full manufacturer's warranty,93,87.03,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus
2221,Full manufacturer's warranty,365,62.65,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
2222,Full manufacturer's warranty,125,91.56,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin
