SupplierID,ProductID,DateKey,LocationID,SumPrice,AmountProducts
1098,2639,6/3/2023,12983,35195,43
3581,14140,10/5/2020,13549,17588,3
2963,23745,12/8/2023,880,78084,66
4614,5719,3/24/2019,2882,89159,8
3577,50405,10/25/2024,5284,75864,65
3453,34195,11/23/2023,2144,9163,63
588,32881,5/8/2021,9931,29279,30
5823,44594,6/12/2022,729,23787,6
4830,51967,4/17/2023,6106,88443,22
922,19185,9/4/2021,13877,41235,44
4087,67289,6/8/2021,9235,96667,100
2735,68149,1/27/2020,4269,96324,36
2020,40030,10/19/2021,3136,24917,9
9122,41712,6/5/2020,10360,9172,100
3128,17968,7/20/2022,11582,40546,53
1833,34733,7/25/2020,3436,59343,84
8480,71817,9/17/2020,14350,30524,35
1408,16880,1/10/2019,8760,45137,41
6469,20243,4/28/2021,13209,7785,92
4567,10810,1/21/2019,13381,42885,89
7508,13326,5/27/2023,11348,26832,56
4070,6737,5/11/2020,9770,56731,27
9846,4654,5/3/2023,540,27246,46
5121,42205,1/22/2024,14298,40118,87
8052,20755,8/14/2020,2071,87020,62
1754,58308,7/30/2019,12247,54056,42
6281,57310,7/26/2020,11668,68406,58
3820,60466,12/14/2024,12592,12552,46
124,38547,1/13/2021,1454,31783,82
6404,20982,2/5/2021,9879,35781,75
6559,33098,10/21/2022,9494,72515,96
1997,36668,3/16/2022,13090,22115,93
2092,9281,8/26/2019,9947,68776,22
8998,48842,9/20/2022,2879,40047,20
9523,66736,5/30/2021,10516,53576,37
6738,63809,1/8/2022,5173,67263,23
1955,56434,12/26/2021,274,38472,71
2177,34035,10/23/2022,4931,25742,82
110,51650,1/6/2021,7055,98467,62
6930,70523,11/9/2023,12076,89115,12
7350,659,5/1/2022,692,94835,36
5750,28726,11/23/2021,14307,49990,1
4541,55029,12/26/2024,5607,84377,46
3836,32059,6/23/2019,5323,63432,65
5715,20123,10/3/2023,9478,52897,56
7628,48441,3/5/2023,9629,41874,51
5383,56413,4/4/2024,5939,91075,81
7145,59602,2/16/2022,2253,12649,58
6935,15717,3/19/2021,2219,88652,77
9414,22735,2/4/2019,4761,65082,29
4026,30560,2/6/2019,2436,55803,15
7599,22146,4/4/2019,9948,63600,29
7756,52525,2/7/2023,862,12170,68
3873,55289,5/22/2020,4442,15493,21
5265,20078,1/25/2019,10773,19674,82
1029,30608,10/21/2020,1061,11552,42
4966,56546,4/28/2024,3927,85515,64
5222,47351,9/14/2024,1695,27983,44
2308,36491,3/30/2020,2291,97734,58
8960,42658,9/14/2020,10703,4673,55
4481,16063,3/1/2024,8348,94279,70
2788,68197,10/6/2020,6638,29286,21
935,32313,7/25/2019,6015,34009,49
8084,71496,2/19/2024,11049,72872,48
6657,10120,3/29/2022,2321,19374,17
6240,46680,4/18/2021,10980,14385,45
7742,32358,8/31/2024,13630,94854,55
5006,62562,11/12/2020,11033,37465,77
900,31347,3/17/2021,9610,9888,82
1608,22637,5/13/2024,8160,90763,39
5498,4042,4/15/2019,6219,69500,1
4402,52315,2/4/2022,12892,56285,12
2910,43025,11/26/2019,9032,33303,63
5568,43082,9/18/2023,4891,57260,30
1673,58700,7/20/2019,2905,7741,93
6378,52792,1/28/2022,14087,69713,92
4445,14179,11/15/2020,2911,41498,34
8287,74504,3/22/2019,801,97470,4
7001,47808,12/26/2023,2620,38698,47
1821,2472,3/22/2021,1994,44540,95
8423,2854,12/6/2022,14018,26997,75
4270,43214,9/19/2021,317,44307,2
88,42839,2/4/2022,7226,97177,68
3525,74985,10/27/2023,4256,63407,20
6560,29413,10/13/2021,9324,59534,10
3564,55979,10/24/2024,3807,38707,20
1003,6084,5/8/2022,13645,44628,21
7976,51979,10/22/2022,4669,40231,74
6687,41774,9/12/2023,8228,42534,25
7811,47881,5/27/2024,4853,71166,75
4966,2192,10/6/2024,12866,99472,11
68,32553,12/1/2021,5533,17230,26
5148,62080,12/5/2024,3269,9320,87
1049,44330,10/5/2019,6179,96204,91
4039,68452,9/7/2021,7233,20804,46
5307,47498,6/8/2022,5261,51610,84
6995,31293,10/14/2020,6831,12262,82
9080,45603,7/17/2022,5285,20187,17
8168,51591,12/30/2023,11642,26947,40
3424,42829,11/15/2021,10839,28396,9
6052,28042,6/19/2023,5931,26438,43
48,61024,5/20/2024,14367,46280,17
4280,68,10/12/2022,12533,81959,33
4463,65648,1/28/2024,4034,79618,84
5713,10615,12/18/2021,4045,92531,63
6257,25263,2/2/2019,2244,83904,23
1817,38497,12/12/2023,9472,33233,50
4589,9456,5/12/2023,7825,71011,39
5713,7103,8/16/2020,911,36446,37
8483,48459,7/14/2022,10022,6798,47
3015,8898,2/5/2020,4568,78734,23
2930,66442,11/9/2019,14636,26995,69
8915,71231,5/19/2020,7285,19756,73
3498,6031,8/29/2024,14389,97191,77
1663,4840,7/8/2019,2676,30713,5
6958,63346,2/21/2019,5766,94971,62
4383,21180,12/29/2021,11476,7963,75
971,10239,7/6/2023,6397,5681,99
3915,59524,7/20/2022,9963,99847,58
7133,49461,7/25/2022,1132,78687,66
1102,14797,8/17/2020,9967,71298,5
7849,553,7/22/2020,4558,46021,74
1956,57314,2/17/2022,13868,53814,83
1748,23978,3/19/2021,13585,56201,46
7937,32787,6/28/2023,4394,32481,26
7584,64722,11/14/2019,1175,70076,50
5321,16870,1/4/2020,3037,78971,82
2055,73752,5/9/2024,8344,95489,96
9950,50385,8/14/2023,1380,27825,87
6249,73040,5/5/2019,5490,69389,93
96,51175,5/21/2023,3015,51470,70
2983,62304,8/6/2024,7861,27770,87
6797,5183,5/27/2020,1052,76497,21
883,30897,10/1/2022,13103,79897,81
660,26114,11/6/2020,13518,34484,18
6040,17740,9/15/2020,12152,85131,71
9273,47904,12/9/2021,351,54396,63
7870,41957,6/8/2021,6083,66137,29
2666,25496,11/29/2024,13130,16140,39
797,2518,5/25/2019,224,55403,70
4399,50025,3/26/2021,8886,72262,61
6215,42396,10/13/2021,1579,81946,67
1738,26398,6/17/2023,562,30307,96
7853,58257,1/15/2023,7799,31709,13
595,56914,11/29/2023,1039,19748,93
3885,31752,12/13/2023,250,16897,83
7520,4453,6/29/2024,4189,10707,89
6951,8397,4/1/2019,14493,43326,48
8312,45678,7/21/2020,6195,75437,76
2475,55176,4/2/2019,11135,19791,27
838,70017,10/16/2024,11209,62668,19
3747,73328,11/1/2022,11998,57452,99
1759,28169,9/6/2019,3987,9910,5
6962,33290,8/16/2024,10576,45343,61
762,71897,8/5/2021,7050,71910,47
3290,42746,11/18/2019,7386,5158,39
6412,2671,5/4/2019,3727,38773,28
4993,41505,1/21/2021,3155,61439,61
8498,49796,7/31/2019,10107,47350,72
2178,66811,4/3/2020,1271,39370,94
2479,56660,6/3/2021,5882,87161,66
2379,11191,10/25/2019,10495,55783,74
8895,29370,9/14/2022,7412,43520,58
6059,2443,3/17/2019,4410,28363,95
6842,63235,8/18/2024,14908,83125,57
4262,36156,7/17/2024,2157,48754,78
2177,29950,10/19/2024,4485,66044,69
5269,40975,9/10/2024,11807,16225,1
1023,7646,4/14/2023,9072,71980,46
8152,71171,7/7/2019,4140,52764,1
5837,2501,11/7/2024,4217,61376,43
6234,52655,1/24/2019,4481,91706,1
3469,2055,6/10/2019,7440,93464,96
8043,71313,8/12/2021,945,66822,46
9979,68092,3/5/2019,8760,79099,31
2136,8102,9/11/2019,850,18478,27
3102,37226,7/23/2021,8168,20427,70
5691,71940,7/3/2023,2466,70259,71
1125,57770,9/17/2021,773,10292,69
2879,45116,9/1/2019,4659,75794,38
9991,24439,1/12/2022,6222,84229,59
3866,44749,9/22/2020,2355,32767,100
6344,15801,10/9/2023,8721,76816,100
7674,44022,8/11/2024,14014,27380,56
1391,3188,7/29/2021,5552,46846,89
5189,12805,12/28/2023,3547,52516,22
7371,69347,3/15/2021,14610,81033,71
1970,63663,10/10/2024,14055,95542,4
1952,52716,7/19/2022,5505,34083,44
4166,60266,8/14/2020,11279,13296,25
4628,39258,8/25/2020,3242,40614,3
7915,64003,9/25/2021,3535,8009,42
3076,48412,2/23/2023,14142,17111,70
5048,10517,8/3/2024,14670,50131,73
9413,52797,8/30/2021,8918,35282,87
7807,28585,6/24/2022,3873,7745,33
6134,37411,3/22/2023,240,5757,40
5630,59180,1/19/2020,1499,78085,67
4099,5836,10/7/2023,3514,23019,17
5824,42956,7/30/2022,1709,43032,67
2594,55174,3/28/2020,7168,26853,91
7988,63327,7/22/2024,5616,71096,18
9616,68234,2/9/2023,9396,47485,69
8806,68147,4/3/2022,14049,42711,39
8158,19519,10/2/2024,11427,17393,31
5132,42676,12/4/2020,3489,5569,49
8101,36741,6/16/2021,11769,82366,19
328,13391,6/17/2021,4966,98395,41
9448,7255,2/13/2024,13828,33068,73
6236,61257,3/24/2022,13943,47582,23
7216,10344,5/26/2021,7849,91809,83
7466,48576,9/11/2019,13647,56298,60
4173,16020,8/19/2022,3560,28918,63
6981,59870,5/5/2022,5744,65961,8
242,63270,4/23/2020,3605,81668,16
5604,31193,6/7/2020,3306,59801,8
7749,33277,10/7/2020,5918,72151,16
3591,45899,9/4/2024,4812,25002,69
39,1989,10/18/2019,5410,28026,88
2752,32877,12/22/2020,3222,71278,85
5491,66291,12/1/2021,609,4863,71
1547,32976,10/10/2023,1223,74820,49
6617,41560,12/21/2024,13164,55131,13
6629,55033,9/19/2020,987,47171,67
6865,59242,4/4/2021,12833,85650,74
4328,69663,1/5/2024,2347,65199,77
8597,72912,7/11/2022,338,76215,79
9284,33509,7/12/2020,8983,14454,27
2886,66957,10/17/2022,12586,48492,16
4239,72189,5/14/2022,7898,69989,46
1866,14288,11/23/2020,10524,45359,21
2033,30105,1/2/2024,8129,18470,77
8579,381,2/9/2024,8172,11830,56
9556,21436,10/22/2024,2189,76324,86
1845,45681,3/4/2022,11425,46928,19
5317,3795,10/6/2023,5893,41981,29
7900,72080,4/25/2019,9523,44684,72
4364,2598,7/10/2023,719,39562,62
5586,10486,5/10/2019,6789,46267,68
6295,51559,1/3/2020,179,56847,22
2735,25084,1/27/2024,2363,71145,27
2779,49741,3/6/2021,9221,15449,19
6076,69264,9/5/2019,3927,13428,73
7876,26849,2/15/2022,10711,75495,5
4257,47914,12/1/2020,3913,6335,43
5902,11189,3/25/2023,8323,4991,77
1142,66769,11/8/2020,10372,48401,3
2174,56826,11/10/2024,14434,26007,61
1675,65030,3/30/2024,7840,92459,46
7779,25992,12/4/2021,4578,7514,95
4072,25705,11/18/2024,10285,7623,67
4555,18432,11/13/2021,1546,28296,39
4154,55436,9/29/2023,10248,27050,24
8933,57600,2/10/2020,12263,6843,43
3647,51557,9/24/2024,9691,6011,56
5358,34796,11/10/2022,13793,58568,5
4526,65875,5/12/2019,12482,38220,48
6832,16325,6/30/2019,3868,69539,44
3421,31337,12/26/2019,11435,45759,66
5722,20977,10/3/2024,14802,51163,43
9271,69731,4/30/2020,5845,82627,91
9681,41645,2/5/2023,9603,6386,39
8447,28093,2/25/2022,10818,59227,49
4953,29470,6/25/2019,8819,48414,54
6622,59821,8/19/2024,5293,69371,75
3318,48675,7/3/2019,5709,12137,17
5965,14234,5/20/2023,5822,6595,31
8483,21903,1/11/2019,4637,27959,56
5227,49949,2/13/2023,9460,81552,42
3151,57149,6/3/2022,13100,60157,27
2329,58946,8/16/2019,2612,12607,90
4556,11692,1/3/2024,6793,8362,41
4801,57391,5/11/2022,14038,54953,22
2126,26811,3/11/2019,439,80463,5
6120,57009,5/5/2023,8120,33638,52
7747,54089,1/2/2024,11908,76538,64
1816,52078,5/3/2024,6861,31747,84
3290,41737,7/17/2023,7076,56193,86
4272,33066,11/14/2020,4946,67608,15
4351,9402,7/14/2022,11655,80845,69
2231,66480,11/16/2020,8598,64073,45
3202,34356,1/26/2022,11457,19785,19
9601,2356,1/11/2023,893,47961,59
9766,45872,3/11/2020,11199,41199,51
2125,50884,3/30/2020,305,15143,99
9840,54282,9/25/2024,11966,90832,43
280,10603,9/17/2022,2900,51551,60
2806,30141,12/31/2024,2067,65105,67
8705,24882,11/3/2022,9398,5204,18
361,2425,11/12/2020,11046,53716,85
8515,49977,9/28/2022,8434,73293,64
5213,58762,5/6/2023,12941,98941,37
5160,55274,3/31/2020,1965,43613,36
4914,67884,6/5/2022,9987,51754,12
2313,15913,2/23/2022,12864,72721,87
79,6563,7/2/2021,6371,26139,10
9032,12618,8/14/2020,265,69798,55
4609,64052,8/13/2023,4496,91425,13
1816,65663,10/22/2023,6052,62842,77
2127,73782,2/1/2019,9461,72968,97
7796,62610,12/24/2019,12616,52764,31
8568,28189,8/18/2023,8791,48489,60
4670,56661,9/6/2023,7636,47378,17
2760,30319,8/17/2022,2640,33189,47
9181,47623,4/22/2020,6412,22186,80
2127,48190,6/6/2020,13163,38141,21
1617,21937,12/13/2022,13932,98869,9
7206,54041,7/9/2024,9165,86845,30
1588,6619,6/26/2022,8112,74039,16
8432,26662,5/30/2024,2073,43115,23
8424,22888,2/19/2023,8281,39551,67
1731,54604,3/9/2024,11104,27469,10
4714,527,8/5/2021,4702,74862,54
9546,73827,11/18/2020,13329,66445,89
8618,28156,12/9/2023,14970,94743,95
5382,57889,11/26/2023,9747,85964,76
5260,35186,4/2/2021,2493,52371,13
3272,43914,1/15/2021,14117,61966,54
579,72706,5/28/2019,2954,99646,39
7000,43252,1/28/2024,3546,12301,28
7618,30891,6/23/2021,2572,21488,43
9004,41659,7/6/2021,6088,28444,11
1976,39577,2/28/2022,12916,71896,22
919,72284,10/10/2019,10962,63079,17
1973,12313,1/18/2019,7216,80899,62
1463,66421,10/11/2023,1130,91111,44
2117,53989,8/15/2019,7552,58550,88
7858,64433,3/12/2022,7622,8609,40
8257,43119,3/4/2022,10171,65381,35
9625,31891,9/13/2021,10853,35670,82
841,4637,12/6/2020,13796,92944,89
8925,11311,1/11/2023,5516,52977,69
921,2726,1/3/2021,4390,65225,80
5904,42327,11/9/2020,1834,39679,68
5643,65836,9/2/2021,13684,89714,77
9015,59426,1/1/2025,8117,94616,6
1680,58243,7/10/2021,11255,73780,43
7476,68510,3/30/2022,4129,31325,80
5455,32157,1/11/2024,7544,51233,83
6051,22248,9/29/2020,2486,54137,2
4007,50494,10/1/2019,3604,96433,57
9041,35418,9/10/2020,10036,83077,53
5292,32683,9/8/2020,8599,58331,93
1382,7415,2/22/2024,1787,32800,63
4699,21321,5/4/2024,6126,24347,1
8048,49819,8/1/2022,13338,10205,66
5396,18244,10/28/2019,13396,15888,91
382,63129,7/2/2023,2332,36191,77
5634,15809,5/25/2021,8721,94519,41
1393,34148,9/13/2020,2646,25344,73
5258,39081,6/1/2019,801,52157,84
7505,34084,11/15/2023,14693,96213,66
1726,42704,1/10/2021,12715,54720,16
6138,17563,6/16/2022,14618,89651,72
6107,64208,12/3/2019,10640,56256,99
5427,20913,9/11/2022,8721,12060,26
4237,57531,12/6/2019,1541,71716,68
1159,24712,3/11/2021,3457,80045,85
3579,62238,10/23/2021,11539,15573,42
2537,7341,4/26/2022,3983,73916,34
9794,19728,12/18/2021,4955,44690,22
7581,47714,11/8/2022,7138,28408,80
7261,34769,9/29/2020,2588,99062,2
1673,74065,7/28/2021,779,59048,29
1122,45161,4/21/2021,801,67311,92
5725,4085,6/14/2020,4295,84457,83
1035,41435,8/15/2023,615,54348,51
3598,34613,9/27/2023,5940,15194,84
4839,41566,5/29/2024,3786,64057,14
9401,19812,12/24/2021,3626,85659,83
7445,19231,11/2/2024,2234,71465,55
9547,27760,9/9/2023,14965,89580,18
127,64342,4/12/2023,13339,65426,92
4226,309,2/4/2023,1102,68529,96
9546,26276,1/27/2021,13616,52583,51
2,10817,4/13/2019,13955,31526,48
4002,10111,9/9/2024,9278,12683,70
2745,55840,9/20/2023,6493,71956,11
378,29017,12/6/2024,3241,97234,28
8115,21634,12/23/2022,9715,75600,58
4538,788,5/15/2021,9705,36006,41
7829,65170,10/16/2022,5127,17758,33
7774,5347,7/1/2019,3360,63075,19
8493,43598,9/10/2024,7114,82772,6
259,33310,7/22/2024,13170,79959,69
5744,39596,2/8/2023,6633,89401,25
1936,69924,1/7/2025,10681,49345,34
3701,14652,4/1/2021,9662,77669,20
5237,43457,4/28/2022,14607,6063,83
1442,26329,7/1/2022,1754,92935,49
4709,42324,8/30/2021,7025,20210,7
2194,10451,3/11/2021,7020,87692,32
783,36559,9/26/2023,12677,49848,6
2248,48418,1/17/2023,8113,5116,13
8266,9608,7/2/2024,6560,40747,72
2312,647,11/12/2020,7890,29569,46
923,18425,4/20/2021,11304,23122,1
920,73591,5/20/2020,11844,12861,46
8961,22981,8/6/2024,8527,26856,62
7197,7647,1/22/2023,277,56944,46
3940,47589,10/26/2022,924,93885,65
248,60007,7/5/2020,2617,38741,42
7366,34067,5/14/2022,6164,28741,27
2696,65557,9/14/2020,14132,80172,24
6807,3876,4/29/2024,11528,42755,45
9289,61900,4/12/2023,2999,38001,59
8507,36988,9/3/2022,8458,54779,6
6141,54561,2/17/2020,7981,86368,63
9773,61012,9/13/2022,4066,43750,57
3058,63518,5/19/2019,5148,16492,72
1802,73985,7/12/2019,14013,45100,77
6404,53037,2/6/2019,12839,19316,57
994,9213,6/25/2024,533,74947,10
2452,60937,1/5/2024,6507,24294,68
7709,10218,1/1/2025,4291,53246,100
3653,69180,1/8/2024,11448,80664,59
9033,11276,3/6/2023,9815,43897,51
5160,28757,4/9/2020,10474,25700,35
6123,41401,10/23/2023,12768,57454,11
8393,3712,2/24/2019,9102,62539,62
1468,37856,7/16/2024,5278,67695,24
3541,43800,5/30/2023,8264,42800,78
5459,61138,2/13/2024,10545,83159,67
5630,59172,5/4/2022,6530,71510,85
1140,29881,3/7/2021,692,56516,36
1621,43672,11/12/2023,14388,7834,47
7497,44565,9/17/2019,6077,6937,84
9779,41936,12/16/2024,10148,38882,26
8418,42713,7/4/2022,14798,24419,84
6417,58482,6/25/2021,6463,89769,24
693,39788,7/20/2024,6977,43439,42
6358,27327,4/7/2021,111,10923,95
6334,71135,1/14/2021,11457,66925,14
1124,62944,8/5/2020,892,72410,6
6576,43796,9/11/2022,11677,86055,10
5856,2447,11/29/2021,12103,80085,45
1727,59875,12/15/2024,553,27148,33
7088,50437,10/26/2019,13721,65652,82
8738,68103,9/20/2023,13555,54154,19
7727,54884,10/25/2021,12261,5940,86
2238,43940,7/12/2021,6274,75028,41
1688,27138,10/29/2019,3246,47901,83
8221,66517,7/13/2022,7868,45205,62
9486,42526,3/26/2021,369,91550,71
4558,59478,7/4/2021,3014,65464,18
8393,42824,6/7/2021,6566,62554,46
4328,17528,7/31/2022,13294,74562,7
9803,73405,1/27/2019,11378,78850,54
1927,14896,1/6/2023,8703,49826,24
5842,52949,12/17/2022,13832,7273,72
8776,38155,3/9/2022,14723,35272,82
4883,9682,6/12/2022,4689,46423,25
5243,72542,10/6/2020,10251,11955,34
8079,50023,8/30/2022,7574,58556,7
4184,2608,11/27/2020,9546,23250,39
2260,25651,5/14/2023,3548,32576,94
5252,66372,3/17/2021,10463,9619,58
1939,3124,11/23/2020,5964,93566,45
9339,12920,1/15/2019,1901,85260,68
3514,47868,12/16/2019,13935,20033,62
9854,57076,11/15/2022,13569,28632,79
444,47370,12/30/2019,5196,74635,22
1151,48801,8/28/2024,6864,42942,21
4659,20656,4/11/2022,9874,41538,55
1270,25748,5/1/2023,58,76952,98
4617,46345,8/11/2021,13719,68269,43
6361,25328,3/14/2024,2141,4290,78
630,19450,12/24/2024,5280,15964,50
1942,59109,4/30/2021,2075,87509,95
1827,42764,10/11/2020,1990,8282,37
