SupplierID,ProductID,Date,LocationID,SumPrice,AmountProducts
6801,84702,2020-12-08,8832,52175,91
10540,16550,2020-07-10,14876,92185,28
3294,127923,2019-04-27,12908,93421,66
11976,57938,2022-05-09,605,7213,41
4679,305706,2021-08-27,12552,16863,56
5530,78559,2020-05-02,5385,34967,46
14078,49519,2024-08-04,818,82308,98
1204,45676,2024-05-21,388,53016,52
13315,344610,2020-07-24,9452,45166,37
2009,36445,2023-11-02,7461,32644,9
6811,234369,2024-10-24,10830,40589,41
13060,246660,2019-09-14,6181,62193,17
9168,260145,2022-07-17,8780,95129,3
9173,339420,2019-09-03,5370,44102,35
8310,3592,2020-03-30,9006,61600,21
9727,354116,2019-04-19,14484,59897,73
10500,86045,2023-12-01,14038,93408,12
7377,77073,2020-01-27,12708,80142,87
6345,160565,2022-09-19,5948,10428,63
6585,185296,2021-06-16,4891,70793,84
14435,254135,2020-01-07,1294,44340,57
9894,357289,2019-02-19,779,41477,28
2954,383147,2020-03-14,7583,52391,95
9578,273028,2022-03-18,10262,69068,15
4190,399394,2021-04-04,10753,87103,25
14959,364998,2024-11-03,7020,53850,6
10209,285278,2021-02-01,10391,88569,45
10118,284866,2023-04-02,908,60999,24
532,391124,2021-05-23,8140,45082,15
817,20085,2021-03-22,7863,51330,69
10328,268362,2024-06-28,449,87963,41
4680,326733,2022-03-19,9657,99489,31
1503,385066,2023-06-02,10713,16289,94
13646,2840,2020-11-28,3136,18459,97
7396,393955,2019-11-05,4335,92116,32
9607,209207,2025-01-03,6314,71890,45
5238,76565,2020-07-16,1438,32501,16
7319,51548,2021-11-17,1733,71077,5
3208,196061,2019-02-10,9515,23200,68
7118,372583,2025-01-06,10887,82436,73
7018,394312,2019-08-05,6227,37476,53
8949,68482,2019-01-17,3609,5165,62
3950,356111,2022-07-23,12387,62671,23
4825,232977,2023-07-14,7484,90699,37
12442,149836,2024-08-01,8043,97471,70
13438,318234,2022-03-12,5141,84457,38
6721,378721,2022-06-12,3982,35776,7
11016,24669,2024-08-01,9410,45539,83
14317,200804,2023-06-25,11043,10815,25
13500,297312,2023-07-11,5868,27116,99
9730,18465,2019-08-19,2003,70080,49
3153,162474,2019-12-29,1803,40068,62
7439,56279,2022-04-23,6560,95482,41
9969,345485,2021-10-12,11804,73371,74
9405,311199,2021-01-14,4584,33233,74
3258,22439,2023-09-19,1637,65696,72
9426,280764,2019-05-06,6486,95717,90
7771,36324,2022-10-17,3185,95540,21
211,333600,2022-08-26,2343,66711,88
2124,206354,2019-02-01,12241,44842,27
11856,305512,2022-03-04,5078,90014,70
10847,65515,2020-02-29,1370,80817,50
8541,358248,2022-12-05,6195,19634,9
7855,39380,2024-11-20,8877,34388,74
11477,308998,2020-04-25,3783,86892,71
4690,147134,2019-08-24,14407,56489,37
896,155456,2024-02-05,12583,87827,63
6523,190679,2019-07-20,13607,16167,42
4347,107942,2019-08-16,139,20806,4
9484,360586,2023-10-28,9420,95941,95
8760,108078,2020-06-20,2983,57722,70
7731,278264,2021-06-26,11177,30888,31
5012,81070,2024-01-30,903,21947,25
10658,54209,2022-12-27,5934,9317,40
13331,296593,2020-10-18,4999,99918,44
6140,144746,2022-10-21,3952,25673,7
7054,39489,2024-09-28,10102,53445,31
1742,389778,2024-06-27,13058,7823,87
1935,109740,2024-11-13,9269,52910,93
7426,293703,2022-03-14,5828,8218,50
3006,13990,2020-05-11,3483,13737,20
3203,392251,2021-10-18,349,51161,2
11232,251082,2024-09-25,6266,55490,75
14722,297072,2020-05-02,14271,61439,49
10800,384523,2021-07-27,10796,67155,57
6386,12697,2024-04-12,8,6619,78
12069,117493,2021-08-27,6457,46892,31
5720,28947,2023-06-10,6311,44520,15
1413,11013,2021-10-15,1317,68513,93
8840,238205,2024-04-21,873,31668,82
9282,132697,2019-05-31,8986,96924,62
2118,299574,2024-05-04,892,50069,63
379,154890,2020-11-02,1156,37776,81
10537,317652,2021-12-07,14100,95350,38
13841,191817,2021-08-01,7835,9027,17
10834,139812,2024-10-04,7179,23602,41
1226,252245,2020-03-27,12708,52356,91
1879,86532,2019-06-15,10452,31203,17
6452,229834,2022-07-14,14614,73613,2
2122,243273,2023-02-06,4884,35145,7
6338,374394,2023-01-10,14258,11412,43
9179,47507,2021-10-29,13775,43733,91
13517,395630,2020-03-14,3072,84446,31
1295,318027,2020-07-18,6382,9944,23
8848,150126,2023-02-04,11827,83938,93
7394,379069,2019-01-27,9932,73072,72
6839,34626,2024-06-11,2129,30521,46
8295,92383,2021-12-27,13611,35762,89
13213,130571,2019-10-06,4331,44681,38
12266,53400,2021-01-06,11668,17910,13
7151,127779,2021-03-03,9178,65811,65
11951,72877,2024-08-03,7936,18234,72
10075,148463,2019-01-13,11854,19900,47
6581,240607,2022-10-20,9526,26669,82
1274,383074,2025-01-08,12344,41124,16
3299,37190,2024-08-26,13214,33825,32
8299,254146,2023-08-14,14,34344,98
3994,138093,2024-11-02,6841,96018,61
4990,133144,2024-07-19,709,93094,100
12520,214717,2024-06-15,178,14875,76
14038,185880,2024-09-20,6202,39379,46
10073,373208,2022-09-01,11114,27299,64
14109,148768,2021-07-17,9223,8599,17
5162,57806,2019-05-30,5687,99114,23
10229,325693,2021-11-14,5350,70972,63
14085,67496,2024-02-19,1612,92965,2
10276,354339,2023-12-30,6330,57095,6
1515,173767,2022-02-04,1972,15071,88
12465,3417,2019-11-04,10640,97990,91
5771,13558,2024-04-11,10835,57631,46
4876,237951,2020-12-22,10222,87058,21
13993,157106,2019-05-03,10916,29665,45
13288,336577,2023-09-24,7334,11673,39
6290,121247,2019-09-21,12845,32798,74
4605,215126,2020-08-07,13547,52566,83
4153,1145,2023-01-26,2393,21713,10
5044,74536,2023-12-31,14545,25812,41
2379,368143,2021-02-26,1023,83572,27
9500,76554,2019-07-27,4099,46591,73
11737,198361,2020-11-17,14406,33422,78
5002,327286,2023-06-02,9799,36720,34
6037,120351,2022-11-27,12676,35606,100
11214,194264,2022-03-29,14200,94179,65
1397,119666,2021-03-08,12556,30241,3
6793,315275,2024-02-26,3554,5540,46
4391,298362,2021-03-22,10766,91974,6
14653,180149,2020-12-29,7889,64727,39
9658,341979,2022-10-28,2375,79962,56
829,106021,2019-04-29,12468,52846,29
5878,359612,2023-10-29,11035,44789,68
14167,289194,2024-03-18,2156,25491,61
13382,347599,2023-06-20,2361,13647,46
11670,45877,2020-06-10,4993,13894,5
12033,53203,2019-11-13,7839,72875,47
1732,332555,2023-02-07,8584,85361,19
3800,363111,2020-12-13,1004,50371,13
12446,204117,2022-09-25,6753,86242,41
12007,382586,2022-03-07,12244,47622,53
2452,229038,2024-09-13,11484,20300,44
1822,269099,2023-04-18,44,55119,61
3843,179144,2019-04-24,14349,62968,84
341,300185,2023-11-19,464,49905,87
7265,44927,2020-09-27,3150,49957,32
2500,122683,2021-12-17,8219,53775,12
7730,333635,2022-10-02,10826,62094,39
1529,186792,2021-05-10,429,71177,73
5761,200703,2019-05-15,10583,92264,72
14841,17544,2020-01-29,9340,53598,77
10339,164507,2019-08-26,378,34503,30
7309,109535,2020-12-18,2527,32577,4
3968,196670,2019-04-10,3931,75355,86
13374,29176,2021-12-23,11527,95749,44
7199,15542,2023-03-23,6263,24785,91
6190,70574,2020-01-14,7644,52298,10
2151,179789,2024-11-30,6141,82862,80
6721,374798,2023-09-06,8674,26135,23
5073,213630,2023-02-17,11700,94740,90
755,366576,2022-04-19,6456,19304,38
12707,30156,2022-03-03,13594,11913,25
4803,390370,2020-09-27,998,10185,9
9064,226838,2022-06-15,14543,46815,23
10951,163667,2021-01-19,7834,56777,93
11019,123531,2023-12-30,14150,60445,5
7335,39638,2023-04-21,321,20641,59
5856,181027,2019-12-09,11461,74388,58
10715,236982,2019-09-07,6426,91693,95
3181,46075,2021-07-04,12767,33008,11
9910,231747,2020-03-17,320,90809,70
1518,207797,2021-04-28,12559,84428,43
3890,75135,2024-10-01,9733,49055,14
10023,116002,2022-04-24,12429,82356,4
13760,195831,2022-07-23,4771,63612,94
11896,255050,2022-02-24,6893,55947,98
13435,183745,2022-02-16,8610,64943,91
5054,1330,2024-03-02,11164,47771,4
9156,354489,2019-04-09,10279,66765,68
4369,26236,2021-07-05,6001,6292,61
2275,6322,2024-01-09,991,95247,89
9229,395077,2022-07-20,13027,17400,62
7576,121509,2022-12-12,5266,31827,98
7219,354305,2020-03-17,3647,30809,32
10842,37590,2024-12-03,11966,31793,60
13793,278150,2022-04-03,6735,12659,47
12529,89722,2020-04-04,4164,88857,98
6097,117645,2021-08-21,8519,97487,35
6738,105509,2021-09-01,5833,24211,9
2823,205839,2020-06-03,12515,52136,29
5040,354883,2022-10-22,7094,96711,92
2007,239244,2021-05-01,7430,85633,62
12519,354313,2022-01-17,1233,54015,44
12434,215055,2020-06-21,254,62186,38
10401,168854,2022-09-21,11446,13072,20
13749,120627,2024-01-30,6486,93338,71
10732,391294,2019-04-21,5822,20473,65
2471,102955,2024-08-29,4081,17618,32
8058,244058,2019-08-05,10924,86381,34
3556,108115,2020-12-23,954,99939,17
9918,225280,2021-10-20,11523,20142,46
2766,398620,2023-05-13,4252,97964,17
6878,281956,2024-09-28,471,75540,26
13041,360218,2019-10-03,7840,54124,82
9792,127604,2021-04-03,14902,11426,34
9681,108246,2020-10-11,14549,25786,91
12077,150259,2023-12-03,14116,15057,26
14662,50623,2021-05-20,14598,69813,89
12186,2705,2019-11-26,9436,53765,1
8669,233604,2020-09-11,14619,63233,80
2893,363514,2023-11-02,13963,63705,77
4528,192384,2021-07-15,6095,49747,44
8996,348803,2020-07-07,8676,55999,2
7529,74482,2023-09-22,10193,44373,69
3614,35045,2022-09-22,2292,6391,78
5729,327274,2022-01-05,1426,97021,9
6505,378442,2024-02-15,13822,59110,39
9766,301699,2024-04-16,6003,5263,14
1076,179650,2023-03-30,5608,53545,89
8084,104520,2022-12-06,2760,85029,41
11053,306798,2022-07-19,4856,86156,34
527,82535,2019-11-10,10790,8317,82
1382,269172,2020-07-25,2410,67323,27
14438,82579,2020-09-21,3302,49346,73
6432,185775,2022-05-26,2273,17779,95
11618,100112,2020-03-26,12274,89984,76
5458,245339,2024-10-05,881,69755,83
2220,5510,2020-12-28,3984,82397,56
6363,131941,2022-01-27,12248,37435,70
5795,295232,2021-05-13,7799,89852,78
4779,342016,2022-09-06,3698,5257,76
3233,397086,2024-11-04,6209,63579,53
1249,222970,2022-12-15,1477,46564,86
1971,270856,2022-04-21,12789,28226,21
9618,308172,2019-04-20,5086,94518,94
3497,39231,2023-01-13,7184,65950,70
11503,78994,2021-12-20,11713,81186,50
782,265253,2021-02-27,3362,65765,41
6771,242938,2020-01-25,13703,27430,98
2240,328939,2022-11-14,2943,95983,46
958,70200,2023-10-22,2411,73094,45
13860,111643,2022-02-02,1277,44477,5
13378,399760,2019-07-01,6195,76680,50
9593,380068,2020-09-19,7978,85681,96
14768,223501,2023-10-16,3577,9669,51
12,127997,2019-03-21,12372,45349,33
10560,193542,2020-12-29,1874,4238,75
7928,351671,2023-02-12,5903,72292,57
9250,332305,2023-07-02,11278,66441,67
7752,345606,2023-10-17,882,45469,2
11448,303676,2021-02-22,819,41786,17
12722,162307,2024-06-07,13219,47192,85
6256,88474,2023-10-24,13932,97680,63
5512,266593,2024-01-30,12881,95063,79
1160,7610,2020-01-14,923,89361,1
14626,388928,2024-06-29,5184,66331,33
10715,194042,2024-08-28,6766,39293,57
12409,221413,2021-03-02,6806,5625,80
2355,207423,2019-05-18,12878,68282,36
12568,57392,2019-03-05,118,10315,67
12706,261486,2023-05-19,1660,41369,15
962,211277,2025-01-05,14535,30259,67
6803,100467,2021-03-28,1454,56213,27
10221,132514,2019-12-09,9818,26843,82
10028,30142,2022-11-27,14786,17864,59
1661,339870,2020-07-02,11595,28829,57
3548,181643,2021-11-12,8202,23027,5
13790,194210,2019-03-14,8608,34291,37
9877,287483,2020-07-04,12073,40289,41
8071,77832,2020-11-17,6539,23650,41
10422,39568,2019-05-11,5203,26956,11
13143,4730,2022-03-05,738,74053,8
9117,148910,2022-06-20,13278,89215,20
3333,159734,2021-06-17,642,74432,44
6632,268474,2021-06-20,4863,36698,14
1717,302646,2024-06-10,8884,84874,99
5162,83515,2022-02-22,7142,97613,84
7959,46346,2023-07-30,7987,32533,71
8722,64423,2019-06-02,8917,61257,90
8869,102804,2020-01-22,101,92922,20
12947,64988,2022-05-10,14380,16448,35
6194,386460,2022-07-06,3377,42045,62
14434,7649,2024-10-29,8783,31401,96
6947,319873,2024-07-23,12574,78171,17
2238,190900,2019-11-01,13958,28843,5
9804,215305,2023-09-25,3300,48130,78
4326,66268,2021-03-04,7296,70889,81
13659,92114,2023-08-20,11703,29954,35
13506,299416,2019-10-06,9056,35850,55
11642,50939,2023-02-15,3788,43975,94
6151,45506,2023-03-14,1319,14677,72
11704,342683,2021-11-04,3714,72835,62
8462,389288,2024-10-28,13534,70397,84
10051,41875,2022-05-31,4507,72843,84
7524,246645,2024-07-09,2824,29266,3
1876,294508,2022-09-24,13862,65847,39
6227,67407,2020-10-05,867,27456,95
2209,24450,2022-01-23,5671,76711,39
4800,35532,2024-05-03,14452,12031,81
5347,264271,2023-11-30,14938,10052,28
14402,154010,2022-04-19,106,12910,24
11843,100629,2021-05-04,3595,37785,61
4663,153141,2020-12-05,307,99839,20
12515,284103,2021-12-02,3294,21982,53
13601,173665,2019-08-03,2707,16572,93
14434,138830,2022-06-03,3021,15334,94
14310,261639,2023-05-21,6206,54929,59
5554,104154,2023-03-28,6244,18898,32
2824,364800,2024-11-11,10544,75707,90
7474,67098,2021-10-26,4929,23312,65
3695,167045,2020-11-22,7269,9422,65
3927,382440,2021-02-05,6669,75946,12
3185,267159,2020-09-26,12957,52248,78
11889,86309,2023-09-21,12791,37719,75
6350,331040,2020-05-16,942,95791,4
11406,35332,2022-10-02,11781,22978,59
10195,149533,2019-09-30,6794,56558,53
2488,370083,2019-08-14,5385,99864,57
3045,316315,2020-02-25,13946,16077,80
1487,72857,2021-09-21,12069,93503,72
12137,23385,2023-01-20,7398,85010,75
9445,45087,2023-11-12,9242,66014,74
1359,24830,2019-02-19,10100,61518,67
8809,280983,2020-07-28,5419,97421,5
5269,182997,2019-12-17,7594,5638,40
5403,357246,2020-07-13,12632,71522,41
12084,273163,2024-10-07,4133,31459,32
457,29295,2019-01-23,10909,89577,10
11968,211178,2020-08-24,6997,29801,53
9075,301195,2021-02-12,9524,28804,43
2397,195045,2024-03-29,7670,10796,68
4348,359573,2023-10-12,13100,46349,73
5913,46616,2023-08-07,4743,69080,89
12577,127707,2019-08-05,10607,7828,41
4875,230915,2019-07-23,13359,79062,65
4997,122331,2023-01-03,10575,61433,82
12838,283414,2024-05-30,5212,27320,19
12959,296040,2020-02-22,10129,51252,20
11801,172565,2021-08-19,6519,12121,78
10470,355209,2021-02-26,11409,15312,13
13881,26475,2021-01-24,10901,82700,7
9260,130293,2021-01-26,6516,93608,22
11526,215667,2020-03-22,4781,90063,85
8297,91796,2021-07-01,7515,83886,62
9084,326451,2019-05-12,3342,44977,73
6106,22380,2019-12-01,353,35930,1
6281,33010,2019-03-30,11081,78333,45
7921,298402,2020-04-21,9239,92058,12
1514,310047,2024-12-28,212,92016,93
6867,77923,2020-04-29,2294,51108,59
959,87663,2019-12-16,3885,74081,5
10621,158370,2023-02-16,9374,59308,12
3371,297539,2020-08-18,9766,27521,35
3994,254924,2022-02-01,7464,29237,95
14353,308045,2024-10-01,3015,62630,46
12406,370255,2022-11-16,7168,95113,62
5238,240120,2022-12-16,9017,8811,83
9867,101485,2020-07-29,5452,99477,23
7685,89419,2019-04-14,1386,14055,34
10830,251708,2021-08-05,11200,50131,71
11493,200453,2022-04-29,11977,89663,55
337,203672,2023-05-06,1288,21181,37
10455,377197,2020-11-16,6226,39395,2
13054,116458,2024-07-05,9314,57352,55
12489,336020,2025-01-01,1672,71158,85
7544,35987,2024-01-30,12977,98859,70
12158,358438,2023-11-08,125,10949,98
14880,1559,2024-07-04,3578,29547,12
12013,149748,2023-02-21,4330,48088,41
13271,163715,2022-12-05,13493,96940,10
8883,112817,2021-12-02,13815,37473,17
266,331788,2024-12-12,8740,13943,33
732,174901,2022-07-18,12120,89085,98
12785,126804,2021-04-22,2190,51517,40
2860,21167,2020-01-16,4807,22145,1
7952,174509,2021-09-27,3376,81284,34
6345,63310,2022-02-15,13979,76395,47
5304,320710,2019-03-03,3312,62279,95
12913,129452,2019-07-21,7236,12284,79
746,339332,2024-01-28,13293,82915,37
6134,345853,2021-10-07,12455,97967,49
9129,7033,2022-01-23,7672,56612,61
14581,45384,2024-08-14,117,12609,8
14058,178865,2020-12-05,1558,14257,39
4812,295744,2022-08-28,6215,70781,88
11704,378675,2022-11-21,12296,94672,99
10835,134723,2024-01-27,13118,54885,85
12698,102856,2021-01-21,2892,64046,90
5766,211757,2021-12-26,5579,36989,79
7235,233697,2020-01-19,9530,49141,15
2811,304828,2020-04-11,5239,79833,1
5346,11976,2020-03-30,7528,91721,23
6391,234338,2023-11-04,3118,53573,44
2548,322536,2023-10-02,3688,50413,78
2544,346351,2023-10-05,9004,86195,76
4146,229243,2024-12-03,10176,58052,81
4847,266351,2019-09-13,11596,34885,10
2761,295773,2022-03-09,8594,41075,37
1897,358568,2024-03-16,12997,89059,45
13447,305639,2019-04-27,10393,57715,51
6798,247871,2024-01-18,5399,65379,84
3517,212725,2021-01-04,6185,23917,63
14184,122791,2024-12-30,9461,31631,34
13064,385300,2019-04-21,2003,38296,100
2986,68047,2022-04-11,5733,27912,50
12418,220549,2023-07-16,793,48313,29
8022,398336,2022-03-16,13044,44024,96
2227,191555,2019-12-10,9875,84084,5
13117,47710,2022-10-17,14242,12727,54
3183,131805,2020-02-01,6485,64537,98
4293,209598,2020-05-27,8706,18071,25
3086,362520,2024-07-25,8512,93207,20
5870,223888,2024-12-20,6817,99026,51
3466,35479,2021-01-26,7932,6251,84
14084,167705,2024-03-03,14330,7267,79
845,115025,2021-11-16,7487,54268,15
7107,5545,2023-01-10,5710,93715,30
9002,374401,2023-10-18,6121,97984,43
2124,335018,2021-02-27,3081,82720,13
4639,271187,2019-11-11,13034,29174,45
12366,8743,2021-01-18,5505,61373,86
12168,245734,2024-10-08,12835,54671,39
12133,218892,2023-09-25,8115,32332,7
13135,12724,2021-11-01,3431,65198,32
4487,63267,2021-07-31,806,30572,76
10083,197432,2024-08-08,8618,55649,75
11262,366514,2024-04-05,13085,36234,1
7827,274454,2020-12-23,14689,36558,39
2443,223480,2023-01-06,4024,37795,72
9556,319934,2022-07-04,11220,31520,66
5662,33996,2024-11-13,3599,10892,78
3516,170075,2023-09-19,1594,9530,83
7254,134799,2020-01-07,4952,97459,48
11664,100942,2022-03-09,3519,23388,67
6918,57417,2020-04-07,1032,24235,24
12754,229457,2023-04-30,11448,65194,89
14354,254215,2023-09-01,9076,79086,53
12400,389898,2023-05-05,4215,66901,88
11284,165442,2022-07-07,3273,86584,56
3022,89935,2021-02-04,12571,11637,68
4189,378686,2020-08-05,10439,75201,40
6364,235066,2024-07-08,14839,33811,55
12138,31233,2024-12-07,12798,79504,100
10013,290655,2021-09-13,12879,90631,10
12140,278053,2019-08-30,14944,68201,65
5045,25695,2021-04-20,6965,44375,47
3658,2152,2024-01-18,5134,38526,35
13853,185554,2022-06-25,12630,32900,45
2875,232078,2024-12-08,2667,97067,42
3612,199044,2024-04-14,4639,57658,43
806,344920,2020-09-19,7505,29041,33
5691,136582,2022-10-09,3788,42785,42
9532,207981,2023-12-11,6376,93122,12
1333,147319,2022-01-25,7005,99739,63
5380,128687,2021-04-12,4382,12620,65
10454,301227,2020-01-28,10093,51961,41
8481,370539,2023-12-10,14791,93702,59
11229,58133,2023-05-08,1222,83819,16
12465,295871,2024-01-17,183,66113,92
2499,174186,2020-12-06,3668,28964,25
955,4014,2024-04-13,4527,84150,11
5057,40248,2019-01-24,8822,10204,10
4713,298574,2022-07-28,6519,50426,95
14275,71739,2021-12-09,10404,69805,18
12778,222939,2020-06-17,5775,89453,75
9366,336594,2019-03-17,3960,66636,4
11619,315815,2020-03-13,8267,45661,62
8015,248799,2019-06-19,3020,62937,68
14521,170964,2022-06-20,697,66341,26
12247,217040,2022-04-07,7120,25888,45
11010,13343,2023-10-21,195,46044,84
9862,193704,2021-02-04,5371,17328,58
14356,220129,2020-04-20,515,9460,84
1461,112932,2022-04-12,10883,64506,55
14328,179088,2023-06-13,4050,12696,36
9283,159244,2024-01-23,10080,43401,46
11033,173719,2020-10-10,2043,42665,55
3220,224508,2022-04-17,2086,30886,95
14549,74309,2022-07-14,8861,74494,78
7660,201255,2024-03-01,1147,65800,78
11114,95736,2019-05-22,9321,26795,59
10289,12840,2019-10-08,7382,13526,89
12477,316567,2023-05-29,13256,71810,82
13652,302346,2021-12-24,13320,46065,28
7603,103644,2019-12-07,11471,9557,95
3315,132845,2020-04-02,164,31916,4
11580,328856,2023-05-15,7695,59331,35
10975,101767,2022-01-01,10666,69182,26
2841,191093,2020-08-20,14493,74573,72
7775,34377,2019-08-09,1710,97787,45
14272,99986,2024-10-05,2087,61708,67
12550,207286,2022-05-23,8892,61696,43
5377,124018,2024-01-11,6770,56298,81
14608,125118,2020-07-15,10360,30448,43
3705,227733,2021-07-10,2804,5443,79
4160,231069,2021-03-25,11782,42930,100
12589,94537,2022-06-22,1744,49938,14
7461,119913,2019-09-27,3797,46214,75
11596,372451,2021-11-04,6349,60578,71
14548,240846,2020-05-18,1403,93354,100
5284,118349,2019-01-22,4471,57648,12
10025,137787,2023-09-21,12619,51489,48
7777,87154,2022-02-25,4309,86644,95
736,335601,2023-05-03,13429,82513,59
13602,112694,2024-01-09,10625,68222,37
8911,57811,2020-09-11,5052,95196,97
4846,166695,2019-03-20,14593,76596,43
14649,298789,2021-09-06,5882,38104,74
10796,307844,2023-01-04,7446,42786,22
5696,240359,2020-03-05,14434,40621,81
12882,324815,2019-11-24,10012,70199,22
11224,115985,2022-04-16,14136,72316,49
355,276709,2022-02-02,11513,67113,78
13571,293878,2024-12-18,1320,87897,37
1921,84375,2019-02-27,6541,30545,85
11706,124658,2022-01-25,8611,84660,70
11040,111349,2024-02-11,11684,6352,57
8235,89844,2024-03-28,763,91165,53
4672,321630,2019-04-07,13752,66923,23
11266,350318,2024-08-14,1321,85043,46
2944,195105,2019-03-18,6666,83786,53
8876,174604,2023-04-08,4019,86284,64
10637,176706,2020-07-23,451,90860,62
13358,67773,2020-01-06,13674,57539,36
3937,316060,2022-09-28,3669,10670,10
12183,343008,2022-09-09,2483,53333,69
8293,330676,2024-12-25,11324,40618,54
2215,15666,2020-06-18,13277,82234,56
4134,387449,2024-07-26,685,16363,37
4971,291794,2020-05-30,6120,8773,97
3424,330412,2022-01-05,8178,33877,73
4310,223956,2021-09-14,11808,69359,95
8531,203280,2023-11-16,14405,73562,100
3341,113294,2021-04-30,9400,21326,91
12250,366972,2024-04-08,13659,85272,75
5713,354504,2022-08-23,1679,70464,94
10264,48275,2022-09-24,13979,34414,22
10469,102387,2024-03-24,10988,51033,37
2047,33482,2019-02-18,13485,28167,30
9150,238583,2021-04-04,1474,57172,55
10847,221463,2021-10-09,6021,61773,26
6893,249948,2019-01-17,12621,94379,53
3779,316446,2022-08-09,4484,70448,82
67,190001,2024-05-06,13548,55507,70
756,116906,2023-05-05,1499,47151,84
12551,179786,2022-11-09,1502,95763,8
7621,91865,2019-09-05,1123,47809,4
2421,245441,2020-12-24,4654,50711,40
11550,291997,2024-09-10,5242,13226,14
13329,209851,2021-01-28,3726,98929,52
14640,235602,2023-11-15,435,9471,64
7067,246297,2023-12-30,7623,7763,98
4281,383229,2022-10-31,10695,4601,73
12070,344077,2020-07-26,9079,36829,98
8564,264495,2019-05-14,11887,41177,90
5677,86853,2024-05-20,13872,73130,2
