SupplierID,ProductID,Date,LocationID,SumPrice,AmountProducts
11650,362277,2023-08-31,4130,82518,89
6943,101369,2022-11-10,111,43222,60
8974,151142,2023-01-21,12829,74349,47
3367,207881,2020-07-31,8396,70818,67
4239,260648,2023-12-09,7921,31384,41
9153,217297,2023-11-08,9805,89159,22
12250,334584,2023-10-12,3104,20920,91
1321,197664,2022-03-13,3019,10550,26
9300,111573,2020-07-21,12430,63595,64
3869,196171,2022-02-23,2609,87128,68
5413,133239,2021-11-03,14063,65000,87
8515,296148,2019-02-12,10978,69131,4
9781,167056,2023-05-20,11501,90207,22
13158,321747,2022-07-16,281,67874,12
12121,152310,2021-06-23,9943,39696,41
11966,380097,2024-07-03,5210,80850,74
9940,290707,2024-03-27,938,70154,56
6046,124859,2020-07-22,14822,88821,30
13008,69519,2021-07-04,940,99691,79
6912,395212,2021-12-10,1502,98158,65
7017,247416,2023-07-31,181,77615,72
7372,140859,2020-04-30,3464,55517,20
1178,355901,2024-12-28,612,36324,31
11731,324510,2021-06-06,2182,61971,6
14302,398651,2019-02-05,14488,15244,76
7323,279242,2023-12-11,12815,30012,93
837,222352,2023-05-05,9262,22196,34
6252,388178,2019-07-28,12058,52777,32
13144,147326,2024-01-23,14863,86402,7
6733,254040,2023-10-15,8347,21293,38
8491,32780,2023-03-17,2974,26532,71
501,344488,2020-01-15,4071,71506,14
14677,93414,2021-02-03,5490,98520,80
6614,388489,2022-08-15,5560,26596,23
709,225186,2021-06-14,4617,89964,93
6381,318146,2020-04-15,41,44817,33
2017,226964,2020-11-10,12579,69702,51
9140,352612,2019-03-06,10488,32199,27
8988,399845,2019-10-30,303,81222,92
926,176371,2020-12-20,4111,31348,43
14802,320691,2019-02-28,10276,77009,42
7474,63165,2024-02-15,11844,74889,2
4896,309695,2019-09-21,4610,74416,3
12054,147795,2019-04-18,10747,27447,16
7256,250148,2019-03-20,10580,59731,28
343,76695,2022-02-28,5192,74133,9
9315,103623,2023-02-08,11759,38978,57
1910,92378,2022-09-23,5193,96231,36
10864,95941,2022-03-29,1186,18554,25
4974,327010,2020-01-03,14467,37558,94
9260,213014,2020-12-23,5241,50231,30
9731,79358,2022-04-26,4658,81068,18
6705,20488,2021-09-14,2221,99271,51
7242,286547,2023-04-27,12711,93271,72
5151,218897,2022-02-10,4534,17727,77
10001,279660,2023-08-24,3882,79837,84
11800,37930,2023-12-30,2507,72547,64
3460,330327,2021-05-06,7115,71623,50
5389,326924,2020-12-16,14971,25771,2
13540,262995,2023-08-18,10606,99571,35
4799,150439,2022-12-23,14642,85090,46
186,178859,2020-02-10,4266,68285,7
7034,170576,2021-03-05,7067,90593,86
11605,52112,2025-01-04,11389,11889,32
12228,330338,2021-07-25,8840,9138,85
14520,118989,2021-01-28,14574,98954,36
13910,289608,2020-08-21,7067,55574,93
10383,6745,2020-02-24,12199,92133,77
13502,76263,2021-04-23,9182,84369,59
6206,212686,2020-04-22,8162,92819,74
3204,33500,2022-09-29,14145,29802,17
827,300429,2021-04-04,11910,42644,39
3933,103667,2023-07-31,3481,65289,6
2678,160960,2019-10-26,13435,65343,35
2886,48962,2020-06-04,2068,71530,16
2452,184731,2024-01-17,1992,61444,83
6453,60884,2020-11-23,465,68469,11
6216,8020,2019-03-23,12392,85143,87
145,50845,2022-07-24,10306,27881,10
5083,173512,2022-03-29,1201,70209,53
11179,310587,2024-10-16,8089,65967,89
9534,179960,2020-03-11,5736,84552,2
3858,58836,2021-11-29,1972,41907,57
12463,273744,2025-01-01,2714,94092,15
14539,91303,2023-11-15,13288,18002,58
788,386448,2021-12-11,12940,95741,76
14116,114983,2022-06-08,1583,53580,45
11740,99528,2023-11-25,2447,13606,51
10852,327019,2019-09-15,772,89493,81
12452,288958,2022-09-27,8290,40714,83
1264,382706,2020-12-16,10652,45826,73
9440,376153,2021-12-22,6924,65550,51
10417,6751,2024-02-23,1840,91884,9
6936,332645,2021-05-06,14659,47628,73
12265,290542,2019-06-10,14514,4215,2
11309,236388,2019-04-13,7959,81315,22
9925,109295,2024-10-31,3746,73737,25
12688,166414,2021-01-26,2694,35938,45
2517,234875,2023-12-10,5115,23689,9
1889,242803,2024-07-18,2176,35784,37
9808,240072,2020-06-17,9938,11576,83
10859,362190,2021-10-29,7262,53585,98
783,243138,2023-07-10,5148,44043,29
7194,134155,2019-04-21,3678,83414,20
11773,338207,2020-07-22,14608,93478,79
4776,85548,2019-10-14,3590,93100,41
5757,355693,2021-10-08,2942,14143,73
652,34767,2019-07-25,6533,32610,15
4107,325065,2020-06-29,8343,16695,19
6156,132298,2024-07-18,13333,63500,18
13610,219045,2021-10-19,8425,18118,80
13458,130486,2023-08-07,3009,27924,90
14642,81593,2021-05-24,2238,18799,11
7209,372296,2021-03-08,12389,90180,89
7916,370716,2024-03-25,14402,94327,91
13743,295651,2021-06-15,10257,59167,14
7836,320668,2021-09-03,11413,53437,46
13797,282452,2019-09-01,2837,12062,37
10766,344205,2023-12-26,6231,55306,81
11200,398143,2019-07-05,1070,90249,25
12552,16367,2022-12-20,7203,95772,75
2422,40524,2021-11-08,8086,29241,50
7821,177554,2020-08-16,4970,22780,75
3544,62396,2023-11-28,3839,94932,68
8869,32758,2023-04-13,1077,26480,42
14086,42843,2020-02-04,3279,51673,7
5796,184417,2020-02-21,3457,5904,26
14181,3025,2019-06-11,9660,53964,32
4900,147207,2024-12-26,2490,52649,44
499,73801,2020-03-07,3786,37361,15
4606,248199,2020-01-26,9294,17123,32
2609,89200,2020-11-03,581,73221,73
11056,21723,2023-07-13,5991,11598,65
8079,104362,2022-05-31,8002,79104,98
9035,302742,2023-04-21,9719,66077,82
8984,93835,2019-04-08,9127,95739,15
7500,34286,2019-07-13,2751,22700,7
8182,51832,2019-07-23,6174,57516,60
1357,25170,2019-11-02,13436,42548,87
12256,284469,2022-06-03,7765,54833,2
6641,227375,2020-01-27,13955,19456,2
3369,156548,2023-09-20,10169,66797,46
9985,20399,2019-08-25,4140,84483,9
4301,289911,2024-09-27,12129,30679,59
11922,96367,2024-05-12,1355,17788,64
794,365107,2020-01-20,11098,92455,49
8321,15154,2022-05-30,9269,51630,66
4719,76439,2024-11-04,6031,23220,65
5609,7560,2019-07-18,5024,37019,10
8110,287688,2022-11-28,2087,79419,54
4871,315381,2019-02-17,5930,14389,84
8936,121167,2019-12-10,1112,38514,6
6150,266561,2022-02-20,3762,23233,36
6254,80254,2022-04-12,13924,65674,98
3312,17442,2024-08-15,2224,51474,98
14011,263791,2023-12-10,9043,27401,10
3610,284967,2021-04-13,7838,61505,25
4690,94786,2022-06-24,5071,38842,80
11531,119328,2023-07-21,9838,82019,92
11187,302830,2024-12-23,13724,32751,27
2967,9587,2020-04-02,4819,94253,92
11013,70867,2020-05-08,4888,74244,73
9657,88765,2024-05-04,1844,91895,6
9224,25995,2022-02-24,9348,97540,58
2700,381215,2019-10-12,9477,63266,32
4850,5657,2020-04-05,4710,5574,33
25,20982,2021-12-19,11559,76285,3
4063,312523,2021-01-27,9363,37951,12
6836,386420,2023-02-25,5946,10609,47
14809,15502,2023-06-07,3308,81523,66
6542,213178,2023-07-08,8077,65105,72
1909,383251,2019-09-13,4885,26015,21
13841,341080,2021-07-23,2955,14447,71
6291,66611,2019-03-08,1179,29531,96
5255,241410,2020-04-04,2692,16895,42
13740,74532,2023-12-21,2506,95880,74
7362,136457,2021-10-07,3273,85396,57
14590,181164,2023-06-08,2219,42549,39
6034,198905,2019-08-24,7850,47930,51
9365,328323,2021-09-17,11463,76011,70
5808,118709,2023-01-29,11204,81702,33
14845,386682,2020-07-16,8110,30581,77
2051,357951,2020-02-06,503,37280,85
5574,350826,2024-11-16,10678,98305,49
11604,138190,2022-01-12,2457,50904,81
7641,153763,2024-02-08,870,6685,75
3457,201359,2019-09-23,14026,63823,18
8323,24365,2024-12-24,12887,50414,91
5472,81805,2019-09-05,1251,74083,82
14311,42660,2021-09-22,14380,49565,50
14832,310189,2020-02-04,7021,39931,84
8990,145357,2022-03-05,3492,49506,38
12905,327999,2019-02-24,9395,65416,73
652,390243,2024-01-25,3265,37526,25
5859,319414,2021-09-27,2076,77507,61
11089,312527,2019-10-13,12690,75236,31
7768,26892,2019-11-27,13581,54390,28
4864,135245,2021-11-14,55,8745,43
11576,305135,2020-12-23,14007,90750,20
9597,7,2020-12-10,3009,70981,6
2796,289436,2024-02-24,9479,64517,79
9580,28075,2021-06-14,12557,59037,14
3322,46989,2021-01-27,11216,68610,21
13359,341259,2020-06-23,10279,24197,88
7999,245899,2024-07-01,11596,80075,66
1135,234794,2022-03-30,4072,57174,91
6048,88704,2020-01-03,8781,63427,68
9641,352518,2019-04-11,1262,35170,94
5699,200477,2020-03-17,11259,93157,93
14791,110954,2025-01-08,13628,48339,36
13149,297318,2023-10-12,4444,94244,65
14182,261102,2020-01-13,8936,36421,9
6666,280857,2020-03-15,10710,88331,58
11222,252856,2024-07-31,7249,59034,98
2540,326081,2022-05-22,8906,84496,47
5312,226288,2023-01-08,12637,70839,78
2351,282273,2021-05-15,7480,19187,69
5760,270709,2020-11-12,1520,11470,55
5894,133678,2019-06-25,7200,62961,54
1488,316492,2023-07-21,6490,85476,99
13683,122435,2022-06-22,6283,82279,35
12987,342347,2019-05-24,9676,64790,67
1463,154176,2024-10-26,11759,40628,19
6543,249864,2024-07-27,14771,28513,54
9234,166685,2024-03-09,2307,68811,60
8077,8816,2023-08-09,6457,62964,89
3513,68152,2021-11-11,12504,28113,18
581,316121,2021-04-05,6511,4060,52
728,326123,2024-07-06,3115,69476,91
954,30078,2021-02-20,9382,42786,53
5908,37663,2019-10-26,13439,47234,20
3768,302664,2020-10-19,12626,10014,28
3535,102432,2019-03-12,11389,54788,16
9282,182365,2020-04-01,4331,21261,49
5635,144075,2020-10-30,14717,46563,16
6671,63820,2022-01-06,5859,7491,88
1762,370838,2019-08-20,9498,10641,91
14041,309331,2020-11-27,3440,43247,96
7766,199156,2023-02-27,11542,93261,60
10472,324176,2020-09-17,2250,65412,46
392,318281,2022-11-16,2887,42546,85
6001,300084,2024-12-11,11077,99721,13
9898,131369,2019-06-19,11666,70155,53
10548,88203,2020-11-09,8795,14455,23
12121,222857,2022-01-08,13660,18992,38
8255,192630,2023-03-14,5176,94305,87
10371,83276,2020-05-21,2022,29818,40
3511,84850,2019-06-19,4146,17970,92
14437,371359,2019-03-03,7992,10619,97
10732,98353,2019-02-28,14372,21253,12
8074,179670,2021-01-06,2051,86505,68
5689,45261,2020-06-29,13612,38962,17
3200,298050,2024-12-26,497,77542,88
8769,322427,2020-05-24,12078,90788,71
9510,144202,2020-01-27,7925,27545,82
1298,263971,2024-12-03,5071,16630,96
2321,333228,2020-06-19,4586,49116,52
8030,380998,2020-06-18,12193,19726,70
14338,183905,2019-02-26,1960,77379,95
14134,176439,2019-10-01,1107,82701,91
2401,292927,2019-02-06,3395,73704,20
8644,36687,2022-08-18,6483,11371,28
1581,373051,2023-07-09,10706,18230,48
14838,31844,2020-01-14,13728,19363,86
11954,319139,2020-11-22,11186,16885,91
488,197088,2020-04-10,14133,32721,21
10954,104321,2022-06-19,1150,87295,85
14346,258447,2022-11-11,6220,95880,22
4389,246923,2020-05-06,14566,18865,15
14926,100983,2023-04-05,4366,30967,24
10343,106947,2019-02-24,3822,87269,95
884,167141,2019-11-21,7839,23955,35
1429,375888,2020-05-22,2086,51211,55
7126,180037,2024-01-13,891,50089,65
2751,238040,2023-12-18,4592,68051,51
5688,328350,2024-04-22,13260,12903,62
14421,119365,2022-03-07,14556,78507,62
8383,15860,2020-06-01,7169,93121,34
13285,320320,2022-09-08,10869,76516,77
3346,336223,2023-11-19,4205,29754,47
2572,391885,2024-08-27,9391,8311,46
8029,148595,2023-07-19,9411,33154,6
2803,219395,2024-02-18,3687,60788,61
9034,173511,2020-01-08,4321,10100,52
5497,250492,2019-07-22,11480,77249,35
7903,33096,2019-07-11,2223,67958,93
3944,34063,2019-09-18,1604,6733,74
1024,165216,2021-05-18,6522,86796,79
1227,307913,2022-05-13,12651,33903,48
6845,58917,2019-12-31,7339,56705,42
14101,394355,2019-02-11,10737,35720,68
6951,227665,2021-10-07,9899,98435,22
2653,350483,2023-11-16,4230,41004,99
5516,237732,2024-06-08,9176,56472,15
12551,151302,2019-07-15,347,71425,69
8942,287171,2022-07-22,12927,81600,28
8808,361677,2022-04-13,2241,8833,67
4886,34672,2022-12-01,11660,92836,71
8836,365312,2021-12-26,7230,41372,99
10277,75167,2023-09-18,13587,67701,52
4777,42813,2023-05-15,12816,77202,63
9077,274607,2021-02-16,2190,31275,43
13655,116580,2019-11-22,3066,28247,6
9132,366171,2022-02-28,8486,43398,63
829,120979,2019-08-22,9653,73631,33
4397,378818,2021-11-13,10826,76202,55
12650,326558,2021-10-23,13125,40017,16
3296,183259,2024-12-31,14565,37111,27
9039,334297,2022-04-03,4907,84190,57
586,324349,2024-02-13,3236,29469,84
7296,76547,2019-07-02,4259,68579,34
3227,348332,2021-06-19,12372,22597,11
2505,56778,2019-11-05,8672,54339,30
1263,56654,2024-08-13,14981,75609,16
8582,268845,2019-02-23,10961,9995,99
6064,237057,2020-06-06,6956,58920,2
9262,324057,2020-08-31,2627,23521,96
3805,117424,2020-01-11,14882,36646,5
5706,162240,2019-06-24,13524,72610,15
8425,288495,2021-05-22,3977,45557,70
3538,2818,2019-07-21,13997,81362,33
1872,258410,2020-01-01,2338,7876,92
13995,162020,2024-10-12,12966,68547,1
9101,343856,2023-03-20,11037,25167,25
5799,377828,2021-05-02,14705,23880,70
7009,68742,2023-01-28,4905,88224,15
3777,390110,2021-02-02,5051,96297,37
9847,292584,2021-01-11,5802,38330,69
2020,28025,2023-12-01,14570,20141,16
2794,46095,2021-12-16,3197,54367,13
814,256967,2020-10-20,12517,98651,51
2045,254311,2020-03-30,2998,60154,74
2931,34467,2022-05-21,13381,59486,76
6293,155043,2024-05-31,7722,20624,94
14802,254181,2020-06-30,4933,4420,30
5423,74766,2020-09-02,4903,98387,62
5762,42510,2023-01-11,11377,61282,24
4023,162594,2020-09-06,13711,69635,82
4585,162025,2020-10-09,1969,66540,13
907,363482,2020-11-25,13959,52528,67
3315,23739,2020-03-23,10432,63940,29
3723,204844,2024-05-07,12704,95506,82
3778,290409,2020-06-13,13363,57407,44
957,206744,2020-10-25,13001,67875,100
831,311729,2022-08-07,12180,41154,37
6710,237344,2024-08-21,12413,53871,97
5719,305681,2024-08-14,14764,89679,46
12728,344699,2020-01-01,11195,70378,52
6641,311104,2022-06-22,6759,95470,30
14579,380766,2022-05-18,8072,52299,37
4656,112519,2021-05-25,7622,36683,6
6829,119855,2022-03-12,452,76582,14
1044,282292,2021-04-07,8857,84739,18
9938,326742,2022-07-27,5956,12749,80
2308,31108,2024-06-16,5310,89691,74
10697,220432,2022-12-01,14358,57345,59
5332,384489,2022-09-20,14925,85138,89
3779,177946,2024-05-16,12705,7320,72
138,186456,2021-11-20,13931,98777,92
10742,326456,2024-09-03,8333,88613,12
12945,221332,2020-12-20,4421,94234,80
10972,146252,2023-08-10,4343,99892,54
724,141876,2019-04-25,13312,27129,11
2958,273109,2021-11-06,8680,80683,99
7294,256398,2022-03-21,4425,53146,47
7228,145325,2023-11-24,9262,84845,92
8888,136078,2019-08-27,12682,12836,62
2851,64385,2020-10-28,10568,52104,39
4312,230798,2022-12-05,13294,82314,80
4779,277293,2019-07-11,13716,31659,74
12449,230018,2019-02-27,7680,26829,14
589,137782,2021-07-29,12598,68511,57
10506,369271,2021-12-02,7133,75284,43
625,124620,2020-02-04,661,63210,100
4895,121899,2023-11-19,12963,75340,89
11519,183873,2023-01-27,3052,55785,42
11095,144841,2024-09-17,6660,25970,94
4864,216416,2020-12-16,11837,14513,32
12158,162155,2022-09-02,4299,47746,84
8360,350960,2020-05-05,14173,25462,76
3231,189871,2021-12-13,3004,78786,26
2017,341944,2024-10-25,119,49757,99
3383,56267,2024-09-29,13550,31667,57
6430,30806,2021-12-22,1358,39612,40
10014,261064,2023-04-21,2866,69819,50
6608,29753,2019-03-14,4757,5723,20
10112,367678,2019-07-24,13979,94488,30
9427,262193,2019-04-26,14513,35761,29
7404,362991,2020-04-15,3061,78537,27
2224,120044,2019-02-08,11306,19692,63
6365,4241,2020-06-29,14744,9982,58
4064,66833,2024-11-18,6364,18268,28
8543,112396,2019-01-30,459,77113,28
7894,28310,2020-03-13,13258,97436,25
14734,318332,2023-08-11,3215,96312,41
11764,390767,2019-10-04,14093,66092,86
6010,189644,2024-08-27,13343,99455,31
14211,142424,2020-08-01,1752,79587,62
7715,354060,2021-04-21,6146,38030,29
14099,280235,2022-02-28,13133,62156,97
3455,233762,2022-10-14,2530,87276,84
10054,56012,2021-12-30,8484,54760,53
10398,311173,2023-11-15,13971,13895,79
2596,272852,2019-01-12,9511,48418,47
5730,372787,2021-07-25,398,13811,62
3828,248639,2022-07-18,10224,76772,37
11568,165621,2023-11-08,8149,96256,100
2311,133262,2020-10-04,8356,7038,45
2149,65775,2022-01-28,12827,36971,58
4351,274305,2019-10-02,7645,59363,21
2467,114940,2023-10-10,6866,47453,19
1513,257788,2023-10-11,1992,69159,35
7685,195364,2020-08-11,12352,67729,41
4275,75442,2022-09-29,5087,50456,9
7254,55836,2023-10-28,4265,56021,35
9197,373877,2021-04-21,6180,62524,32
12895,155729,2020-07-01,8426,12591,95
14246,53088,2020-12-04,4239,84146,77
11353,169933,2024-04-11,4533,56777,74
3407,110234,2021-03-02,9819,19067,32
7543,156354,2022-11-17,9000,74558,8
3673,261871,2021-10-25,6694,29584,42
13587,370825,2021-11-24,973,12502,74
14487,61930,2021-12-30,13755,60141,58
13769,267507,2024-08-03,2979,29014,23
8025,37025,2022-07-16,1653,20583,39
14022,261934,2023-04-13,4784,67170,82
9360,253666,2019-04-22,9783,16266,28
10906,368872,2020-05-01,887,29061,7
14091,315734,2022-06-28,13682,16135,82
14824,196895,2023-06-25,7074,14353,57
14511,336554,2020-09-26,1814,69302,28
5370,68734,2022-05-08,6585,25041,37
2348,302694,2024-05-28,6518,31068,70
8147,258365,2022-05-20,3677,52911,88
4788,365694,2019-03-24,3881,16438,95
9169,319633,2024-12-07,12303,90460,8
14536,240164,2022-03-08,2925,67139,81
620,204761,2023-09-11,7495,9837,6
2391,236785,2022-11-02,3741,76263,32
1642,51778,2022-11-06,6271,9304,45
13279,33397,2023-12-27,6054,55622,80
5520,117341,2024-08-04,31,76690,93
9986,275798,2024-01-24,14453,11180,44
6018,330714,2022-01-23,5430,83206,67
71,365997,2020-11-02,9554,9521,20
11716,383213,2023-09-26,10385,23206,47
12069,89728,2020-11-22,10365,8744,47
13536,324604,2021-12-28,965,23963,55
2965,287044,2024-02-03,2491,51074,19
3609,13979,2023-10-07,4806,43135,69
14250,17064,2019-04-22,13316,34084,56
13309,138451,2022-06-15,10051,42817,43
12404,229493,2021-06-25,9384,98392,64
5438,294683,2023-05-21,9199,46829,32
4811,395596,2022-08-12,12038,99688,7
3974,210070,2020-01-05,4510,87607,88
3738,210749,2021-11-25,7832,73978,19
1920,398050,2022-08-31,7889,63205,16
11249,205052,2024-10-18,10222,11393,41
883,55150,2021-01-15,14392,27611,89
8876,389657,2023-04-18,6229,98126,57
8335,348799,2023-01-08,10323,77934,4
1210,339246,2022-08-21,2542,53909,3
13811,43450,2022-05-05,3090,53449,13
12553,285134,2024-10-28,11546,61296,26
3153,225958,2023-04-21,13504,64111,34
2157,326178,2023-10-29,4972,88515,95
8472,94824,2020-01-31,9940,89164,32
9506,139105,2024-11-10,6280,62656,48
14184,14071,2024-04-11,4660,37141,71
12160,79415,2019-12-07,3616,61061,70
11388,47104,2022-07-29,3095,85934,58
13907,7151,2022-04-18,13064,68145,26
9038,124967,2024-10-25,9253,9089,30
7894,58425,2023-07-10,3994,50389,40
8422,35502,2020-06-22,228,69086,62
11387,64680,2021-06-21,11010,45339,33
170,270845,2021-12-18,8656,28280,6
278,186033,2021-10-18,10138,37560,21
11452,254957,2021-09-22,6619,81794,42
1422,351045,2021-06-16,705,72185,52
384,230766,2020-10-06,1599,17326,91
14222,335135,2020-05-22,7699,84014,6
14141,147153,2023-10-23,12406,78731,12
6887,214717,2020-07-28,12803,26028,24
1496,385149,2022-07-15,3843,39417,24
6574,302472,2022-06-21,2065,5674,39
5561,247637,2019-09-15,11311,19357,97
4110,35338,2022-01-08,13215,81251,83
2112,160857,2022-02-08,11334,24566,72
5606,269561,2023-12-02,990,73248,46
10876,71448,2020-10-08,13928,78868,43
12583,325434,2022-12-09,5591,43861,42
8261,381942,2023-10-28,3931,19258,66
11982,95075,2021-11-22,11786,90253,58
14507,312122,2019-07-29,5820,8529,42
8569,148917,2021-06-03,10933,58483,17
9813,263966,2020-09-15,10326,96511,41
4007,345386,2022-05-25,4475,77274,34
12410,352863,2021-06-29,5920,70362,81
39,368180,2023-12-19,4408,46133,29
3221,294084,2020-09-22,9313,47354,43
6076,188734,2024-09-28,2260,17183,50
3927,316817,2022-05-31,6624,66593,32
13424,328060,2019-02-05,12820,45059,78
5025,309974,2023-01-01,13947,50671,94
12667,100302,2020-11-15,4429,52203,59
7474,180440,2022-05-17,9363,25636,22
9095,203621,2020-05-18,122,78600,31
6707,242598,2023-11-29,6534,88604,41
13059,78591,2021-02-23,1204,54262,79
12013,1424,2020-04-19,13962,37606,92
160,286825,2019-12-11,3105,60599,38
4962,269094,2021-09-13,3026,5208,36
2831,96973,2022-02-23,8924,85109,90
11745,273808,2023-04-20,14506,99180,24
6008,219037,2020-05-22,10262,71613,64
4721,305150,2019-11-25,14306,77467,69
1004,93880,2022-11-28,4148,53083,2
1560,273088,2024-10-08,10298,85828,49
5585,194620,2019-08-19,5201,11965,57
1017,105097,2019-03-03,2053,22548,63
14279,10940,2023-04-12,1437,11990,39
7395,132445,2019-03-03,3078,36942,37
5574,56847,2022-07-03,4175,45298,92
7427,311988,2023-05-02,7379,59438,62
11814,115388,2021-11-12,1298,34624,81
9103,339534,2020-08-17,6396,71613,34
6953,23226,2020-11-25,5716,57789,72
8157,122022,2022-02-04,3015,29998,17
1021,125785,2020-12-01,6937,88386,42
9767,181097,2024-12-31,5365,96319,68
1662,106384,2020-04-05,10690,98311,99
1861,261204,2023-05-29,3025,33396,97
8841,89514,2022-06-29,11150,12030,69
14601,251582,2020-04-16,10942,32294,35
14437,277255,2019-02-03,7600,86409,36
5942,151961,2023-03-26,11415,39244,9
1542,291818,2019-06-03,1702,68967,3
6700,24573,2024-06-26,11010,73243,15
3450,117573,2021-01-01,4181,16457,26
5805,241641,2021-02-21,3400,15734,59
7584,143181,2019-06-26,10553,4527,93
7153,103231,2022-08-03,14131,21266,32
12390,349110,2022-06-16,9335,66810,68
3270,330249,2020-04-22,14561,96067,95
8347,241251,2022-03-17,4545,83408,59
12799,354759,2020-05-16,2793,58776,97
13625,107397,2019-03-27,8576,71826,26
4575,254065,2022-10-31,5987,89698,32
12108,48210,2021-08-29,7004,35963,86
3851,58387,2021-10-03,2507,59896,55
12837,325689,2023-11-24,9838,93256,47
7203,307292,2021-12-27,7880,71173,77
11084,350693,2021-04-22,350,82460,40
6862,323791,2019-09-09,9418,24230,58
9953,47986,2024-01-18,4333,91824,83
1761,278128,2023-04-09,4943,54147,86
557,294061,2020-10-17,13061,58493,30
9591,133314,2024-01-19,14685,85376,63
4327,19637,2022-02-06,4431,38682,2
6431,126703,2020-02-15,10091,82255,88
7875,350198,2020-05-22,9084,96683,39
7237,151525,2022-12-29,3271,49278,13
13622,234594,2019-05-14,8754,73205,51
14382,273152,2019-12-07,3879,46757,58
1280,130215,2019-05-06,6603,66971,83
12039,238709,2020-01-26,8155,88379,33
902,176719,2020-07-28,10746,28712,44
3418,341382,2024-08-28,2220,34954,70
13629,35313,2021-01-19,9122,77685,20
14847,364586,2022-02-06,14621,11685,49
829,42054,2019-11-24,9228,99212,7
5655,224162,2019-09-23,7752,53124,18
8655,165672,2020-04-24,11120,52589,5
10536,105142,2021-06-08,1381,80075,46
