Data,PaymentID,GarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty
2019-06-09,72,40703,1794,30,60173,52,9394.72,24094.62,2020-04-16
2019-12-31,83,29595,7790,95,11535,16,7660.21,28956.28,2020-12-29
2019-11-16,26,70442,8700,15,14559,52,682.68,28571.42,2021-04-10
2020-01-05,73,11023,7796,93,29986,82,777.32,22628.35,2020-09-22
2019-05-14,69,47179,242,23,48335,29,8588.05,19824.04,2021-05-11
2019-07-17,56,51034,736,24,11995,3,6821.78,36667.78,2019-06-12
2019-05-11,3,56445,423,46,42058,21,8286.25,24465.06,2020-12-11
2019-07-12,5,40522,1854,93,42664,67,7310.35,28940.95,2021-06-03
2019-09-25,11,30781,4991,71,45543,93,4501.68,12968.12,2019-06-22
2019-07-27,38,11595,3683,70,21785,84,7361.89,22086.58,2020-07-17
2019-06-22,95,19260,3914,43,2504,37,2267.03,5170.55,2021-05-02
2019-03-13,61,32346,8636,71,32839,92,8422.61,43977.46,2021-12-20
2019-06-22,62,3640,8077,53,20731,57,4030.34,7223.96,2021-07-10
2019-06-03,22,23236,5326,56,11244,54,601.3,29909.04,2019-03-10
2019-01-31,70,3070,9827,10,45666,59,7747.8,40129.16,2019-09-26
2019-01-09,37,12629,1110,14,15045,5,4986.64,37497.0,2020-04-18
2019-01-14,31,7422,4648,29,10422,66,2920.88,7496.89,2019-04-05
2019-02-02,9,73737,6656,70,11125,78,3607.35,14260.45,2019-07-22
2019-09-08,51,21045,8788,73,41352,52,4069.98,19824.33,2019-02-24
2019-10-15,55,73654,9084,41,57336,19,8562.41,6137.31,2021-03-01
2019-08-10,17,31841,9307,37,55809,12,4725.26,28756.88,2021-02-19
2019-01-26,63,21270,9600,35,9464,56,4162.65,1281.04,2021-03-03
2019-03-24,65,55207,5858,23,44616,87,1626.82,29050.11,2021-06-08
2019-06-14,70,18050,3400,85,12682,54,7293.75,25316.48,2019-03-22
2019-06-05,53,55141,2099,30,509,9,2816.21,43556.17,2020-09-02
2019-12-19,60,8053,4517,17,1411,81,5539.26,34429.02,2021-09-19
2019-07-29,86,45071,4399,8,3828,81,31.26,8655.03,2019-05-28
2019-02-04,14,63398,6022,62,26012,43,2840.89,13802.26,2019-09-18
2019-04-14,31,47731,3461,50,11308,29,636.14,6388.54,2019-08-04
2019-09-25,91,33322,5670,15,29870,52,3596.59,11834.52,2021-10-15
2019-09-25,52,33209,8159,7,4004,35,1498.17,44403.75,2019-03-07
2020-01-06,93,53746,3242,63,35718,77,3622.61,34985.29,2020-02-20
2019-06-18,26,5582,865,26,20743,92,5918.67,33066.53,2020-06-10
2019-02-20,21,7680,878,16,23544,57,8008.94,28527.91,2021-12-28
2019-07-12,97,17467,3303,58,39267,7,8998.52,8686.79,2021-10-23
2019-12-09,43,19856,3936,83,22919,2,8475.16,5881.77,2021-04-10
2019-11-03,6,40880,1711,85,42954,82,3578.76,16976.52,2019-06-19
2019-09-03,59,62484,9438,98,685,38,7507.77,32453.56,2021-08-08
2019-08-06,63,36442,6731,22,17307,93,814.52,18675.21,2020-03-28
2019-10-19,36,48196,2896,58,54538,79,3179.56,11405.9,2020-03-17
2019-02-09,54,15722,7629,63,12300,89,7860.11,28633.01,2020-08-19
2019-05-25,89,4613,5195,72,1974,23,9129.63,47160.73,2020-11-23
2019-12-25,25,49249,2902,74,54199,60,9582.17,44354.86,2021-08-30
2019-07-13,70,14015,3827,37,11092,68,42.89,7012.68,2019-04-18
2020-01-05,50,41881,2422,86,27254,93,8804.83,23555.37,2019-09-17
2019-10-18,8,30031,9622,38,17630,47,8812.85,41491.19,2021-10-30
2019-05-30,23,2830,7301,43,17829,62,1236.57,3955.63,2021-08-27
2019-10-04,92,41092,5508,10,7492,84,6568.7,24011.96,2020-09-21
2019-03-03,33,53498,3747,79,11058,4,4313.21,10983.15,2019-06-17
2019-10-30,26,20696,8821,6,48950,64,8901.44,1179.13,2019-02-28
2019-11-18,78,28005,4578,27,14329,31,2416.15,14874.93,2021-05-23
2019-07-25,5,71153,8611,68,62710,91,2858.7,26642.13,2020-07-29
2019-09-16,25,57160,2174,87,12606,67,4711.54,32059.4,2020-05-08
2019-01-10,81,24,9746,1,26817,34,8970.87,40588.34,2020-10-04
2019-10-27,56,10732,2435,88,13570,45,6578.29,14415.86,2021-01-02
2019-08-13,34,13089,204,94,27213,91,5098.01,39683.36,2021-08-14
2019-12-25,75,3049,3667,46,36142,7,6972.66,45430.82,2019-04-22
2019-04-22,41,68773,1539,76,37627,37,5939.57,18440.71,2020-05-07
2019-01-22,2,12331,5401,69,50890,37,5435.52,42168.06,2021-07-23
2019-07-05,53,49095,9273,86,37508,93,643.24,12846.42,2021-07-15
2019-03-07,30,15215,5394,56,18802,15,1445.45,11870.56,2020-03-08
2019-08-09,55,18859,2113,79,63347,29,7481.06,24824.08,2019-05-18
2019-03-10,41,10311,3357,77,57985,35,907.58,298.17,2021-06-28
2019-09-02,45,10513,6290,91,59712,81,5778.53,44292.15,2021-06-13
2019-04-28,7,61493,5539,99,8108,66,4829.79,5823.89,2020-10-13
2019-07-01,49,34569,7408,77,27332,21,4712.94,44188.8,2021-09-28
2019-08-14,24,47985,3610,7,51397,57,6102.55,45320.48,2021-03-23
2019-09-05,51,10242,664,60,41917,58,4282.27,32109.69,2020-07-01
2019-06-17,23,32380,7041,79,19952,71,2805.66,43201.45,2020-07-19
2019-07-07,24,14724,6224,22,63471,53,7716.22,45829.84,2022-01-13
2019-05-29,39,34654,2382,64,21546,70,7840.28,23981.46,2021-04-20
2019-08-11,91,8712,8595,13,37210,22,8866.88,41973.06,2020-11-06
2019-12-15,53,60264,7545,43,3836,90,273.24,26569.06,2021-07-04
2019-05-08,47,58939,7366,3,22723,30,2480.69,24823.27,2019-09-05
2019-09-16,29,21078,4209,92,3155,90,3861.31,40587.02,2021-08-05
2019-08-24,64,64735,1027,66,52508,79,5607.12,27725.66,2020-03-24
2019-10-18,17,69744,8505,6,37808,4,8929.96,7007.46,2021-12-13
2019-05-01,50,25189,6192,34,51516,86,5308.16,43050.44,2020-03-05
2019-08-10,94,69560,1154,39,14948,21,5167.39,38945.77,2019-11-14
2019-04-06,82,11090,1148,61,41221,46,4603.3,17319.48,2020-06-16
2019-12-28,9,54517,3754,92,55752,67,4116.62,48014.82,2021-02-07
2020-01-08,25,55738,5200,50,3538,55,5234.39,29484.43,2020-02-10
2019-12-11,49,70208,7339,87,304,1,7381.5,38642.97,2019-03-05
2019-03-12,35,21149,5338,24,56902,79,3217.67,20054.24,2020-02-12
2019-01-12,37,42909,8285,37,60225,99,6675.03,29161.24,2021-09-23
2019-04-15,11,24128,6279,45,28496,8,8973.74,2612.84,2019-10-17
2019-07-27,76,55518,5267,44,62107,19,5422.41,18534.26,2022-01-12
2019-02-22,1,50945,2531,88,6139,14,2227.62,33754.48,2019-12-23
2019-05-15,82,66057,6860,91,45592,74,5006.7,28497.85,2021-08-08
2019-03-19,35,53623,6930,76,430,73,1769.9,14186.02,2019-10-06
2019-09-19,44,36388,3184,78,31612,87,6765.21,32815.09,2020-04-02
2019-07-29,47,51915,2306,15,47122,24,7551.46,40767.61,2020-01-27
2019-02-10,82,20953,643,35,12764,7,6074.36,38458.31,2019-06-05
2019-05-19,72,62604,7141,10,19326,18,7268.46,26134.66,2019-07-18
2019-03-12,83,8378,8495,21,46454,15,7291.59,28835.55,2020-02-03
2019-08-23,3,48704,1718,88,22522,19,24.07,7822.68,2020-12-04
2019-01-22,61,55130,566,67,48188,64,46.75,20328.52,2021-07-28
2019-06-03,71,34633,8848,20,25798,37,8306.55,46442.99,2021-06-23
2019-12-01,93,26303,9218,26,6670,41,4493.67,775.88,2021-07-16
2019-12-10,4,59884,2153,68,38289,87,5424.36,23902.69,2020-07-15
2019-02-18,34,31343,4167,25,49606,80,8904.86,32012.25,2021-07-06
2019-07-03,86,1788,8948,14,26945,2,2090.06,14023.44,2020-10-18
2019-09-11,22,49599,5219,48,9955,80,6842.87,39710.78,2019-11-04
2019-12-20,95,48576,3135,38,50998,23,1385.6,36688.4,2020-07-17
2019-11-18,27,25576,155,42,61622,64,8701.49,2161.01,2020-06-03
2019-12-29,54,14982,4370,58,53899,7,3884.54,5570.09,2019-02-20
2019-03-10,78,51952,700,77,50899,10,5793.68,9666.32,2019-05-12
2019-07-20,60,33866,9223,15,62315,10,173.63,21603.11,2019-03-14
2019-05-24,78,10873,3,19,36362,55,3423.33,46923.9,2020-09-11
2019-12-28,52,71397,7578,58,43103,42,5656.36,44552.2,2021-03-13
2019-10-13,14,54966,3168,76,61333,16,409.66,38706.16,2019-03-28
2019-08-24,6,45099,1630,51,6419,47,6220.77,14166.24,2020-09-29
2019-04-11,80,54612,7142,45,24004,94,7143.57,34232.65,2020-10-09
2019-09-03,42,32966,1096,77,46227,43,9511.78,8362.12,2019-08-16
2020-01-06,35,32932,9739,56,51685,42,8621.85,44882.18,2019-09-06
2019-08-13,100,2019,3628,32,62,64,8512.15,12969.26,2019-02-13
2019-12-02,6,14763,552,50,61619,13,6001.79,14192.19,2019-12-21
2019-02-02,57,24226,6643,72,21881,61,9948.72,26984.13,2019-04-17
2019-05-01,41,30386,4692,17,59170,93,9753.3,41657.35,2019-07-27
2019-03-13,26,63283,7548,41,720,95,8461.8,25194.32,2021-03-26
2019-04-10,82,46783,934,66,34574,6,5864.13,1598.83,2021-11-24
2019-10-15,82,64949,2196,100,26312,72,4219.12,44969.23,2020-02-14
2019-01-20,75,34889,9498,87,43158,54,2250.03,42905.41,2019-05-12
2019-02-16,63,16525,6578,66,42851,84,6296.17,38850.0,2020-11-12
2019-06-27,4,63398,8805,100,58953,38,3303.4,4076.44,2019-12-20
2019-02-27,21,10943,4603,97,51665,8,9234.83,46568.36,2020-08-15
2019-04-19,77,24897,3454,21,46332,84,1767.05,13594.13,2020-04-12
2019-07-08,24,21852,7411,70,62404,9,7360.53,47962.52,2020-06-08
2019-02-18,68,53075,1183,85,28637,18,6897.38,10675.96,2021-07-25
2019-10-24,85,22141,6424,29,44575,24,6458.85,44346.57,2021-07-31
2019-08-28,42,41925,5820,47,53396,69,2934.1,49076.0,2020-02-11
2019-07-09,69,42400,1612,32,41622,79,2640.62,773.21,2020-03-06
2019-06-04,24,69545,6812,90,33885,100,111.08,4374.88,2019-08-04
2019-01-15,34,5977,9474,60,23321,98,7495.97,24693.37,2020-06-14
2019-06-18,8,62615,8394,50,62221,20,935.39,43106.16,2019-04-29
2019-04-27,50,46804,9737,14,36046,4,4812.87,3842.4,2021-12-18
2019-03-13,75,50065,8131,25,44274,85,4293.34,31558.13,2020-05-14
2019-12-24,39,21007,6018,44,7052,73,6889.3,25025.92,2019-03-31
2019-09-27,56,62187,8044,25,12271,62,1731.62,30547.6,2020-01-17
2019-08-19,64,44086,7226,9,55003,42,960.7,23996.19,2019-11-30
2019-03-03,18,3026,3419,10,25739,59,6849.71,38057.58,2021-12-01
2019-09-27,30,53094,8651,66,51714,55,3469.8,33247.39,2021-07-02
2019-02-16,49,14258,1214,62,37167,74,5493.05,13238.44,2020-12-22
2019-08-21,68,43576,4580,40,55038,48,5897.8,46298.71,2019-10-15
2019-12-24,34,7275,1185,90,21435,6,649.05,33230.92,2020-04-13
2019-02-16,16,22226,7365,75,52195,61,8496.88,20954.42,2019-10-21
2019-07-13,28,54654,7386,73,15716,34,2556.15,48719.91,2021-07-23
2019-12-03,57,13615,950,34,28285,58,3956.94,43262.25,2019-02-13
2019-01-22,77,47139,1334,25,9980,99,2237.36,32759.45,2020-09-02
2019-05-30,60,13954,5366,78,7371,4,1483.94,41743.29,2020-09-17
2019-07-25,38,24026,9543,24,1352,81,6316.69,20459.12,2019-12-13
2019-06-05,60,46477,4084,36,31184,88,2236.65,9668.18,2021-07-30
2019-10-10,86,36617,5878,84,40360,21,5634.93,41344.8,2019-10-06
2019-06-08,76,41501,1273,85,46791,32,4487.44,30355.0,2020-09-19
2019-04-12,51,69016,4827,81,38975,24,5992.61,2070.16,2019-03-10
2019-11-26,40,42796,343,64,18316,72,3556.5,30099.06,2019-12-06
2019-06-07,93,62975,7493,63,59840,40,7235.72,12992.73,2021-06-07
2019-11-08,96,36747,5028,88,9360,80,408.71,41703.38,2020-04-16
2019-12-05,85,58568,8680,75,48560,8,2979.25,25284.87,2021-06-23
2019-05-16,30,26137,6706,97,15638,74,1875.9,27805.29,2021-06-17
2019-06-30,81,27113,4164,55,51701,16,5.93,36055.0,2021-01-04
2019-01-26,38,21630,4002,41,58939,89,1943.05,27705.17,2021-10-13
2019-03-18,50,9583,3175,88,58624,51,7555.97,28111.07,2019-07-09
2019-07-26,32,54266,672,61,59830,46,6650.13,20935.4,2021-05-01
2019-11-27,52,30147,1511,82,4397,40,8315.84,43468.28,2020-09-17
2019-10-17,92,31484,3087,2,1856,35,9861.23,41554.26,2022-01-12
2019-11-11,50,34853,2016,6,45026,25,8660.94,32630.41,2021-06-02
2019-10-23,68,27166,4590,40,41363,100,7452.22,35222.72,2020-07-02
2019-01-28,39,16980,199,18,17510,1,4795.68,40203.73,2021-07-22
2019-05-06,56,7011,8792,30,18389,73,5529.48,44357.86,2019-06-12
2019-06-17,57,68258,4292,37,6264,86,2204.75,49874.75,2020-02-19
2019-10-12,73,13432,9835,4,10881,73,9817.65,39067.04,2020-06-06
2019-10-20,7,48441,2334,44,18546,36,2771.18,13231.3,2021-09-22
2019-05-12,81,44598,442,63,63406,79,223.53,42059.85,2020-01-28
2019-12-09,92,71287,9685,94,901,36,8104.46,38307.16,2020-11-22
2019-10-04,53,59226,6486,48,60340,45,5163.08,28328.64,2019-03-12
2019-01-28,45,556,1225,80,41419,70,8980.89,43060.76,2022-01-17
2019-11-23,42,20600,5464,52,19271,15,820.41,5966.96,2021-06-02
2019-11-02,94,7760,2657,27,27677,81,6429.98,47670.75,2020-07-14
2019-07-18,27,4963,3915,20,38292,22,5060.53,38465.52,2021-10-12
2019-08-06,93,67076,1290,4,2806,50,9260.67,1680.99,2019-10-07
2019-04-09,61,68140,4679,34,19603,88,805.43,6626.55,2019-07-12
2019-02-18,88,24748,950,24,8561,12,9322.53,41405.88,2021-03-22
2019-06-16,75,1173,7306,13,3122,66,8829.19,44919.94,2020-04-17
2019-08-30,100,47324,7704,63,33882,80,6144.25,21594.15,2019-04-11
2019-11-07,19,938,3168,62,56815,83,7898.44,13387.34,2019-05-17
2019-09-26,28,39739,3338,82,57265,18,6044.24,22011.3,2019-05-20
2019-05-23,4,44737,6416,61,19803,48,3011.6,9044.43,2021-06-21
2019-12-24,56,7812,270,17,11158,100,5795.65,37136.89,2019-12-13
2019-06-21,52,59517,6697,24,26537,50,3456.75,47989.87,2020-03-28
2019-04-11,21,57936,7004,98,47586,5,9465.2,22342.93,2020-02-24
2019-10-19,72,52211,2257,57,29539,56,308.22,5903.84,2020-07-06
2019-10-24,40,44261,1480,44,56338,56,4539.26,48000.28,2020-06-05
2019-11-18,98,74942,4615,29,6325,17,2338.41,30215.49,2020-03-07
2019-08-17,7,74956,2973,71,15320,5,5694.01,637.46,2020-02-02
2019-06-15,45,31012,7929,9,61329,93,572.27,25527.53,2019-10-30
2019-10-29,41,56210,4262,83,3406,96,3696.69,38744.06,2021-01-09
2019-06-17,92,72353,8717,94,28664,59,7376.25,41272.25,2019-09-08
2019-08-10,79,38879,5320,58,12484,42,4472.57,431.59,2020-11-30
2019-03-31,3,60994,2670,44,5419,70,5112.52,8883.27,2020-07-01
2019-10-17,8,55312,1268,46,16099,79,3916.46,21978.87,2019-11-19
2019-03-25,12,35207,1568,87,62960,31,5967.29,41345.01,2020-08-17
2019-05-22,8,35548,4442,69,42888,40,1066.78,12645.44,2020-08-10
2019-02-15,90,17425,7386,9,55929,95,9673.15,37436.22,2020-09-02
2019-05-10,3,46965,8186,49,42929,56,1635.93,10765.91,2020-07-08
2019-08-08,83,50477,3726,90,22778,88,2249.45,20180.19,2019-02-11
2020-01-02,6,58394,6333,45,14286,28,5432.08,23016.0,2020-12-15
2019-01-20,48,29599,2493,28,26439,52,4379.81,39648.95,2021-01-15
2019-10-27,81,5593,143,33,35779,63,9070.22,36265.37,2021-07-12
2019-01-19,9,61611,2926,39,57253,99,9143.53,44734.75,2021-01-31
2019-03-17,84,72894,7722,87,3045,83,3402.41,49948.26,2021-08-03
2019-02-09,15,68620,6485,80,31960,56,7476.52,23836.0,2020-08-13
2019-09-01,65,39259,8287,3,14565,92,8581.44,23575.13,2019-03-01
2019-10-22,39,28700,1045,91,52732,24,1171.66,47375.15,2019-08-04
2019-10-31,60,25297,3754,52,43574,98,8136.19,2760.15,2020-07-26
2019-01-23,70,45420,5858,56,1486,84,3822.62,6007.48,2020-11-03
2019-02-19,48,58488,6621,13,39160,31,6776.23,10284.89,2019-11-08
2019-04-22,45,46244,3377,55,9614,94,1.98,29754.99,2021-12-09
2019-10-22,21,18650,1183,25,50058,58,7598.99,30422.73,2019-02-21
2019-11-12,78,7488,6493,91,58134,27,8267.9,9919.16,2019-05-14
2019-08-06,52,35838,9985,9,24326,68,1751.07,15672.99,2019-04-10
2019-06-29,27,35728,6973,48,63467,96,9737.76,34334.21,2021-04-06
2019-05-22,42,13831,4578,5,31538,13,3374.72,5947.53,2020-08-29
2019-10-09,91,53252,838,75,63230,85,4653.67,22740.45,2019-05-22
2019-10-23,24,49434,7624,26,19343,90,7471.64,17317.06,2019-10-01
2019-11-06,20,5653,2305,17,58089,12,6144.9,3433.78,2020-12-21
2019-04-11,26,56946,37,33,8686,53,389.98,29307.43,2019-06-19
2019-01-26,78,3966,8491,93,14679,30,8162.01,16173.5,2020-06-17
2019-01-19,54,2648,2790,59,63469,76,3706.98,44751.64,2020-11-16
2019-06-10,43,68853,4620,36,37410,98,660.05,17228.51,2022-01-24
2019-05-21,80,45212,6292,95,38580,18,4589.3,39148.72,2019-12-01
2019-12-29,74,45380,4631,47,31441,22,1686.68,47114.7,2019-05-27
2019-02-25,84,49959,8116,10,40726,47,2520.37,13612.12,2021-02-03
2019-10-21,83,8667,666,45,9882,59,7323.53,31586.47,2021-04-21
2019-12-07,60,1685,3670,84,58395,25,4743.34,16240.46,2019-11-19
2019-09-09,11,51052,5099,45,43942,65,4837.11,36207.26,2021-09-09
2019-04-08,54,52976,8118,98,35237,43,3195.26,16609.46,2020-06-02
2019-11-19,44,847,7734,75,63303,76,6921.77,22220.18,2020-04-26
2019-10-07,47,72993,1113,83,6443,45,2499.56,7927.9,2020-08-08
2019-10-22,43,50740,568,24,49825,66,5408.44,25515.17,2021-05-03
2019-08-20,62,59413,68,63,32100,92,6165.29,5711.91,2022-01-30
2019-02-26,24,54770,636,2,41060,12,3479.04,35582.69,2021-09-28
2019-04-13,62,46493,8606,37,62491,13,2528.87,28009.22,2021-01-31
2019-08-21,43,69633,3700,68,17117,37,3182.84,1420.47,2019-05-18
2019-05-18,91,8370,6908,18,55107,75,2343.09,21319.91,2020-02-01
2019-03-12,30,44374,3457,32,38359,69,7901.95,20313.41,2020-05-05
2019-04-17,53,60343,2844,55,24266,41,6503.1,27125.5,2022-01-08
2019-02-22,97,3143,3949,74,56366,56,9377.85,37579.97,2020-04-20
2019-12-08,2,38009,2685,58,12144,77,1135.0,36251.72,2021-05-12
2019-12-04,7,30707,8963,81,11095,45,1613.5,32112.62,2021-01-12
2019-08-20,72,38509,8845,31,48035,16,4544.17,27365.34,2021-04-20
2019-12-02,26,72146,7904,30,2970,69,8873.33,5656.65,2022-01-03
2019-07-19,8,42509,2212,94,17106,67,8237.82,44273.77,2019-06-05
2019-08-15,49,72226,2748,63,10765,29,591.37,38828.41,2019-12-27
2019-08-30,51,72281,7866,76,35076,79,4393.86,42531.84,2020-10-06
2019-03-10,48,66681,1920,10,58837,86,1452.21,28943.82,2021-05-11
2019-10-18,41,63109,4132,92,1001,55,1740.54,27459.25,2020-10-27
2019-07-29,74,3799,1955,12,47107,32,8671.13,34410.61,2021-11-15
2019-09-02,64,48069,5556,13,46903,87,6070.06,48693.45,2019-04-17
2019-09-09,3,17050,7835,92,28855,61,6427.66,238.14,2019-11-16
2019-02-26,9,37515,4229,73,37017,63,2758.07,5553.94,2020-06-01
2019-01-29,81,39848,8393,91,4863,70,1982.35,7501.79,2021-01-23
2019-05-11,82,9030,2013,69,49086,40,98.02,14134.96,2021-10-10
2019-01-28,83,43532,3823,88,28070,73,852.59,36139.44,2020-12-11
2019-07-05,43,4496,6069,90,5622,68,6127.86,32235.12,2019-10-15
2020-01-08,42,30628,1038,42,62178,66,4102.3,44724.12,2020-01-21
2019-05-13,37,7879,2960,60,28637,61,4657.68,44337.98,2020-08-19
2019-05-22,62,2940,4882,32,25013,7,7988.17,45071.14,2019-06-17
2019-10-31,3,11680,6924,4,63713,28,2802.48,25465.59,2019-09-10
2019-11-22,91,31294,8164,85,52745,25,7844.07,35796.21,2020-08-28
2019-03-30,32,45615,4003,57,13579,95,9173.11,39984.43,2019-03-05
2019-08-11,88,12923,8489,38,30323,34,5375.5,37203.38,2021-05-07
2019-03-28,3,14135,9065,85,60048,44,4593.42,16746.49,2020-05-09
2019-07-31,71,31751,8038,3,11780,84,2497.48,43856.42,2020-01-17
2019-04-19,96,5245,3305,99,57942,44,2110.23,37043.89,2020-03-30
2019-09-06,38,10025,7799,61,31959,32,2848.35,9237.54,2019-09-21
2019-02-10,31,70732,9735,10,17786,18,8458.26,9095.48,2021-05-14
2019-12-04,3,39639,3300,95,42455,41,2153.59,25754.34,2021-03-15
2019-05-23,42,50940,8839,1,53216,64,6713.13,7872.49,2019-11-13
2019-12-11,55,1443,2694,22,21315,27,7719.93,19716.62,2021-01-13
2019-06-24,18,71131,2751,85,18524,55,7766.96,29797.53,2021-10-08
2019-01-18,54,67512,7773,68,13577,31,6829.49,35246.48,2019-06-10
2019-03-29,62,45673,8219,79,56267,87,555.56,43914.42,2021-05-30
2019-07-24,73,67285,9634,50,13510,51,3228.75,46816.18,2021-02-16
2019-08-21,41,72878,4468,52,24529,99,4149.34,1875.51,2020-03-29
2019-04-14,99,29186,3231,11,32664,60,958.95,32579.16,2019-11-01
2019-05-26,30,45376,9673,53,6294,61,9211.77,44676.13,2020-12-03
2019-07-19,36,55089,7696,75,30941,52,9390.63,4911.42,2021-11-02
2019-12-12,17,9628,4501,28,14462,36,9512.96,41288.78,2020-11-20
2019-10-29,5,3496,1594,83,27668,24,7297.08,49090.31,2020-11-03
2019-05-02,49,16358,9945,26,16988,48,7214.98,35299.2,2019-03-22
2019-12-12,95,64596,772,60,58995,40,7700.83,44791.11,2020-09-28
2019-05-25,12,15291,807,80,56275,96,4847.66,48092.74,2020-01-27
2020-01-03,34,21567,4923,5,61719,28,2536.1,529.0,2021-11-21
2019-05-16,35,31764,3427,7,9529,67,5443.57,30837.46,2019-08-31
2019-04-26,31,50078,1790,98,6860,38,7903.22,34700.35,2021-02-08
2019-04-07,33,33925,3210,81,6317,46,7610.22,1855.25,2019-10-25
2019-10-31,33,39071,8921,29,5495,1,5799.57,43336.41,2021-09-14
