Data,PaymentID,GarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty
2019-08-10,19,21383,2056,21,2398,35,9455.02,44031.75,2019-11-14
2019-03-18,27,24088,4567,73,24160,23,7913.67,43265.51,2021-05-25
2019-10-17,93,26048,4743,40,53956,65,5198.48,42821.96,2021-03-27
2019-09-26,63,59347,4122,58,43691,1,1392.88,45543.38,2019-11-04
2019-11-11,28,28020,1491,74,59537,70,6376.64,37806.62,2019-04-03
2019-07-30,10,67635,3404,17,42947,92,4898.4,28724.44,2021-01-16
2019-01-17,46,55520,8172,83,43894,74,9494.68,5373.68,2019-12-25
2019-03-16,58,62994,2709,22,14118,55,5449.95,6351.92,2021-09-23
2019-07-07,53,74110,335,83,9838,12,9238.53,28267.5,2019-02-14
2019-05-30,42,59964,2946,78,23053,60,3810.45,14069.61,2021-10-09
2019-04-28,44,11116,5876,1,17161,57,1983.49,28587.77,2021-08-17
2019-04-16,56,11354,8506,10,15041,10,5934.97,43681.46,2020-11-29
2019-06-17,27,2253,4716,33,61931,3,8380.19,13232.82,2021-04-04
2019-09-17,93,57611,1025,98,59245,58,1482.82,48552.04,2020-07-08
2019-06-19,69,16952,8150,67,488,56,8273.53,19413.6,2019-04-30
2019-07-10,32,32001,8980,56,4822,86,2720.95,6633.06,2021-12-27
2019-09-09,34,53811,2522,14,45050,23,2084.1,28736.85,2021-04-01
2019-10-14,14,72918,590,18,4354,68,104.36,19955.53,2021-02-26
2019-07-30,72,35825,4106,38,2413,51,5217.73,38688.5,2021-03-05
2019-01-14,36,54498,4692,85,51582,78,4767.67,4055.21,2020-10-20
2019-10-12,21,45776,7226,76,31329,63,7723.87,41243.66,2020-11-14
2019-11-24,37,40402,9399,10,9627,44,6841.8,40455.72,2020-04-16
2019-07-05,93,26488,8089,26,48699,69,8274.35,39315.61,2020-05-03
2019-02-19,15,13279,218,21,18582,16,640.54,17877.35,2019-11-12
2019-08-21,74,52246,2113,82,15884,29,4444.4,42236.9,2020-04-30
2019-03-29,25,26790,1932,17,55998,2,8048.96,36750.78,2019-03-09
2019-11-28,12,68233,8879,100,53751,56,1226.23,38349.6,2020-11-12
2019-04-20,72,27097,9716,61,46955,51,9516.18,5181.27,2019-02-10
2019-05-22,87,40868,4835,75,56800,36,3576.98,45877.31,2019-11-14
2019-08-02,48,67575,5309,55,11877,85,5278.61,22302.89,2019-08-31
2019-05-08,91,55869,7501,3,38784,48,1791.92,41644.99,2019-03-18
2019-07-11,99,37904,3672,64,7952,88,7035.96,24952.68,2020-04-15
2019-09-09,90,68837,8994,19,15714,51,6342.3,7126.24,2020-10-01
2019-10-09,84,70435,2305,94,37970,16,9617.83,25563.46,2021-03-11
2019-11-26,78,5964,9898,64,20291,64,6087.81,23516.04,2019-06-23
2019-12-03,73,8121,9534,71,27572,78,688.26,2905.98,2020-04-25
2019-04-15,52,70747,8633,52,59916,21,9995.99,23147.69,2019-11-25
2019-01-25,75,73237,9021,31,33942,68,9361.19,14937.65,2020-02-19
2019-01-22,13,66287,9721,78,38317,36,4142.51,33529.43,2021-05-10
2019-07-08,97,65176,1537,55,20778,58,777.89,10596.79,2020-03-13
2019-08-22,63,12568,8294,86,21774,40,1228.31,28801.0,2020-05-30
2019-02-23,11,22304,4289,87,4919,57,4158.81,32187.74,2021-03-18
2019-02-02,40,69383,5037,1,55226,64,5405.49,43727.26,2020-01-28
2019-12-09,2,59417,7143,58,8477,19,3800.82,2857.52,2019-09-02
2019-09-25,49,18136,9942,85,41068,70,6268.37,3682.2,2020-02-01
2019-10-25,49,37946,6676,18,7976,87,8944.83,41035.97,2021-04-16
2019-12-15,30,37584,4147,60,45298,97,1764.38,19880.42,2021-12-19
2019-07-22,49,2649,6623,12,7092,51,4474.8,25356.11,2020-07-20
2019-07-01,38,10480,4179,53,44093,25,1917.97,1876.34,2019-06-08
2019-07-01,51,18821,5967,33,18802,9,1996.67,11608.02,2021-09-09
2019-06-22,48,68056,7498,56,31712,67,5183.69,37646.84,2019-08-14
2019-10-20,28,55861,9862,25,10710,1,7117.45,11075.05,2021-06-09
2019-07-20,35,12211,2122,68,62948,24,7029.92,13360.78,2020-11-27
2019-12-04,86,65061,5150,51,45572,28,5249.11,16865.81,2021-06-22
2019-01-24,13,8982,9794,87,33191,95,6588.31,18487.66,2021-11-29
2019-01-11,50,65401,1324,81,30418,90,7178.46,10216.95,2021-01-26
2019-12-21,85,74225,1905,73,87,60,2366.16,26009.57,2020-11-02
2019-06-13,84,62357,3223,69,18796,63,9655.86,40135.39,2019-09-19
2019-10-30,85,125,6547,8,49739,36,1353.33,22550.64,2022-01-29
2019-10-22,86,18671,8793,65,44629,68,8325.05,42709.09,2020-07-19
2020-01-04,39,12100,3517,87,30199,35,360.09,45163.53,2020-01-02
2019-07-04,4,64633,291,87,58947,38,4282.78,41337.04,2019-08-04
2019-10-31,34,54204,6683,37,58361,55,6278.39,734.76,2020-08-11
2019-04-26,81,11310,4960,89,41158,67,5605.96,28847.2,2019-10-30
2019-01-20,79,7034,3490,76,36447,15,2765.6,14198.84,2020-08-06
2019-12-20,42,60702,5448,42,25628,91,3345.5,27397.65,2021-12-28
2019-07-19,89,1324,7131,19,43554,56,1954.42,48978.58,2022-01-29
2019-09-25,92,25237,2713,7,8772,83,4109.66,18431.06,2019-07-31
2019-01-17,27,25741,6931,36,2526,24,1315.59,11148.61,2021-10-06
2019-11-06,12,28186,3992,19,28702,55,4543.64,25305.08,2022-01-15
2019-12-07,46,28607,3772,74,5571,78,7827.32,46550.4,2021-07-07
2019-02-24,34,72249,5616,28,25775,85,9095.24,22852.33,2019-03-12
2019-07-04,53,51730,6980,11,46784,10,9617.7,3294.99,2019-08-27
2019-08-25,10,22837,746,48,13191,25,3918.53,895.52,2020-05-16
2019-03-22,55,33673,3129,70,12076,84,6011.27,30347.59,2019-03-07
2019-06-16,3,44682,2028,30,19658,63,8161.7,7495.69,2019-12-22
2019-06-15,46,64785,8271,93,56751,51,7945.42,11697.97,2020-05-14
2019-05-31,85,53101,7094,65,37184,85,4839.13,28738.05,2020-08-28
2019-04-03,45,73682,6892,57,36425,54,8808.29,22326.29,2021-05-19
2019-07-10,71,31347,9920,75,23131,11,9114.99,42046.54,2021-08-17
2019-10-21,72,67694,7695,57,10598,45,9088.67,25918.94,2019-07-12
2019-04-17,1,20386,6339,30,43308,4,6780.47,30103.0,2019-05-01
2019-12-20,28,14138,5927,18,11129,87,3936.08,14830.25,2020-03-26
2019-04-18,40,60908,9677,18,22637,75,9384.46,30734.32,2022-01-23
2019-07-19,96,46994,1610,48,42348,12,1705.11,14888.27,2021-04-05
2019-03-17,5,58684,6699,5,38005,87,2950.74,20588.82,2019-12-26
2019-05-11,89,41121,1956,63,57415,73,2260.49,25612.38,2020-11-26
2019-02-21,56,12160,8803,57,19557,63,7386.35,42042.17,2020-05-28
2019-03-19,51,20935,8316,16,34681,10,1634.46,21366.77,2019-09-06
2019-10-21,97,69557,3215,52,47512,39,4643.44,24176.84,2019-03-06
2019-12-05,34,13868,7578,95,58295,97,8543.15,39703.88,2019-07-30
2019-02-07,68,3647,7826,83,49883,35,1552.95,26599.66,2019-03-30
2019-07-07,51,70084,9838,21,60350,28,3132.53,7014.67,2022-01-29
2019-08-24,57,64936,9393,23,19494,30,8631.58,48629.5,2020-10-27
2019-08-25,74,41701,952,8,58961,33,6442.53,22618.08,2021-06-06
2019-10-30,10,51317,9669,60,28927,95,8199.65,6183.46,2019-05-22
2019-11-26,40,66327,6917,74,2063,19,890.47,40110.27,2020-08-17
2019-03-09,39,22142,5180,14,48052,26,2045.86,40494.32,2019-10-07
2019-01-11,72,17070,3852,88,50385,10,1761.08,18699.54,2021-05-14
2019-10-08,63,26791,1921,74,62241,51,2859.53,8490.42,2021-11-22
2019-02-20,18,27290,6889,43,11091,20,9289.2,3923.07,2020-01-22
2019-10-25,89,3684,3482,27,52495,75,5407.44,44836.22,2020-12-18
2019-05-15,21,3112,8646,54,52589,4,6170.18,36495.17,2021-08-29
2019-06-17,7,120,6750,88,55227,96,4394.63,24174.17,2019-09-05
2019-02-11,51,42361,6121,6,41077,17,5158.99,45736.91,2019-08-05
2019-03-18,87,28180,2032,57,40291,90,1047.36,9198.35,2019-09-13
2019-03-11,35,71923,1352,28,45148,95,1810.3,17193.64,2019-02-27
2019-09-14,30,27675,5574,38,61712,80,8126.07,18086.08,2019-04-06
2019-02-14,64,20666,3639,15,35820,26,6312.08,29210.71,2020-06-07
2019-04-27,4,6784,5188,100,7293,13,5733.0,39100.45,2020-02-06
2019-07-27,43,6661,2128,70,44995,7,9345.32,22428.94,2020-05-09
2019-03-16,49,52662,5640,83,42644,16,6474.59,7841.68,2019-09-09
2019-02-10,69,51455,911,70,57023,7,6135.72,6825.12,2020-07-16
2019-07-01,8,8769,4144,94,43695,41,6397.1,2166.6,2021-06-27
2019-11-11,92,57818,3882,68,25010,15,5236.02,27824.11,2019-07-25
2019-06-13,83,63662,5338,74,39706,78,7278.32,15599.62,2021-12-20
2019-10-05,19,46379,2048,49,32910,67,6137.39,43687.68,2021-07-31
2019-02-27,23,64953,2011,97,49103,9,3927.38,40870.38,2020-08-28
2019-08-28,19,20783,9675,23,63040,1,7511.03,21550.18,2020-04-28
2019-02-17,73,29541,9336,47,63912,44,353.81,42471.22,2022-01-22
2019-04-02,99,51842,8138,96,6643,45,8708.0,44264.33,2020-09-01
2019-09-27,59,68905,7596,23,29854,72,7477.84,35643.56,2020-10-09
2019-08-13,41,25721,2839,40,15840,90,6090.35,14383.94,2020-10-23
2019-02-16,70,57489,2230,22,7545,33,6850.38,13308.78,2020-05-06
2019-01-19,38,64425,6591,86,63516,62,6638.57,17794.3,2020-10-16
2019-10-09,95,57676,6906,54,8348,52,851.5,7881.05,2019-04-10
2019-10-26,55,33483,4149,81,24383,57,1576.49,26078.74,2021-05-31
2019-02-01,19,3681,6325,37,52886,96,8533.47,45388.46,2019-06-10
2019-04-16,20,45539,2821,2,13910,72,2149.55,3126.82,2020-08-30
2019-05-28,51,32875,7244,27,48236,53,8529.49,13261.64,2020-03-26
2019-12-10,85,32009,5103,88,12847,12,604.05,17179.45,2019-07-15
2019-08-10,85,53685,9520,21,5241,82,2822.9,2025.02,2021-01-22
2019-11-21,29,17358,8827,23,31518,75,2852.11,12964.42,2020-11-05
2019-05-04,48,17225,2593,9,3302,80,9032.35,8360.97,2019-05-28
2019-11-27,19,46336,4048,67,57718,44,4176.76,46518.26,2020-05-31
2019-04-20,53,67353,6033,80,46820,14,7791.35,48590.13,2021-09-03
2019-03-16,7,58161,865,33,28659,48,4504.03,29218.83,2021-08-24
2019-10-20,30,65516,641,42,44526,29,8754.79,14842.18,2019-10-08
2019-12-24,19,49227,4421,39,26865,96,6065.99,28168.46,2020-08-31
2019-08-17,91,66002,7474,2,9335,89,152.32,7787.36,2019-08-31
2019-12-04,26,47761,6634,24,62,90,682.8,7593.51,2020-08-09
2019-11-23,58,44521,7286,28,19652,78,9004.3,24475.32,2019-02-14
2019-02-23,19,23700,6113,24,11997,94,9721.69,39763.5,2021-10-28
2019-11-21,29,70520,9765,58,28090,22,936.45,8998.88,2020-11-03
2019-04-11,24,15678,5372,32,15373,65,6292.03,22156.46,2020-04-30
2019-09-10,45,73235,3801,96,43355,53,3435.83,10081.26,2019-03-27
2019-09-23,67,12381,8348,41,48693,41,7919.06,6337.21,2020-02-12
2020-01-07,99,3981,3452,79,43347,4,5414.51,23082.79,2020-07-10
2019-11-05,14,26867,5194,38,30890,2,3931.11,6148.36,2021-08-09
2019-08-27,30,74808,9606,38,50208,67,2332.73,24589.57,2019-04-18
2019-11-09,55,42306,2674,49,39279,12,9871.03,1974.16,2020-03-07
2019-06-21,14,19489,92,12,62118,16,1046.06,18047.6,2019-03-09
2019-05-18,12,35982,3632,76,52227,65,5591.63,29902.04,2019-04-22
2019-03-29,98,23624,7364,1,12996,7,4000.17,13954.38,2021-03-01
2020-01-04,32,22317,3287,45,12233,16,630.95,46009.78,2021-03-03
2019-05-21,58,41246,5465,97,38298,19,4132.59,45116.18,2019-04-28
2019-07-10,3,40595,4758,51,42264,2,4379.87,34680.68,2021-12-31
2019-08-14,99,1589,436,93,28789,26,6357.33,13219.16,2020-03-07
2019-03-27,19,16344,7590,68,49148,77,7470.58,22435.58,2019-07-26
2019-05-19,53,51507,7608,70,6297,52,5457.29,40328.81,2020-06-19
2019-03-14,69,73622,6490,75,16065,55,5467.0,17341.11,2021-08-26
2019-05-23,90,25624,3426,50,36495,35,3966.23,12664.33,2021-05-05
2019-05-03,80,49113,5813,29,36679,26,5090.66,10118.34,2020-08-19
2019-10-05,4,12586,5046,81,24791,63,2079.48,25747.16,2021-08-29
2019-05-13,31,27072,5441,58,5598,23,7001.31,23429.02,2020-04-07
2019-10-22,36,61636,6592,93,1012,56,9164.94,8766.88,2020-05-31
2019-07-13,64,35231,4175,25,43113,76,9653.65,5812.04,2021-12-21
2019-01-14,18,16880,2306,100,56371,8,9411.02,15743.73,2021-09-09
2019-11-02,70,51916,7951,9,25034,84,8718.41,14838.02,2020-05-12
2019-03-13,33,31612,5608,23,12632,67,9206.14,36630.51,2021-01-20
2019-08-19,35,22521,2720,38,38057,77,5258.53,3537.5,2020-07-18
2019-12-21,74,50883,7206,53,57230,90,5497.43,30315.96,2020-04-24
2019-06-05,86,18737,4278,18,21503,58,9690.86,32165.62,2021-03-31
2019-09-13,65,1001,9847,80,57029,71,5054.14,25109.09,2020-05-16
2019-01-24,96,25763,1810,69,36508,83,1417.73,9749.28,2020-02-11
2019-03-28,42,73769,2166,77,55282,70,7569.78,49517.28,2020-01-11
2019-03-12,19,65550,7678,47,36330,43,1953.15,25542.78,2020-01-24
2019-08-15,96,60077,8413,78,55566,83,8310.34,7238.97,2020-04-09
2019-10-01,98,70594,2918,92,54877,73,9796.67,27727.62,2019-09-25
2019-09-08,24,16811,7485,32,16534,77,6394.48,40547.94,2021-02-10
2019-09-10,72,14395,8706,27,14638,13,8241.19,5640.0,2021-08-08
2019-07-27,82,56698,5741,19,57323,35,8937.01,2164.7,2020-04-12
2019-11-05,62,52074,6354,45,39591,48,7184.19,44245.33,2021-05-13
2019-04-13,62,16158,9691,6,6156,14,9831.92,46496.05,2021-06-01
2019-07-08,30,70024,4907,86,54470,6,7638.96,30900.37,2021-03-15
2019-10-24,74,37668,38,81,38341,1,7435.02,43245.34,2021-03-11
2019-03-02,40,74872,9949,69,52240,37,4382.91,4218.37,2020-12-11
2019-02-24,17,20608,4538,14,56702,71,5110.53,40804.76,2020-02-09
2019-10-16,86,39306,3864,52,21631,74,6300.18,48154.11,2019-05-17
2019-02-08,31,13797,1995,89,32777,12,137.17,18907.03,2020-07-31
2019-08-04,80,74889,6904,18,27035,26,6485.16,22090.0,2021-06-05
