LocationID;Country;Region;City;Adress;PostalNumber;DeliveryService
133;China;Asia/Shanghai;Duantan;979 Huxley Terrace;55307;Schuster LLC
134;Georgia;Asia/Tbilisi;T’et’ri Tsqaro;39594 Valley Edge Trail;78827;Trantow, Kub and Kunde
135;Czech Republic;Europe/Prague;Mělník;406 Stoughton Avenue;64764;Bogan-Lehner
136;Canada;America/Montreal;Mont-Tremblant;98403 Katie Pass;67068;Jaskolski-Franecki
137;Serbia;Europe/Belgrade;Lok;2200 Arizona Crossing;905;Murphy-Heathcote
138;Spain;Europe/Madrid;Almeria;76 Susan Parkway;2282;Mante, Bogan and Stokes
139;Poland;Europe/Kaliningrad;Lelkowo;07555 Tomscot Way;19188;Sipes-Cronin
140;United States;America/New_York;New York City;1096 Eastlawn Avenue;37120;Corkery, Pollich and Nader
141;China;Asia/Chongqing;Lukou;5 Mesta Terrace;52350;Wisoky LLC
142;Colombia;America/Bogota;Sabanalarga;6 Sauthoff Road;49906;Cormier, Adams and Bayer
143;Nigeria;Africa/Lagos;Jibiya;16 Del Sol Way;5119;Walter and Sons
144;Philippines;Asia/Manila;Anilao;6 Montana Point;19310;Schmeler-Paucek
145;China;Asia/Chongqing;Tuanjie;3416 Manitowish Pass;87942;Gulgowski-Ebert
146;Russia;Europe/Moscow;Ugra;10 Bunker Hill Court;16485;Lind-Kuphal
147;France;Europe/Paris;Saint-Cloud;8722 Meadow Ridge Hill;85741;Beer, Crist and Parisian
148;Greece;Europe/Athens;Erátyra;182 Hoffman Crossing;88281;Franecki, Ritchie and Smith
149;China;Asia/Chongqing;Guanqiao;85 Roxbury Way;64321;Stokes, Koepp and Bernier
150;Uzbekistan;Asia/Tashkent;Namangan Shahri;1 Larry Avenue;42296;Windler-Parker
151;Afghanistan;Asia/Kabul;Khafizan;33531 Claremont Circle;73510;Wilderman-Robel
152;Portugal;Europe/Lisbon;Oliveira do Conde;600 Upham Crossing;79265;Bahringer Group
153;China;Asia/Shanghai;Tianqian;065 Sutteridge Hill;38604;Ernser, Lakin and Olson
154;Poland;Europe/Warsaw;Żurowa;01 Oakridge Plaza;63476;Ullrich, Trantow and Maggio
155;Indonesia;Asia/Makassar;Ombarade;9 Bunting Street;26617;Lehner Inc
156;Thailand;Asia/Bangkok;Mae Chan;447 Forster Court;55137;Denesik and Sons
157;China;Asia/Harbin;Anding;78 Sommers Park;32547;Cruickshank Group
158;China;Asia/Chongqing;Peixing;1 Mcguire Road;87036;Hintz Group
159;China;Asia/Chongqing;Xiashixiang;3 Buena Vista Terrace;61660;Metz, Kiehn and Dibbert
160;Brazil;America/Sao_Paulo;Batatais;04 Morning Pass;46122;Klein-Rogahn
161;Sweden;Europe/Stockholm;Norrköping;5 High Crossing Circle;67529;Farrell LLC
162;China;Asia/Chongqing;Licheng;9776 Melvin Way;58161;Stracke, Barrows and Smitham
163;Philippines;Asia/Manila;Pato-o;204 Armistice Road;88486;Rippin, Hamill and Fritsch
164;Saudi Arabia;Asia/Riyadh;Tanūmah;66 Muir Hill;10021;Littel-Konopelski
165;Russia;Europe/Moscow;Peredovaya;569 Porter Center;50264;Borer Inc
166;Uruguay;America/Montevideo;Santa Bernardina;32 Linden Parkway;22350;Gerlach LLC
167;Indonesia;Asia/Jakarta;Jatisari;1 Meadow Valley Court;61393;Marvin, Rosenbaum and Cassin
168;China;Asia/Shanghai;Dengjia;59124 Sutteridge Crossing;62532;Murray-Spencer
169;Martinique;America/Martinique;Le Lamentin;884 Arizona Lane;49046;Hudson, Feil and Lind
170;Indonesia;Asia/Makassar;Lairoka;65 Washington Crossing;84386;Dibbert Group
171;China;Asia/Harbin;Jianli;84559 Randy Junction;87549;Streich LLC
172;Tanzania;Africa/Dar_es_Salaam;Muleba;94 Buell Street;47739;Graham-Runte
173;China;Asia/Harbin;Jianfeng;81921 Grasskamp Junction;53174;Harvey, Zieme and Altenwerth
174;Indonesia;Asia/Jakarta;Prupuh;3 Marquette Drive;98365;Grady, Predovic and Jenkins
175;China;Asia/Chongqing;Zhangpu;37580 Badeau Road;31587;Berge-Cassin
176;Sweden;Europe/Stockholm;Jönköping;20 Spaight Avenue;6278;Streich, Deckow and Marks
177;Botswana;Africa/Gaborone;Tonota;3 Bellgrove Hill;64237;Torp, Boehm and Schmidt
178;Indonesia;Asia/Jakarta;Cipadung;3206 Schiller Junction;71018;Lindgren, Weimann and Wolf
179;China;Asia/Shanghai;Banshu;137 Gina Junction;18852;Grimes Inc
180;Netherlands;Europe/Amsterdam;Dongen;3235 Golf View Court;90739;Swift, Gutmann and Pagac
181;Brazil;America/Bahia;Tucano;92 Delladonna Way;42202;Reilly-Hauck
182;Philippines;Asia/Manila;Tanudan;416 Vernon Way;50222;Bergnaum LLC
183;Indonesia;Asia/Makassar;Takari;13 Maple Parkway;13007;Tremblay, Shanahan and Walsh
184;China;Asia/Chongqing;Jinshan;99649 Warbler Park;6968;Braun-Stokes
185;Serbia;Europe/Belgrade;Koceljeva;8 Glendale Circle;92765;Wolff, Moore and Gerlach
186;Philippines;Asia/Manila;Paitan;52082 Portage Place;78624;Will-Kling
187;Democratic Republic of the Congo;Africa/Lubumbashi;Kongolo;0722 Coolidge Crossing;79685;Gusikowski Inc
188;Malawi;Africa/Blantyre;Salima;54 Esch Street;53336;Wolf-Douglas
189;China;Asia/Chongqing;Guanfang;2 Lawn Circle;17659;Zulauf, O'Connell and Reilly
190;Suriname;America/Guyana;Nieuw Nickerie;9 Caliangt Place;53196;Cassin Group
191;Ethiopia;Africa/Addis_Ababa;Sebeta;9 East Way;70190;MacGyver-Jacobi
192;Indonesia;Asia/Jakarta;Gedongmulyo;94 Forster Crossing;96216;Lang Inc
193;Slovenia;Europe/Ljubljana;Moravče;53690 Oakridge Junction;35510;Gutmann-Nolan
194;El Salvador;America/El_Salvador;Apopa;03 Merry Terrace;44334;Grady-Keeling
195;China;Asia/Chongqing;Qidi;2 5th Junction;53862;Ankunding, Fisher and Kling
196;China;Asia/Shanghai;Zihu;308 Hooker Center;95111;Prohaska-Wolf
197;United Arab Emirates;Asia/Dubai;Muzayri‘;4469 Mccormick Plaza;61088;Weissnat Group
198;China;Asia/Chongqing;Baiyang;15 Schurz Road;48913;Lesch-Weimann
199;Philippines;Asia/Manila;Silago;72479 Blaine Place;38743;Windler, Hermann and Schumm
200;Poland;Europe/Warsaw;Łagów;5 Melody Way;46159;Aufderhar LLC
201;Uruguay;America/Montevideo;Castillos;605 Coolidge Lane;86973;Yost-Satterfield
202;Russia;Europe/Moscow;Yefremov;5 Quincy Junction;60719;Witting, Maggio and Quitzon
203;Russia;Europe/Moscow;Krasnogorskiy;3 Mifflin Terrace;65271;Shanahan-Kihn
204;Czech Republic;Europe/Prague;Brodek u Přerova;5229 Crescent Oaks Park;891;Shanahan-Kshlerin
205;United States;America/Los_Angeles;San Jose;15 Helena Place;93196;Raynor and Sons
206;Philippines;Asia/Manila;Simimbaan;84 Kedzie Place;81445;Witting, Wilkinson and Little
207;Vietnam;Asia/Ho_Chi_Minh;Chư Sê;68 Drewry Junction;2337;Krajcik, Altenwerth and Pagac
208;Brazil;America/Sao_Paulo;Rolante;904 Shelley Court;45095;Nikolaus Group
209;Indonesia;Asia/Jakarta;Karangsari;6519 Sutteridge Plaza;88309;Renner-Mosciski
210;Venezuela;America/Caracas;Las Mercedes;68860 Sachtjen Drive;36077;Bradtke LLC
211;China;Asia/Chongqing;Suocheng;7162 Fallview Way;90861;Boyer Group
212;Bhutan;Asia/Kolkata;Lhuentse;6 Hooker Way;14259;Murphy-Cole
213;China;Asia/Shanghai;Jiangdulu;64250 Little Fleur Alley;49099;Schultz, Kulas and Schowalter
214;Czech Republic;Europe/Prague;Strážná;57 Commercial Lane;10385;Goyette-Rogahn
215;Sweden;Europe/Stockholm;Färjestaden;697 Algoma Parkway;88608;Grimes-Raynor
216;China;Asia/Shanghai;Liufu;6364 Forest Run Park;91808;Lang, Keebler and O'Connell
217;Philippines;Asia/Manila;Buliran Segundo;9 Barby Lane;43113;Kutch-Altenwerth
218;Peru;America/Lima;Colcabamba;2 Thackeray Place;64798;Green LLC
219;China;Asia/Chongqing;Xinshan;17 Eagan Place;24488;Tremblay, Armstrong and Kshlerin
220;China;Asia/Chongqing;Shijiao;697 Lotheville Crossing;45372;Brakus Group
221;Malaysia;Asia/Kuala_Lumpur;Pulau Pinang;1287 4th Place;13185;Borer, Zemlak and Prosacco
222;Russia;Asia/Vladivostok;Mnogoudobnoye;024 Center Park;94331;Lebsack, Dare and Crist
223;Nigeria;Africa/Lagos;Tofa;3 Dovetail Trail;26307;Brekke-McDermott
224;Philippines;Asia/Manila;Kabankalan;7 Dapin Street;628;Tromp, Hermann and Towne
225;Tajikistan;Asia/Dushanbe;Chubek;1325 Katie Alley;19315;Price-Von
226;Russia;Europe/Moscow;Severo-Zadonsk;79404 Brown Hill;29124;Bartell, Skiles and Stokes
227;Canada;America/Edmonton;Fort McMurray;0 Dayton Road;28087;Wehner-Pouros
228;Brazil;America/Sao_Paulo;Osvaldo Cruz;5668 Pond Lane;91701;Schmidt LLC
229;Portugal;Europe/Lisbon;Constance;0051 Stoughton Parkway;79428;Boehm-Runte
230;China;Asia/Shanghai;Shuiche;73021 Eliot Crossing;77000;Murphy, Crona and Buckridge
231;Poland;Europe/Warsaw;Nowy Duninów;34387 Mitchell Road;6328;Walsh-Emard
232;China;Asia/Shanghai;Qiulu;453 Thackeray Place;57486;Stroman Group
233;China;Asia/Chongqing;Yunmeng Chengguanzhen;9 Fulton Junction;64487;Weissnat Group
234;Argentina;America/Argentina/Buenos_Aires;Bahía Blanca;67582 Almo Road;64617;Glover, Rutherford and Douglas
235;South Africa;Africa/Johannesburg;Piet Retief;18 Grim Point;51264;Rohan Group
236;Russia;Europe/Moscow;Verkhnyaya Toyma;12143 Mcguire Court;19281;Pfeffer Group
237;Indonesia;Asia/Jakarta;Suren;9 Knutson Hill;70671;Klocko Inc
238;China;Asia/Shanghai;Jiangyi;52323 Troy Court;86256;Greenfelder Inc
239;Philippines;Asia/Manila;Bulacnin;27621 Killdeer Street;61817;Graham Group
240;Tanzania;Africa/Dar_es_Salaam;Tandahimba;32 Londonderry Crossing;31600;Bailey-Rosenbaum
241;China;Asia/Chongqing;Zhanjiang;336 Cordelia Hill;17833;Ullrich Group
242;China;Asia/Chongqing;Bowang;8 Vermont Drive;80771;Frami, Jerde and Nitzsche
243;China;Asia/Shanghai;Xinxu;1074 Becker Crossing;36293;O'Conner, Senger and Botsford
244;Portugal;Europe/Lisbon;Quintas;0 Oriole Plaza;218;Rath, Brown and Blick
245;Russia;Europe/Moscow;Chernyshkovskiy;54180 Bowman Alley;45483;Howe, Goyette and Schamberger
246;China;Asia/Chongqing;Liuhou;6368 Hollow Ridge Street;65006;Sawayn, Beier and Mayer
247;Indonesia;Asia/Makassar;Waipukang;29 Katie Junction;62749;Streich LLC
248;Brazil;America/Sao_Paulo;Botucatu;05 Park Meadow Court;86782;Cremin Inc
249;China;Asia/Chongqing;Sanhe;1 Goodland Place;22608;Carroll-Doyle
250;Japan;Asia/Tokyo;Nonoichi;92641 Tennessee Avenue;7801;Grady-Schamberger
251;Portugal;Europe/Lisbon;Vila Real de Santo António;55 Esch Road;24741;Greenfelder and Sons
252;Sweden;Europe/Stockholm;Asarum;2099 Bonner Road;35668;Bogisich Group
253;Indonesia;Asia/Jakarta;Sukosari;6 Sunbrook Junction;86011;Lehner Inc
254;Poland;Europe/Warsaw;Czechowice-Dziedzice;93 Hoepker Trail;13352;Conn-Lang
255;Vietnam;Asia/Ho_Chi_Minh;Chợ Chu;48815 Logan Terrace;3473;Kling-Dibbert
256;Eritrea;Africa/Asmara;Asmara;2 Fuller Alley;9350;Tremblay, Wuckert and DuBuque
257;Finland;Europe/Helsinki;Liminka;1 Chinook Center;39618;Cronin, Kohler and Satterfield
258;Peru;America/Lima;Mache;285 Rigney Pass;79730;Dooley-Cole
259;Philippines;Asia/Manila;Upi;904 Granby Hill;80446;Lindgren-Stehr
260;Indonesia;Asia/Jakarta;Pekalongan;0467 Florence Street;22553;Goodwin-Macejkovic
261;Thailand;Asia/Bangkok;Sam Phran;70 Buena Vista Hill;17712;Wintheiser Group
262;Colombia;America/Bogota;Cimitarra;1449 Ridgeway Crossing;76181;Lockman-Kozey
263;Sweden;Europe/Stockholm;Sölvesborg;4157 Meadow Ridge Parkway;46125;Considine and Sons
264;Argentina;America/Argentina/Cordoba;Gobernador Gálvez;45344 Oneill Lane;99326;Balistreri Inc
265;Colombia;America/Bogota;Los Andes;805 Bunker Hill Park;96222;Grant and Sons
266;Philippines;Asia/Manila;Candelaria;973 Hanson Terrace;98256;Graham, Russel and Hilll
267;Cameroon;Africa/Lagos;Bankim;3349 Holmberg Street;81934;Lowe-Upton
268;Macedonia;Europe/Skopje;Kochani;48 Ronald Regan Road;84142;Zboncak, Kub and Rice
269;China;Asia/Harbin;Taha Man Zu;58024 Shelley Circle;1584;Hamill, Dooley and Brekke
270;Thailand;Asia/Bangkok;Manorom;3 Cody Alley;47164;Koss-Emmerich
271;Guatemala;America/Guatemala;San Pedro Necta;0101 Tennessee Pass;86183;Becker LLC
272;China;Asia/Shanghai;Zhetian;5298 Monterey Junction;44753;Medhurst-Kohler
273;Serbia;Europe/Belgrade;Jermenovci;9506 Canary Terrace;67091;Roberts, Hirthe and Simonis
274;Belgium;Europe/Brussels;Namur;932 Reinke Avenue;51836;Smith, Terry and Jacobi
275;Tanzania;Africa/Dar_es_Salaam;Igurubi;9 Schiller Court;8006;Gottlieb-Aufderhar
276;Indonesia;Asia/Makassar;Beringinjaya;55368 Pawling Drive;82909;Gibson, McGlynn and Harvey
277;Greece;Europe/Athens;Álli Meriá;32 Sachtjen Hill;69151;Lynch, Koelpin and Spinka
278;Hungary;Europe/Budapest;Budapest;64161 Spaight Center;41117;Veum Inc
279;China;Asia/Chongqing;Ruixi;62628 Northview Park;9039;Lesch, Turner and Carroll
280;Honduras;America/Tegucigalpa;Intibucá;660 Thackeray Alley;27305;Larson-Schoen
281;France;Europe/Paris;Guérande;5905 Sage Park;37254;Kuhic Inc
282;Estonia;Europe/Tallinn;Suure-Jaani;783 Old Gate Circle;86907;Bradtke-Ferry
283;France;Europe/Paris;Marseille;3 Sachs Park;29941;Johns-Shields
284;Philippines;Asia/Manila;Maria Aurora;91 Service Court;700;Cartwright and Sons
285;Martinique;America/Martinique;Fort-de-France;3 Shasta Terrace;47813;Schoen-Klein
286;Barbados;America/Barbados;Speightstown;753 Homewood Court;72617;Schulist-Rolfson
287;Indonesia;Asia/Jakarta;Kalisari;7 Golf View Junction;50964;Douglas, Rutherford and Schumm
288;Botswana;Africa/Gaborone;Mogoditshane;243 Graedel Pass;78096;Barton-Torp
289;Philippines;Asia/Manila;Dumaguil;09 6th Court;43272;Hansen LLC
290;Brazil;America/Recife;Escada;819 Johnson Circle;55202;Grady Group
291;Colombia;America/Bogota;Palermo;95 Huxley Drive;79946;Trantow, Kirlin and Auer
292;Brazil;America/Sao_Paulo;Matão;046 Becker Court;37987;Wuckert, Emard and Champlin
