LocationID,Country,Region,City,Adress,PostNumber,DeliveryService
33,United States,Michigan,Detroit,56 High Crossing Hill,48232,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque
34,United States,Kansas,Wichita,7966 David Avenue,67230,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor
35,United States,District of Columbia,Washington,756 Spohn Place,20210,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum
36,United States,Texas,Waco,5 Rowland Pass,76705,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id
37,United States,Georgia,Atlanta,37795 Crowley Alley,31165,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse
38,United States,Michigan,Detroit,46601 Maple Pass,48224,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
39,United States,Washington,Spokane,9790 Hermina Road,99215,nunc proin at turpis a pede posuere nonummy integer non velit donec
40,United States,Illinois,Peoria,27 Forster Court,61635,in felis eu sapien cursus vestibulum proin eu mi nulla
41,United States,North Carolina,Raleigh,4920 Anhalt Alley,27635,sapien sapien non mi integer ac neque duis bibendum morbi
42,United States,North Carolina,Charlotte,83 Heffernan Way,28284,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit
43,United States,Georgia,Atlanta,9318 Carpenter Court,30351,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
44,United States,Wisconsin,Madison,8 Dixon Parkway,53785,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
45,United States,Florida,Orlando,56821 Ilene Way,32825,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
46,United States,Florida,Bradenton,442 Old Shore Terrace,34282,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer
47,United States,Ohio,Toledo,25297 Merrick Lane,43656,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac
48,United States,Virginia,Arlington,5 Victoria Pass,22217,velit id pretium iaculis diam erat fermentum justo nec condimentum
49,United States,New York,New York City,09300 Corscot Drive,10034,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est
50,United States,Indiana,Indianapolis,9346 Center Crossing,46247,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
51,United States,Pennsylvania,Lancaster,91 Ryan Hill,17622,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
52,United States,Ohio,Cleveland,0 5th Court,44118,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
53,United States,California,San Francisco,3 Jana Alley,94132,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
54,United States,New York,Brooklyn,80244 Colorado Hill,11231,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
55,United States,Illinois,Joliet,784 Lawn Drive,60435,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper
56,United States,New Mexico,Albuquerque,072 Vera Circle,87121,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer
57,United States,Florida,Fort Lauderdale,89465 Vidon Center,33315,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
58,United States,Washington,Seattle,21891 Graedel Junction,98185,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
59,United States,South Carolina,Columbia,306 Summer Ridge Parkway,29208,sapien cursus vestibulum proin eu mi nulla ac enim in tempor
60,United States,Ohio,Canton,089 Portage Road,44705,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede
61,United States,Michigan,Dearborn,5137 Starling Circle,48126,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
62,United States,Florida,Punta Gorda,99991 Fairview Road,33982,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et
63,United States,Florida,Hollywood,76 Gateway Way,33028,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus
64,United States,Illinois,East Saint Louis,36 Porter Point,62205,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id
65,United States,Florida,Panama City,6182 Derek Pass,32412,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
66,United States,Virginia,Newport News,3 Donald Street,23612,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh
67,United States,Ohio,Dayton,6773 Haas Alley,45490,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in
68,United States,District of Columbia,Washington,99678 Fremont Terrace,20260,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
69,United States,Minnesota,Minneapolis,8 Londonderry Alley,55480,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
70,United States,Pennsylvania,Pittsburgh,071 Grayhawk Road,15279,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in
71,United States,Texas,Austin,74817 Meadow Valley Court,78754,fusce consequat nulla nisl nunc nisl duis bibendum felis sed
72,United States,Florida,Bradenton,6 Summit Alley,34205,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu
73,United States,Virginia,Sterling,7 Barnett Circle,20167,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum
74,United States,Texas,Katy,2611 Cherokee Drive,77493,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et
75,United States,Indiana,Indianapolis,44 Del Mar Hill,46231,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id
76,United States,Colorado,Pueblo,1 Loeprich Pass,81010,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in
77,United States,Kentucky,Louisville,456 Barby Road,40266,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla
78,United States,New York,Buffalo,0136 Shopko Terrace,14205,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat
79,United States,Virginia,Roanoke,81 Wayridge Parkway,24024,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam
80,United States,Florida,Brooksville,63 Sloan Road,34605,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis
81,United States,Connecticut,Hartford,051 Sutherland Road,06183,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
82,United States,North Carolina,Winston Salem,2653 Canary Park,27116,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
83,United States,Connecticut,Waterbury,47 Namekagon Pass,06721,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique
84,United States,Connecticut,Hartford,9 Doe Crossing Crossing,06120,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
85,United States,Louisiana,Lafayette,37 Florence Trail,70593,risus auctor sed tristique in tempus sit amet sem fusce
86,United States,District of Columbia,Washington,6878 Surrey Lane,20260,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
87,United States,District of Columbia,Washington,36 Bartillon Plaza,20073,arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede
88,United States,Arkansas,Little Rock,59 Morningstar Terrace,72209,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy
89,United States,West Virginia,Huntington,4 Armistice Junction,25770,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis
90,United States,Texas,Dallas,56466 Sundown Court,75342,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi
91,United States,Michigan,Kalamazoo,1 Mitchell Park,49006,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
92,United States,California,Fresno,10148 Superior Drive,93726,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
93,United States,Texas,El Paso,00531 Moose Junction,79934,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui
94,United States,Idaho,Boise,2 Ryan Avenue,83705,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu
95,United States,Florida,Miami,395 Meadow Valley Park,33261,et eros vestibulum ac est lacinia nisi venenatis tristique fusce
96,United States,Georgia,Decatur,39 Burning Wood Street,30089,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum
97,United States,New York,New York City,0 Starling Alley,10160,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
98,United States,California,Berkeley,5507 Anderson Drive,94712,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem
99,United States,Colorado,Colorado Springs,6574 6th Center,80930,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
100,United States,District of Columbia,Washington,26433 Haas Drive,20575,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
101,United States,Pennsylvania,Pittsburgh,2 Brown Lane,15279,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum
102,United States,Connecticut,Hartford,39300 Farragut Center,06140,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque
103,United States,Maryland,Baltimore,9976 Menomonie Drive,21216,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
104,United States,Colorado,Denver,438 Maywood Circle,80291,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit
105,United States,Nebraska,Lincoln,176 Bartelt Junction,68524,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
106,United States,California,Los Angeles,9 Grasskamp Avenue,90055,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
107,United States,Alabama,Huntsville,5 Kim Terrace,35895,ac lobortis vel dapibus at diam nam tristique tortor eu
108,United States,Texas,Dallas,58 Independence Alley,75353,risus auctor sed tristique in tempus sit amet sem fusce
109,United States,California,San Diego,9680 Fair Oaks Point,92132,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum
110,United States,Illinois,Decatur,94 Acker Way,62525,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a
111,United States,Texas,Corpus Christi,80851 Dawn Parkway,78475,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
112,United States,New York,Syracuse,05357 Eliot Terrace,13224,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus
113,United States,Indiana,Lafayette,17667 Graedel Center,47905,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit
114,United States,New Jersey,Paterson,43106 7th Court,07522,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor
115,United States,Florida,Tampa,13732 Cherokee Lane,33633,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim
116,United States,California,Los Angeles,4 Susan Lane,90030,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci
117,United States,Missouri,Saint Louis,546 Brentwood Trail,63110,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in
118,United States,Kansas,Shawnee Mission,1 Eagan Terrace,66215,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis
119,United States,Michigan,Flint,756 Mandrake Street,48505,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis
120,United States,Nevada,Las Vegas,9565 Clemons Place,89135,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti
121,United States,Pennsylvania,Mc Keesport,311 Bluejay Circle,15134,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac
122,United States,Louisiana,Baton Rouge,366 Waywood Avenue,70815,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus
123,United States,Texas,Austin,0912 Heffernan Terrace,78789,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut
124,United States,Colorado,Denver,06795 Scott Plaza,80243,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
125,United States,Massachusetts,Boston,93456 Troy Road,02298,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum
126,United States,Alabama,Mobile,845 New Castle Point,36628,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
127,United States,Arizona,Tucson,11150 Emmet Terrace,85732,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget
128,United States,District of Columbia,Washington,838 Spaight Drive,20299,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non
129,United States,Nevada,North Las Vegas,4158 Clyde Gallagher Parkway,89036,cubilia curae nulla dapibus dolor vel est donec odio justo
130,United States,Georgia,Macon,3036 Atwood Place,31296,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus
131,United States,Texas,Odessa,5 Schiller Place,79769,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et
132,United States,California,San Jose,8903 American Ash Park,95173,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget
133,United States,California,Hayward,13160 Butternut Point,94544,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo
134,United States,Florida,Clearwater,55 Hallows Avenue,33758,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper
135,United States,Oklahoma,Oklahoma City,7550 Dahle Hill,73173,in hac habitasse platea dictumst morbi vestibulum velit id pretium
136,United States,Connecticut,New Haven,44514 Myrtle Hill,06520,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer
137,United States,New York,Jamaica,5460 Northridge Plaza,11436,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
138,United States,Florida,Pensacola,40 Ohio Trail,32590,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in
139,United States,Kentucky,Lexington,11 Little Fleur Pass,40596,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque
140,United States,California,Escondido,3965 Little Fleur Alley,92030,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus
141,United States,Florida,West Palm Beach,73317 Magdeline Center,33416,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec
142,United States,Pennsylvania,Wilkes Barre,1 Lakewood Lane,18706,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa
143,United States,Ohio,Warren,60586 Kinsman Alley,44485,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam
144,United States,Florida,Miami,472 Sachs Pass,33153,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend
145,United States,Indiana,Indianapolis,1 8th Lane,46278,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
146,United States,Oklahoma,Oklahoma City,5342 Evergreen Place,73124,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
147,United States,Nevada,Reno,15639 Service Hill,89550,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa
148,United States,West Virginia,Charleston,2 Pennsylvania Way,25321,in sagittis dui vel nisl duis ac nibh fusce lacus
149,United States,Utah,Salt Lake City,51446 Fordem Lane,84130,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna
150,United States,New York,Rochester,163 Welch Avenue,14604,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper
151,United States,California,Escondido,8446 Mesta Plaza,92030,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat
152,United States,Florida,Palm Bay,0652 Shopko Parkway,32909,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis
153,United States,Connecticut,West Hartford,3 Debs Park,06127,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
154,United States,Missouri,Kansas City,9678 Pankratz Pass,64109,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus
155,United States,Tennessee,Memphis,8070 Ilene Street,38104,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum
156,United States,California,Oakland,077 Buena Vista Alley,94660,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
157,United States,California,Santa Rosa,5 David Pass,95405,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc
158,United States,New York,Mount Vernon,38112 Blaine Alley,10557,risus auctor sed tristique in tempus sit amet sem fusce
159,United States,Florida,Punta Gorda,529 Prairie Rose Alley,33982,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus
160,United States,Tennessee,Memphis,42619 Gateway Pass,38197,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque
161,United States,Illinois,Chicago,1234 Monument Drive,60681,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
162,United States,Ohio,Lima,004 Rutledge Drive,45807,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
163,United States,New York,New York City,6 Continental Drive,10292,a pede posuere nonummy integer non velit donec diam neque vestibulum
164,United States,Florida,Lakeland,0358 Farragut Drive,33805,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel
165,United States,California,San Francisco,1622 Orin Plaza,94159,pede ac diam cras pellentesque volutpat dui maecenas tristique est
166,United States,Florida,Pompano Beach,9 Fuller Way,33064,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in
167,United States,Virginia,Reston,32563 Lunder Alley,20195,sapien cum sociis natoque penatibus et magnis dis parturient montes
168,United States,Florida,Largo,1 Beilfuss Place,34643,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac
169,United States,Louisiana,Baton Rouge,8885 Dwight Hill,70883,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper
170,United States,Florida,Hollywood,513 Longview Trail,33023,sit amet justo morbi ut odio cras mi pede malesuada
171,United States,North Carolina,Fayetteville,53 Beilfuss Crossing,28305,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
172,United States,Alabama,Birmingham,933 Pankratz Court,35210,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus
173,United States,Michigan,Saginaw,64850 Grim Circle,48609,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi
174,United States,California,Fresno,3388 Arrowood Hill,93721,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi
175,United States,North Carolina,Charlotte,7229 Mayfield Alley,28247,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce
176,United States,Washington,Tacoma,82291 2nd Court,98411,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
177,United States,California,San Francisco,014 2nd Point,94142,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
178,United States,Georgia,Atlanta,21 Blue Bill Park Way,30356,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna
179,United States,Florida,Ocala,599 Graedel Circle,34479,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi
180,United States,Nevada,Las Vegas,69 Burrows Drive,89140,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
181,United States,Minnesota,Minneapolis,196 Alpine Drive,55428,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante
182,United States,New Mexico,Albuquerque,8902 East Drive,87195,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi
183,United States,Kentucky,Lexington,89685 Blue Bill Park Road,40596,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
184,United States,California,Los Angeles,4 Ridgeway Center,90045,posuere metus vitae ipsum aliquam non mauris morbi non lectus
185,United States,Georgia,Savannah,1 Burrows Center,31405,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu
186,United States,Georgia,Atlanta,50195 Sycamore Avenue,30336,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum
187,United States,Texas,Corpus Christi,960 Di Loreto Street,78465,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse
188,United States,Florida,Tampa,9 Badeau Road,33633,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit
189,United States,Maryland,Hagerstown,6 Merry Alley,21747,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod
190,United States,Florida,Delray Beach,093 Forest Run Hill,33448,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
191,United States,California,San Francisco,8 Bluejay Road,94177,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi
192,United States,New York,Albany,6568 Anniversary Trail,12227,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
193,United States,Alabama,Birmingham,8049 Utah Center,35220,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus
194,United States,New York,Rochester,9 Carioca Junction,14619,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus
195,United States,Louisiana,Baton Rouge,180 Donald Plaza,70836,mattis odio donec vitae nisi nam ultrices libero non mattis
196,United States,Nebraska,Omaha,492 Pearson Point,68117,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
197,United States,Pennsylvania,Wilkes Barre,29 Blue Bill Park Alley,18763,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
198,United States,Connecticut,New Haven,37 Carberry Place,06538,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo
199,United States,Ohio,Cincinnati,318 Hayes Circle,45271,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus
200,United States,Kansas,Wichita,97255 Briar Crest Alley,67260,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non
