LocationID,Country,Region,City,Adress,PostNumber,DeliveryService
18,United States,Alabama,Mobile,373 Summit Terrace,36610,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu
19,United States,Michigan,Grand Rapids,479 Mallory Trail,49560,nunc proin at turpis a pede posuere nonummy integer non velit
20,United States,Florida,West Palm Beach,23369 Maryland Lane,33416,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce
21,United States,New York,Port Washington,1815 Menomonie Court,11054,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero
22,United States,California,Irvine,97001 Iowa Avenue,92717,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi
23,United States,Texas,San Antonio,939 Wayridge Drive,78230,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
24,United States,Utah,Salt Lake City,17 Tomscot Road,84145,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus
25,United States,Utah,Salt Lake City,6 Barby Circle,84140,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
26,United States,New York,New York City,5040 Carioca Terrace,10034,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit
27,United States,Massachusetts,Boston,1 American Street,02163,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis
28,United States,Washington,Seattle,2898 Comanche Center,98140,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing
29,United States,Mississippi,Jackson,9560 Clyde Gallagher Drive,39216,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
30,United States,Connecticut,Bridgeport,95 Pleasure Trail,06673,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
31,United States,New York,New York City,1337 Elmside Alley,10090,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
32,United States,Indiana,Indianapolis,7472 Twin Pines Alley,46239,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in
33,United States,Ohio,Canton,2 Homewood Circle,44720,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum
34,United States,Ohio,Springfield,7 Merchant Center,45505,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut
35,United States,Texas,Austin,5 Vahlen Hill,78769,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent
36,United States,Pennsylvania,Philadelphia,233 Mcbride Alley,19196,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi
37,United States,Florida,Miami,38438 Summerview Hill,33169,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum
38,United States,Minnesota,Minneapolis,61 Shelley Circle,55480,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis
39,United States,Tennessee,Memphis,7760 Scoville Center,38131,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
40,United States,Missouri,Saint Louis,09360 Mandrake Circle,63180,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus
41,United States,Massachusetts,Boston,9 Schmedeman Center,02208,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci
42,United States,Florida,Clearwater,779 Hoffman Park,33763,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus
43,United States,Florida,Kissimmee,6 Manley Plaza,34745,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus
44,United States,Florida,Bonita Springs,61 Reinke Avenue,34135,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
45,United States,Tennessee,Nashville,82 Randy Junction,37245,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
46,United States,Washington,Tacoma,95 Orin Avenue,98424,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
47,United States,Florida,Punta Gorda,167 Hauk Street,33982,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus
48,United States,Ohio,Hamilton,30337 Fairfield Crossing,45020,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in
49,United States,Minnesota,Minneapolis,07563 Cambridge Court,55470,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio
50,United States,Washington,Seattle,2195 Sommers Lane,98175,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna
51,United States,New York,Brooklyn,8239 Schiller Park,11220,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum
52,United States,District of Columbia,Washington,03 Johnson Trail,20599,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet
53,United States,Louisiana,Baton Rouge,890 Nova Junction,70894,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed
54,United States,Massachusetts,Woburn,54 Katie Junction,01813,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante
55,United States,District of Columbia,Washington,102 Sycamore Avenue,20557,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac
56,United States,Tennessee,Memphis,74835 Starling Parkway,38104,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum
57,United States,Florida,Miami,4948 Lien Pass,33158,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo
58,United States,New York,Rochester,91785 Cascade Trail,14614,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas
59,United States,Maryland,Gaithersburg,24050 Bultman Alley,20883,cursus vestibulum proin eu mi nulla ac enim in tempor turpis
60,United States,Kansas,Topeka,26 Brentwood Point,66617,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
61,United States,Texas,Gatesville,372 Westridge Trail,76598,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit
62,United States,California,Fresno,160 Magdeline Alley,93721,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque
63,United States,Washington,Seattle,0 Luster Point,98133,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
64,United States,California,San Francisco,7269 Truax Hill,94169,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum
65,United States,Virginia,Manassas,49767 Alpine Park,22111,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum
66,United States,Washington,Seattle,2 Cardinal Trail,98158,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
67,United States,Florida,Clearwater,4342 Jay Crossing,33763,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus
68,United States,Utah,Salt Lake City,3 2nd Way,84170,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec
69,United States,New York,Schenectady,1212 Grasskamp Drive,12325,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
70,United States,West Virginia,Huntington,4302 Lukken Center,25711,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim
71,United States,Texas,Austin,83 5th Terrace,78759,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus
72,United States,Pennsylvania,New Castle,1 Hayes Circle,16107,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci
73,United States,Indiana,Anderson,2038 Shelley Park,46015,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
74,United States,Texas,Dallas,3357 Morrow Pass,75323,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu
75,United States,Florida,Orlando,18972 Katie Hill,32819,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus
76,United States,Tennessee,Nashville,93053 Dixon Drive,37215,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et
77,United States,California,Long Beach,343 David Lane,90810,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam
78,United States,Georgia,Atlanta,13 Pond Avenue,30358,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie
79,United States,Connecticut,Bridgeport,09332 Summit Crossing,06606,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa
80,United States,Florida,Vero Beach,114 Cherokee Junction,32969,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam
81,United States,California,Anaheim,1 Mendota Park,92812,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede
82,United States,Illinois,Chicago,2471 Maywood Lane,60652,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus
83,United States,West Virginia,Huntington,775 Lotheville Parkway,25711,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
84,United States,Colorado,Denver,0 Bunting Center,80217,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac
85,United States,California,Chico,7496 Tony Hill,95973,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante
86,United States,North Carolina,Winston Salem,8596 Arizona Drive,27110,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros
87,United States,Missouri,Springfield,90164 Walton Road,65898,amet cursus id turpis integer aliquet massa id lobortis convallis tortor
88,United States,New Mexico,Albuquerque,8 Lindbergh Crossing,87105,cras in purus eu magna vulputate luctus cum sociis natoque penatibus
89,United States,Ohio,Dayton,4923 Bluejay Crossing,45440,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
90,United States,North Carolina,Charlotte,357 Heath Circle,28289,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales
91,United States,Texas,San Antonio,639 Judy Center,78245,lobortis sapien sapien non mi integer ac neque duis bibendum
92,United States,Virginia,Richmond,6 Charing Cross Parkway,23225,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
93,United States,Indiana,Crawfordsville,62257 Del Sol Crossing,47937,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti
94,United States,Tennessee,Nashville,054 Golf Trail,37245,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia
95,United States,Alabama,Birmingham,8677 Larry Way,35236,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa
96,United States,Virginia,Merrifield,7 Roxbury Pass,22119,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio
97,United States,Montana,Bozeman,56 Chive Road,59771,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante
98,United States,Pennsylvania,Bethlehem,4 Rusk Way,18018,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id
99,United States,Arizona,Tucson,9435 Ridgeview Point,85705,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum
100,United States,Pennsylvania,Erie,6216 Bashford Road,16534,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa
101,United States,Kansas,Shawnee Mission,14468 Larry Road,66286,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
102,United States,District of Columbia,Washington,1612 Village Place,20051,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
103,United States,California,Fresno,0 Bayside Trail,93794,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci
104,United States,Ohio,Toledo,33 Mosinee Circle,43656,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus
105,United States,Oklahoma,Oklahoma City,72652 Holmberg Plaza,73109,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor
106,United States,Texas,El Paso,707 Mesta Plaza,88553,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl
107,United States,Louisiana,New Orleans,0 Porter Point,70129,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo
108,United States,Ohio,Youngstown,16 Eastlawn Place,44505,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus
109,United States,New York,Buffalo,0 Westerfield Parkway,14210,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare
110,United States,California,Fresno,5 Utah Pass,93740,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
111,United States,Texas,Denton,869 East Pass,76205,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est
112,United States,Michigan,Lansing,15263 Dunning Road,48912,vestibulum sit amet cursus id turpis integer aliquet massa id
113,United States,California,Los Angeles,039 Southridge Center,90045,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
114,United States,Virginia,Roanoke,98901 Warner Court,24009,nam congue risus semper porta volutpat quam pede lobortis ligula sit
115,United States,Virginia,Arlington,4 Troy Plaza,22234,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis
116,United States,Kansas,Shawnee Mission,47 Crownhardt Crossing,66225,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam
117,United States,Florida,Clearwater,8 John Wall Road,34629,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi
118,United States,Missouri,Kansas City,88432 Pierstorff Drive,64109,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim
119,United States,Pennsylvania,Lancaster,40262 Pearson Parkway,17622,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar
120,United States,Pennsylvania,Erie,9 Westerfield Way,16565,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est
121,United States,Florida,Orlando,26 Crownhardt Road,32854,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer
122,United States,Texas,Texarkana,6695 Sunbrook Way,75507,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
123,United States,Utah,Salt Lake City,0 Novick Point,84140,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
124,United States,California,San Francisco,8 Ilene Hill,94116,eu massa donec dapibus duis at velit eu est congue elementum in
125,United States,Kansas,Shawnee Mission,02 Rockefeller Terrace,66210,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
126,United States,New Jersey,Trenton,63001 Trailsway Avenue,08603,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae
127,United States,Washington,Vancouver,6 Summer Ridge Park,98687,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque
128,United States,Texas,Dallas,79 Center Way,75221,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel
129,United States,New York,Mount Vernon,31317 Oak Plaza,10557,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar
130,United States,Texas,Corpus Christi,60 Bluestem Place,78415,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat
131,United States,Ohio,Akron,600 Oxford Plaza,44329,quam pede lobortis ligula sit amet eleifend pede libero quis orci
132,United States,Illinois,Schaumburg,07384 Karstens Crossing,60193,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet
133,United States,Texas,Bryan,38 Hagan Road,77806,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim
134,United States,North Carolina,Durham,51677 Orin Plaza,27710,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse
135,United States,New Jersey,Camden,02 Mandrake Plaza,08104,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum
136,United States,Florida,Bradenton,92 Harbort Road,34210,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam
137,United States,West Virginia,Charleston,48884 Meadow Ridge Circle,25331,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit
138,United States,Arizona,Tucson,49 Drewry Center,85705,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta
139,United States,Oklahoma,Tulsa,275 Schiller Circle,74108,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
140,United States,Arizona,Tucson,269 Glacier Hill Junction,85725,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel
141,United States,District of Columbia,Washington,7239 Lien Avenue,20551,justo eu massa donec dapibus duis at velit eu est congue elementum in
142,United States,Florida,Pensacola,07193 Drewry Drive,32526,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim
143,United States,Texas,San Angelo,7812 Kings Parkway,76905,nunc rhoncus dui vel sem sed sagittis nam congue risus
144,United States,Texas,Houston,34912 Dixon Junction,77010,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
145,United States,New York,Albany,04 Sutherland Street,12242,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa
146,United States,Oklahoma,Norman,471 Upham Pass,73071,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor
147,United States,Texas,Amarillo,90 Lunder Drive,79159,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo
148,United States,Louisiana,New Orleans,83993 Buhler Terrace,70160,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit
149,United States,New Jersey,Trenton,77 Maywood Avenue,08650,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit
150,United States,Connecticut,Hartford,55480 Hallows Parkway,06152,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam
151,United States,Tennessee,Knoxville,42 Hanson Court,37914,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam
152,United States,Nevada,Las Vegas,58 Dakota Court,89110,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
153,United States,Kansas,Topeka,13348 Amoth Alley,66617,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus
154,United States,Utah,Salt Lake City,866 Kingsford Court,84170,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec
155,United States,Minnesota,Monticello,47847 Rowland Terrace,55585,dui vel sem sed sagittis nam congue risus semper porta volutpat
156,United States,Florida,Tallahassee,8210 Bluejay Avenue,32304,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa
157,United States,Virginia,Arlington,9801 La Follette Parkway,22205,aenean sit amet justo morbi ut odio cras mi pede malesuada
158,United States,Florida,Jacksonville,9538 Haas Alley,32230,quisque erat eros viverra eget congue eget semper rutrum nulla
159,United States,Minnesota,Minneapolis,5053 Montana Street,55448,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
160,United States,California,Van Nuys,874 Sutherland Point,91406,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien
161,United States,California,Riverside,9358 Fair Oaks Point,92505,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui
162,United States,California,Oxnard,3487 Hoepker Alley,93034,feugiat non pretium quis lectus suspendisse potenti in eleifend quam
163,United States,Texas,Austin,6 Melody Point,78732,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam
164,United States,Ohio,Cincinnati,07245 Pleasure Drive,45228,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea
165,United States,New York,New York City,7 Dakota Point,10009,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci
166,United States,Florida,Jacksonville,91 Saint Paul Circle,32277,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor
167,United States,New York,Albany,6877 Pleasure Trail,12255,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer
168,United States,Nevada,Las Vegas,29 Kipling Road,89145,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in
169,United States,Oregon,Portland,64 Sommers Avenue,97201,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper
170,United States,Florida,Orlando,74 Northview Avenue,32859,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
171,United States,Nebraska,Omaha,7474 Hanover Alley,68124,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae
172,United States,North Carolina,Gastonia,3997 Saint Paul Road,28055,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst
173,United States,Washington,Vancouver,02 Elka Hill,98682,proin at turpis a pede posuere nonummy integer non velit donec diam
174,United States,Massachusetts,Boston,0 New Castle Avenue,02163,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida
175,United States,Texas,Corpus Christi,221 Eagan Drive,78426,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec
176,United States,Kentucky,Louisville,01327 Victoria Way,40280,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas
177,United States,New Hampshire,Portsmouth,1077 Shoshone Junction,03804,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
178,United States,California,Pasadena,1276 Harper Point,91103,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas
179,United States,New York,New York City,39 Mosinee Alley,10090,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non
180,United States,District of Columbia,Washington,3 Menomonie Crossing,20442,semper est quam pharetra magna ac consequat metus sapien ut nunc
181,United States,Florida,Panama City,01 Banding Plaza,32412,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in
182,United States,Georgia,Cumming,2 Lawn Terrace,30130,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed
183,United States,Texas,Austin,907 Mifflin Trail,78764,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla
184,United States,Minnesota,Maple Plain,12169 North Park,55579,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
185,United States,Illinois,Springfield,8 Melody Junction,62776,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id
186,United States,North Carolina,Raleigh,81754 High Crossing Parkway,27658,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
187,United States,Washington,Seattle,40527 Maple Wood Terrace,98133,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur
188,United States,New York,Albany,5388 Butternut Street,12247,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam
189,United States,District of Columbia,Washington,7868 Clemons Trail,20057,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo
190,United States,Texas,Houston,8 Harper Way,77245,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat
191,United States,Texas,Irving,5 Briar Crest Alley,75037,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa
192,United States,Illinois,Springfield,885 Bunting Point,62764,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
193,United States,Alabama,Montgomery,7141 Prairieview Way,36109,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
