Data,PaymentID,GarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty
2019-08-17,302,12775,1690,53441,66941,50,311.79,40782.68,2022-01-08
2019-06-06,204,53320,3649,49146,187237,67,8707.1,45550.28,2020-10-30
2020-01-02,981,11057,3939,31847,209194,68,2542.35,12061.84,2021-02-24
2020-01-03,674,31314,2854,74346,107515,59,1804.87,1771.38,2019-04-18
2019-12-16,502,51694,4241,52186,47435,64,1932.21,22291.24,2019-04-02
2019-04-14,868,40510,184,46410,321302,49,4873.33,12486.08,2020-02-06
2019-03-24,864,62194,5035,47927,382542,88,9513.11,35322.47,2019-11-29
2020-01-08,280,48512,9412,33757,335440,12,9715.9,18416.14,2020-12-19
2019-01-26,306,15385,3508,11611,32569,16,2213.15,14525.69,2020-05-23
2019-11-09,390,27467,3578,97264,362388,43,825.62,48092.12,2020-01-12
2019-07-07,1187,19650,4052,16434,140865,89,8041.65,25792.86,2021-08-10
2019-10-07,39,29173,3179,26765,3422,52,7274.25,38306.52,2019-10-02
2020-01-01,313,23801,9788,43574,202439,53,2407.74,11853.21,2022-01-22
2019-06-07,1010,44670,940,35170,206554,95,1262.37,25995.86,2022-01-02
2019-10-09,541,41708,4833,59824,114892,73,8317.49,33931.19,2021-08-19
2019-06-01,154,62387,8611,15668,126221,14,8056.72,40168.26,2021-01-14
2019-03-26,1105,73177,5576,49073,178416,54,5309.04,41298.45,2019-10-07
2019-07-12,332,44970,7003,67217,140547,67,790.73,41727.8,2021-07-06
2019-11-23,320,72567,2932,74022,92068,37,8951.51,19405.54,2020-09-03
2019-06-10,285,40830,366,93929,194605,20,7332.81,30043.38,2020-11-29
2019-10-08,809,64235,5095,95133,31655,48,3857.94,13527.42,2020-09-17
2019-09-09,610,45547,2702,3701,214185,33,2341.71,11584.79,2020-09-02
2019-03-06,166,24974,6807,58717,340341,86,1414.78,43626.84,2020-08-07
2019-10-07,1196,25426,2195,87248,91565,46,1799.26,12522.31,2020-07-29
2019-01-16,203,58896,2635,79389,45963,55,3748.19,9516.85,2020-07-25
2019-04-06,1119,32726,3253,37372,346046,45,9076.76,4087.33,2019-09-09
2019-12-04,741,12079,5577,59494,256956,82,4830.37,31348.7,2021-04-17
2019-12-31,911,19347,8138,4531,165005,14,8844.29,15332.08,2020-10-11
2019-04-24,959,23512,112,7128,364677,46,4941.07,49366.5,2021-07-18
2019-11-23,283,6204,3644,1502,2449,65,2523.95,18902.32,2019-02-20
2019-02-17,291,43271,5158,23284,142615,35,6315.62,46995.71,2021-03-16
2019-09-09,367,65625,1275,2260,303246,20,42.93,196.36,2019-06-21
2019-03-18,1176,68033,904,30879,174276,50,3302.11,49551.05,2020-10-08
2019-03-23,1179,18687,3401,55892,247254,32,7879.26,12384.31,2019-04-16
2019-11-21,1182,56603,7928,43456,192224,14,4132.98,37836.64,2021-02-24
2019-02-15,1117,1988,6224,60692,386945,49,7418.73,29151.57,2019-10-23
2019-02-18,1056,40717,5165,37807,53520,92,1713.78,39100.07,2020-04-24
2019-05-07,170,13591,721,63283,13741,48,8665.01,19540.0,2021-12-12
2019-10-30,666,63784,7228,33115,282918,62,1595.0,30437.9,2021-02-24
2019-12-12,1176,69379,7804,36487,196170,18,2258.34,22782.91,2021-04-17
2019-05-04,377,46151,5097,19733,118351,78,406.2,49148.86,2019-09-25
2019-04-24,900,20173,6716,22863,76232,65,4078.09,43881.27,2020-03-17
2019-06-25,420,38015,4188,51009,114821,1,2204.52,7870.25,2020-07-12
2019-05-15,671,10315,2587,53853,232032,59,2063.28,46237.93,2020-07-23
2019-02-20,481,29084,6225,57275,87093,98,3855.77,38127.12,2021-09-29
2019-03-20,297,56795,611,96105,75464,40,6324.96,27213.45,2021-10-05
2019-05-05,851,22792,5984,29737,314755,35,6306.92,46494.52,2019-02-10
2019-03-12,162,52649,1157,69892,128282,65,1145.58,33123.14,2022-01-28
2019-10-05,63,8041,1389,53754,126714,95,1029.05,21167.28,2019-07-25
2019-03-31,425,24648,5115,5970,144340,61,9279.68,40706.29,2021-11-25
2019-01-16,1096,68661,2472,33029,145653,45,2414.64,20348.45,2019-08-17
2019-12-04,929,33075,9063,49391,3137,88,8698.66,44323.67,2019-11-01
2019-05-23,182,53735,2270,29093,217804,59,1574.66,22401.64,2021-01-18
2019-09-27,952,13838,5221,15432,245339,100,3176.22,38148.58,2020-08-17
2019-05-21,843,9451,9798,25577,94888,15,4294.42,26159.98,2021-03-09
2019-05-09,290,43639,8989,95167,30668,46,621.7,16806.11,2019-06-06
2019-05-23,340,61761,9024,26999,109817,90,1558.45,5436.27,2019-08-16
2019-07-10,401,53248,9829,85420,318097,49,9674.6,12136.62,2019-07-02
2019-10-13,272,68041,2940,48138,121092,66,9327.05,4831.67,2019-02-19
2019-09-06,1091,19942,7404,93253,121687,38,5854.86,39074.62,2021-08-05
2019-11-11,400,40283,6688,45095,235394,100,4166.25,42029.92,2019-08-10
2019-07-19,533,55977,2539,96711,195519,22,8291.82,7541.83,2020-08-02
2019-08-13,627,3901,,71484,339768,,3500.5,33708.91,2021-12-01
2019-10-13,355,4998,9878,747,50478,18,645.46,35701.73,2019-09-23
2019-09-08,610,19148,7054,39177,49440,51,9213.6,49190.6,2021-02-04
2019-10-21,145,67078,3265,12778,184942,6,6307.74,25450.17,2021-02-25
2019-10-11,881,66380,4171,69597,194549,18,9003.31,3664.69,2020-05-25
2019-03-29,335,25106,4731,82189,265442,64,759.1,5188.73,2020-01-09
2019-05-05,212,62641,2652,81251,239799,85,7824.97,40830.72,2020-12-24
2019-02-19,1053,57563,6522,77218,154957,87,5407.0,16377.56,2020-03-25
2019-11-11,742,25057,3841,9066,5996,52,5415.09,20857.11,2019-12-21
2019-04-08,857,34554,4847,89550,233033,77,9056.94,32706.7,2021-10-15
2019-10-27,829,50013,8793,84476,274966,27,8343.48,46119.74,2020-04-15
2019-08-07,356,65303,6336,20552,69646,95,2175.22,11559.76,2020-10-18
2019-09-29,673,65123,5711,71651,300788,93,4993.95,20851.09,2019-04-29
2019-06-03,181,39704,9510,64633,218687,51,9169.23,27608.79,2019-04-05
2019-10-09,15,58250,7865,37566,316245,81,6438.31,32027.8,2019-10-12
2019-04-25,955,10966,8808,28475,274131,56,9514.0,25887.7,2020-03-21
2019-04-23,951,6400,7381,54075,222644,23,6127.36,2808.58,2021-01-27
2019-10-01,1061,36433,1981,43204,60151,87,3159.91,17542.59,2020-08-11
2019-10-22,789,13147,,54117,354418,,8867.34,33318.61,2020-04-23
2019-11-15,247,49758,2896,1324,111770,35,6848.0,15116.29,2019-02-09
2019-10-01,368,58627,782,91498,361746,83,6158.66,14029.22,2020-08-04
2019-08-20,23,4921,3522,5637,166227,56,4372.45,47258.07,2021-10-01
2019-01-26,327,19719,7149,35236,55945,87,4173.38,18966.84,2021-08-28
2019-09-01,761,53610,8541,43868,251139,24,9487.34,17896.86,2020-02-19
2019-03-13,950,3275,8019,3004,7548,33,8051.55,49400.76,2020-11-14
2019-01-12,1068,24903,3507,363,83213,58,7460.24,15712.34,2021-05-16
2019-09-16,347,34734,1841,72054,369807,17,9611.72,31344.17,2019-04-06
2019-10-13,932,17410,7103,51983,13097,94,1661.84,30732.04,2021-07-17
2019-04-11,749,55442,4152,86968,389327,90,6977.27,30570.26,2019-11-30
2019-06-08,913,57090,2371,68321,192294,28,2369.96,30177.5,2019-09-15
2019-03-19,650,31631,2980,8666,246089,13,3480.81,34168.47,2021-11-08
2019-12-09,562,68875,735,19161,287082,14,8155.94,24261.67,2020-07-06
2019-05-03,888,27655,2960,1994,126440,34,3850.24,10351.77,2019-02-09
2019-01-22,1191,34212,7396,4871,360363,18,54.5,43004.3,2020-06-19
2019-05-14,1063,51512,2816,25353,41597,68,3892.69,9846.67,2019-11-14
2019-12-18,450,21504,2434,39227,69210,1,6430.9,36644.8,2019-09-26
2019-12-14,546,21655,7557,86811,88863,70,3472.29,11208.44,2019-07-31
2019-09-16,1079,52039,848,2448,309832,32,7816.02,133.38,2020-12-05
2019-12-04,866,62845,8668,49575,363549,68,8298.48,49313.02,2020-10-30
2019-06-18,86,20211,8463,17515,160506,50,5891.0,44426.91,2020-04-24
2019-05-22,228,27019,6968,99273,388083,53,7574.69,22572.06,2021-07-18
2019-04-13,653,2894,8422,51045,105716,1,4638.54,45931.79,2020-04-06
2019-08-03,688,25334,596,53472,174377,40,3445.48,41092.08,2021-11-12
2019-09-28,795,62914,1136,63231,228594,22,339.23,40065.54,2021-01-06
2019-05-22,823,58767,6533,1577,347471,25,5861.29,20329.74,2020-08-06
2019-06-14,86,42237,8659,52707,351289,75,7651.66,5749.76,2019-10-20
2019-07-27,743,48908,7306,24424,202909,29,6090.79,34443.33,2020-11-27
2019-02-11,806,17027,7704,11569,236434,40,2296.84,46669.44,2019-10-24
2019-12-23,405,7737,2614,98264,321958,21,1275.45,8316.41,2020-04-19
2019-07-16,145,34450,8182,61194,322670,11,8728.13,31913.98,2022-01-09
2019-12-14,749,25129,2586,20559,241228,67,3752.21,9612.33,2021-10-02
2019-01-28,892,72342,2145,93441,175178,48,8759.53,11103.54,2020-11-17
2019-12-06,54,52942,4834,47977,126308,10,9705.25,42308.08,2019-11-23
2020-01-02,730,2134,8314,16154,166562,96,8104.9,16188.55,2021-08-03
2019-02-11,412,61175,5462,95485,273018,29,3787.93,23831.39,2019-10-26
2019-11-13,1037,39459,,50482,256540,,8822.43,46298.13,2020-07-19
2019-11-08,1136,4750,7015,3647,122503,71,1014.72,44203.38,2021-01-11
2019-03-10,664,66311,4515,49326,375590,31,277.93,23232.09,2020-11-27
2019-03-20,267,43134,8213,26561,174605,24,1755.27,27929.01,2019-05-27
2019-09-20,135,74413,3292,76647,221586,92,198.47,10183.9,2019-05-31
2019-09-04,552,36500,3983,14239,343907,36,4141.78,29424.41,2021-10-09
2019-02-15,217,24713,8040,16487,264088,93,7993.49,29609.18,2020-05-07
2019-09-18,529,57542,6378,53220,278742,21,8372.8,23055.07,2021-08-17
2019-09-09,575,28742,3852,30556,216066,86,845.09,24707.65,2020-11-15
2019-01-22,467,68971,8219,88434,269342,11,4970.44,17572.29,2020-10-11
2019-10-12,814,2575,9764,68016,352595,94,7350.46,27283.84,2021-01-09
2019-07-03,405,31717,4704,10504,261731,69,5616.11,8449.97,2021-06-11
2019-09-10,1097,4176,196,92781,334623,49,4600.78,32744.32,2019-12-17
2019-12-04,624,70378,,95894,107431,,7899.72,41496.05,2019-02-16
2019-02-27,568,33208,7909,5294,182612,93,2053.94,25481.98,2020-11-20
2019-07-24,522,44287,2091,72822,322346,57,11.38,11149.19,2019-10-26
2019-10-12,107,45410,7640,32962,106201,43,8964.05,34077.57,2019-06-08
2019-08-28,956,52291,3365,71263,233927,78,2148.6,37572.16,2021-10-02
2019-01-13,1183,65969,1662,1957,34239,48,5447.31,49682.55,2019-05-24
2019-03-16,19,17518,5267,85781,218722,98,7719.93,6030.19,2020-07-20
2019-05-09,33,57063,1793,66108,271947,34,1392.46,9999.18,2019-09-30
2019-09-26,378,24206,9494,58291,329093,40,2699.91,10989.51,2019-12-29
2019-06-16,14,24587,2563,5207,138765,60,8825.01,48508.76,2020-03-18
2019-04-10,840,17323,3404,90161,79487,51,8951.25,3128.62,2020-10-21
2019-01-18,41,71861,9286,4920,166291,88,3498.41,22141.07,2021-11-06
2019-11-18,593,43111,9350,45669,29455,38,2097.25,29940.35,2020-09-11
2019-02-16,266,61669,2304,95895,188171,37,5736.24,32170.43,2021-02-25
2019-08-23,225,23249,1537,29910,319952,41,9620.18,11525.25,2019-10-03
2019-07-24,137,24913,1436,12431,235502,66,3785.84,46330.61,2020-06-29
2019-10-25,765,4524,1452,90951,13646,55,7802.88,26726.24,2019-02-14
2019-06-07,534,46940,9298,80823,52841,52,8937.1,35920.53,2022-01-01
2019-10-06,588,13833,5595,99461,166321,46,7563.04,17165.54,2021-01-18
2019-05-05,299,35732,1320,71087,286503,16,5457.68,20880.64,2019-05-04
2019-06-26,272,23029,4915,65437,325503,79,5715.46,44499.52,2020-03-06
2019-10-04,82,54226,8045,47565,174198,51,6408.94,37722.84,2022-01-05
2019-06-29,1131,8761,3047,21845,143037,68,3999.79,48881.17,2020-04-09
2019-03-05,926,53397,1800,34535,158660,41,7591.38,44348.68,2019-08-08
2019-01-15,817,39558,4343,60101,13941,47,8461.81,11193.43,2019-07-25
2019-06-10,977,34763,4182,83329,190789,25,7575.38,25993.89,2021-07-16
2019-07-25,980,56636,4320,45060,233056,26,582.22,36766.74,2020-06-19
2019-07-26,220,11128,3654,18798,289844,39,5735.28,40264.61,2021-09-30
2019-03-31,791,68967,8828,15361,37323,65,8840.23,10021.11,2021-12-15
2019-07-17,498,32775,4304,20996,51832,25,6815.99,18299.45,2020-08-03
2019-07-30,34,66330,1624,9448,63595,24,6314.67,23215.7,2019-11-08
2019-08-26,571,72251,5081,52196,345184,77,9284.45,34653.62,2019-09-05
2019-02-27,1165,62524,5510,28333,373700,61,5027.75,18407.27,2020-10-08
2020-01-01,390,72699,6280,55678,237242,100,5424.52,29990.67,2020-04-24
2019-11-06,254,74344,1134,28720,163580,50,5957.41,45517.99,2020-08-10
2019-05-08,140,46966,1707,24915,329345,3,7908.84,11246.68,2021-07-23
2019-03-30,446,25511,6176,17094,355359,49,2304.53,35232.61,2021-10-25
2019-04-06,40,56026,8349,49094,306462,65,1453.8,36751.51,2019-03-24
2019-02-12,610,2232,252,46109,110813,17,4114.38,47879.84,2019-10-25
2019-12-21,433,16949,2596,18439,83380,73,1686.15,375.92,2020-09-23
2020-01-04,1131,8268,6157,83093,180965,57,5769.35,49436.32,2019-02-08
2019-05-14,1146,49681,6840,50906,105607,86,4646.84,44960.45,2020-08-01
2019-08-22,406,10643,6079,95717,306574,51,536.02,27102.0,2021-08-21
2019-07-07,529,55465,9255,94468,35881,32,3717.47,22519.05,2021-03-14
2019-01-27,711,22868,7098,90685,243287,87,8155.71,48266.72,2020-12-28
2019-03-04,307,6818,6904,27536,177364,9,7133.66,8264.81,2019-10-08
2019-09-28,1050,8005,6407,96271,48722,71,4166.61,5736.61,2019-08-17
2019-01-28,1119,5270,3751,27198,288361,20,4967.43,39378.55,2021-07-21
2019-12-19,713,59136,7722,81889,55927,12,1089.89,17036.75,2021-12-14
2019-08-20,642,39925,2046,19951,305476,80,6198.82,24130.49,2021-08-01
2019-05-30,1003,9675,5491,27468,199286,12,248.46,11305.41,2019-07-29
2019-06-10,919,52340,3476,9904,289147,11,7113.66,25391.73,2019-12-12
2019-12-01,824,68449,2378,37418,120237,10,7847.85,5311.3,2020-04-03
2019-09-24,792,56593,2859,66125,194049,53,3792.4,47873.51,2020-11-16
2019-04-11,987,59653,9596,95416,59902,25,9536.74,23240.05,2021-03-28
2019-03-21,843,43747,9858,64235,196137,85,8071.76,31077.68,2019-11-18
2019-11-09,505,39237,3581,22955,182368,30,2369.95,6104.91,2020-06-18
2019-09-07,662,19426,6036,52112,289734,12,159.26,195.92,2020-10-26
2019-03-12,836,23669,,50965,31196,,8045.98,5124.3,2020-10-12
2019-01-28,107,5836,3862,82264,132103,42,9792.18,25062.18,2021-08-12
2019-08-27,953,7605,2139,30571,185160,8,2652.13,12214.41,2019-06-09
2019-04-23,546,69130,9119,60894,259585,4,6895.07,39179.64,2020-02-15
2019-04-18,47,39463,4160,69309,182351,88,5177.76,47244.08,2021-07-18
2019-02-08,84,44319,17,8536,185703,40,1823.47,24145.67,2020-06-15
2019-01-27,855,63752,1393,77375,47510,58,3814.67,27457.37,2020-07-21
2019-05-14,4,65973,6354,88054,24013,25,7053.23,9742.34,2021-02-19
2019-09-26,949,67619,8278,26624,382569,47,8265.93,35377.79,2021-11-09
2019-10-10,719,7519,1414,26611,193523,3,9209.67,23263.82,2020-12-10
2019-03-12,44,63813,3372,87485,158499,27,7882.31,40139.57,2020-11-16
2019-09-12,677,10391,1891,42155,60443,68,7493.29,42094.0,2019-03-28
2019-11-03,556,60608,5458,91389,247002,85,977.85,49377.77,2020-06-30
2019-07-04,969,51220,5200,19194,339396,92,4584.04,44432.87,2019-04-29
2019-07-16,135,12959,3389,42616,208975,22,6950.12,14451.69,2020-07-11
2019-12-07,249,67983,6539,28113,347601,55,9812.79,4345.76,2021-05-31
2019-11-04,752,30736,7039,94279,376230,20,6666.7,17687.64,2021-11-22
2019-11-26,616,67937,,72595,227277,,2343.84,33626.15,2019-09-23
2019-04-10,838,47194,1800,89770,304145,81,1277.41,36846.33,2020-03-21
2019-04-07,304,58454,2897,70720,287685,66,6815.75,41376.21,2020-05-08
2019-11-09,403,18697,1946,21007,164805,46,7852.23,43669.36,2021-06-09
2019-01-12,177,2907,7442,99821,230059,10,6024.1,33982.59,2020-01-16
2019-09-12,366,68645,9751,36154,194809,94,4525.88,17121.41,2022-01-05
2019-09-18,50,9841,3438,91339,227134,36,7339.53,5488.51,2020-05-12
2019-12-21,403,67248,9592,21511,44752,61,3223.9,49554.97,2021-08-27
2019-07-16,838,38382,4825,95124,40355,95,7044.66,3783.6,2021-08-30
2019-06-07,571,49857,8509,95076,83685,92,4859.97,12708.44,2019-02-09
2019-07-11,67,16925,320,66384,148287,86,511.36,45769.95,2021-04-14
2019-08-06,801,25373,8717,49370,123487,89,3515.02,12755.69,2021-07-20
2019-03-25,1036,46242,2450,64513,154203,25,9850.39,17624.44,2021-06-16
2019-02-15,208,38765,5349,22281,354511,84,936.43,17840.03,2019-12-23
2019-07-19,264,39778,5331,97827,62093,14,7056.31,41909.88,2021-12-04
2019-04-06,940,59363,9052,89321,98167,92,611.93,23787.93,2019-02-12
2019-02-28,1120,50535,7133,37463,229019,37,9771.41,32097.39,2021-12-28
2019-08-14,449,74915,2505,23568,134522,33,1594.06,9685.79,2021-05-17
2019-11-21,592,64371,,3278,294033,,7310.15,41270.41,2020-06-07
2019-06-01,592,32093,1091,53465,352680,37,9719.58,14293.76,2019-05-03
2019-06-29,849,42265,6102,76920,380149,14,9420.23,42929.07,2019-05-03
2019-11-02,1131,74956,6690,80917,163881,70,2724.74,41040.17,2019-09-27
2019-11-28,717,30117,6625,61638,83204,12,8487.88,23476.81,2020-11-05
2019-05-22,938,4865,,28164,154187,,4756.17,19131.02,2019-10-05
2019-10-10,321,21736,602,7707,32775,47,2239.46,28505.44,2019-07-12
2019-08-05,184,35772,41,69601,112241,21,8230.81,17791.76,2020-01-23
2019-06-06,849,51655,253,47393,113572,11,609.24,968.68,2019-05-01
2019-08-06,1065,73508,5737,30640,150114,31,753.26,49397.08,2021-09-16
2019-01-11,908,48913,3307,47320,324202,91,2358.42,12679.95,2021-09-07
2019-09-14,441,53427,348,97122,383947,91,1891.83,46675.42,2020-12-16
2019-10-31,469,48017,8492,70542,302708,74,9984.27,39724.53,2021-11-03
2019-08-24,30,70634,8929,24195,299982,58,701.6,8053.49,2021-04-20
2019-04-09,273,9704,2198,81538,341441,40,819.79,13762.87,2019-08-22
2019-01-25,504,62578,3438,31880,307272,55,709.18,13504.63,2019-03-21
2019-06-17,946,61998,2018,31569,253707,16,9225.17,35969.37,2020-09-22
2019-03-04,1128,69808,4792,31107,131705,97,8778.03,28771.0,2021-11-14
2019-08-18,1113,45538,1153,32490,6239,45,5428.07,8862.9,2020-08-04
2019-06-11,935,34470,7723,33790,58873,22,5001.54,3694.51,2019-05-14
2019-10-07,287,53106,6312,25263,182390,58,600.87,20298.71,2021-05-02
2019-06-06,407,39803,3267,2758,33559,37,2253.21,42341.3,2019-06-03
2019-04-03,36,54520,7119,37905,377082,41,4099.59,16469.57,2020-08-20
2019-04-10,619,29260,8387,1790,280383,74,7406.2,23634.07,2019-02-09
2019-11-13,1099,71877,6848,57933,293260,12,9620.98,37585.0,2021-07-21
2019-12-27,578,8745,6750,34685,18446,41,1389.69,4884.4,2020-12-09
2019-02-04,149,48851,9943,99122,190221,49,6199.6,3072.49,2021-08-06
2019-01-22,435,2223,2460,18847,184052,57,6790.11,1658.02,2020-02-12
2019-02-15,848,64596,5220,68211,50803,76,2515.68,18921.33,2021-10-11
2019-02-12,1143,47086,9141,78952,180253,85,62.42,15567.27,2020-04-22
2019-02-16,772,1758,6179,95113,55208,99,1791.1,38935.02,2019-05-20
2019-12-27,860,10081,8051,76648,233984,8,9135.19,5317.8,2019-07-02
2019-11-04,368,2934,4699,67043,181416,84,6472.57,38164.42,2019-07-16
2019-09-30,292,10972,4402,18242,215428,9,1010.79,3357.76,2020-07-29
2019-08-03,980,61673,3554,67550,240214,94,627.28,23338.1,2019-09-06
2019-07-13,80,70514,4507,99694,67127,26,1144.52,38395.27,2019-08-04
2019-08-23,920,52646,998,94691,49015,85,2247.33,1871.97,2021-06-20
2019-02-18,1156,8198,188,63363,227587,75,8887.46,6682.8,2021-11-20
2019-06-06,728,57767,3215,14080,1504,12,7805.75,6735.76,2021-01-01
2019-01-10,452,66329,2249,87156,109786,50,5104.33,26375.71,2020-05-17
2019-01-13,1157,70449,8625,21007,59917,26,2770.12,5861.83,2021-10-29
2019-08-31,602,45376,4195,77562,292344,55,7316.31,24510.89,2019-08-24
2019-12-27,266,52836,5024,15000,316557,99,7174.46,17652.01,2021-11-16
2019-05-12,1187,43687,5675,72680,382013,24,6350.55,6486.77,2020-02-01
2019-12-17,428,22924,2137,78658,207780,94,1378.42,40790.39,2020-01-19
2019-09-02,684,34336,1198,78498,335182,89,1430.82,43063.51,2019-05-06
2019-06-20,185,26376,8589,82174,158167,92,916.57,34964.18,2020-06-12
2019-12-01,131,33178,9098,27817,85043,45,5135.08,1082.77,2020-01-12
2019-02-23,451,39748,7565,93595,221810,94,9665.16,39716.53,2020-11-22
2019-10-01,1016,6723,9845,11404,206469,34,564.61,42075.18,2020-12-01
2019-03-23,870,70262,9870,95061,69390,45,8853.92,35807.61,2020-02-20
2019-04-22,248,44606,2,30146,360894,85,2016.21,49866.53,2021-04-21
2019-06-21,1095,3222,6327,65016,3874,81,1512.12,27316.15,2021-05-18
2019-02-27,1156,55974,4041,50872,204757,16,1683.49,20687.38,2021-08-26
2019-01-12,913,25672,1556,87045,357808,83,3533.19,13968.4,2019-06-21
2019-06-03,378,72894,2333,85489,357280,96,9608.08,29489.07,2022-01-09
2019-04-23,947,53968,772,90331,258184,14,1114.88,32804.31,2019-06-23
2019-07-17,601,38562,5327,2864,168352,12,5967.7,10136.46,2021-10-17
2019-01-24,707,53940,4902,20878,106463,7,676.46,47662.1,2019-03-02
2019-08-14,764,66399,3615,31757,300739,74,4692.9,46774.13,2020-12-07
2019-01-24,725,5187,2893,49776,269552,16,9813.03,16781.34,2020-05-25
2019-08-13,41,71275,8628,89444,337575,30,2477.34,45595.95,2021-06-21
2019-02-05,938,7824,1545,61418,385399,65,8509.6,8912.84,2019-10-26
2019-08-02,934,35552,1631,55149,137999,39,9522.45,30847.43,2021-12-22
2019-06-21,797,8633,1068,27826,132374,96,5255.55,17881.53,2019-09-19
2019-08-22,478,16379,9969,97830,164981,78,2052.09,41708.24,2019-07-11
2019-04-23,23,66863,7273,27835,291538,44,6087.43,19392.92,2019-04-24
2019-09-19,979,42672,8182,77207,102850,34,4638.32,49298.75,2019-08-09
2019-02-20,745,4067,5459,59654,286243,77,4552.39,34275.58,2019-07-13
2020-01-04,513,49042,6822,68313,95596,43,9998.0,25707.53,2021-03-13
